id,customer_number,name,chain_name,segment,country,city,postal_code,street,vat_number,email_domain,phone,credit_limit,payment_terms_days,customer_discount_pct,account_manager_id,created_at,active
640,C-10640,Metsästore AB,,ONLINE,SE,Göteborg,411 04,Kungsgatan 78,SE061498112501,metsastore.example,+46 70 552 67 18,100000.00,45,10.0,9,2026-06-10,true
641,C-10641,Suvanto Outfitters AS,,INDEPENDENT,NO,Bergen,5003,Fjellveien 27,NO388836793MVA,suvanto.outfitters.example,+47 967 28 770,5000.00,45,10.0,8,2022-07-12,true
642,C-10642,Sundsvall Expeditions AB,,RENTAL_OUTFITTER,SE,Sundsvall,852 30,Industrivägen 62,SE411289781801,sundsvall.expeditions.example,+46 70 852 02 55,5000.00,14,0.0,10,2015-10-04,true
643,C-10643,Kayak Sport AB,,INDEPENDENT,SE,Kiruna,981 31,Storgatan 44,SE539798969801,kayak.sport.example,+46 70 225 69 29,5000.00,14,3.0,8,2020-05-30,true
644,C-10644,Suvanto Friluft ApS,,INDEPENDENT,DK,Aarhus,8000,Vestergade 91,DK12562926,suvanto.friluft.example,+45 44 05 48 72,5000.00,60,5.0,9,2016-07-20,true
645,C-10645,Nietosstore ApS,,ONLINE,DK,Kolding,6000,Hovedgaden 14,DK68993778,nietosstore.example,+45 61 22 35 42,40000.00,60,5.0,10,2019-01-05,true
646,C-10646,Helsinki Outfitters Oy,,DEPARTMENT_STORE,FI,Helsinki,00100,Yliopistonkatu 74,FI65009659,helsinki.outfitters.example,+358 40 704 9748,40000.00,30,0.0,8,2026-01-18,true
647,C-10647,Hoffmann Urheilu GmbH,,INDEPENDENT,DE,Munich,80331,Bergweg 71,DE677335762,hoffmann.urheilu.example,+49 40 7807873,40000.00,30,10.0,9,2018-06-16,true
648,C-10648,Lake Sport GmbH,,INDEPENDENT,DE,Berlin,10115,Bahnhofstraße 58,DE959489200,lake.sport.example,+49 40 5852229,25000.00,60,5.0,10,2025-09-19,true
649,C-10649,Summit Outfitters ApS,,INDEPENDENT,DK,Odense,5000,Industrivej 2,DK86062987,summit.outfitters.example,+45 51 88 96 97,15000.00,60,0.0,10,2017-03-04,true
650,C-10650,Aurora24 AB,,ONLINE,SE,Uppsala,753 10,Fjällvägen 61,SE843673976401,aurora24.example,+46 70 855 21 55,5000.00,30,12.0,8,2018-07-11,true
651,C-10651,Fjord Friluft AB,,INDEPENDENT,SE,Östersund,831 30,Hamngatan 6,SE337616825301,fjord.friluft.example,+46 70 191 10 29,10000.00,60,7.5,9,2024-08-03,true
652,C-10652,Sundsvall Guides AB,,RENTAL_OUTFITTER,SE,Sundsvall,852 30,Norra Esplanaden 117,SE225815037201,sundsvall.guides.example,+46 70 179 04 29,60000.00,30,10.0,9,2018-08-18,true
653,C-10653,Kero Retki AB,,INDEPENDENT,SE,Falun,791 71,Norra Esplanaden 114,SE087883931801,kero.retki.example,+46 70 120 96 91,100000.00,14,7.5,8,2015-04-02,true
654,C-10654,Summit Trekking Oy,,INDEPENDENT,FI,Kuusamo,93600,Hämeenkatu 115,FI24491222,summit.trekking.example,+358 40 292 2421,60000.00,30,5.0,10,2022-09-29,true
655,C-10655,Alta Scouts,,CLUB_OR_SCHOOL,NO,Alta,9510,Havnegata 9,NO499670331MVA,alta.scouts.example,+47 910 80 266,60000.00,30,3.0,10,2015-05-18,true
656,C-10656,Tallinn Hiking Association,,CLUB_OR_SCHOOL,EE,Tallinn,10111,Pärnu mnt 18,EE934178579,tallinn.hiking.association.example,+372 5959 3078,100000.00,30,5.0,10,2022-09-18,true
657,C-10657,Bergen Fritid AS,,DEPARTMENT_STORE,NO,Bergen,5003,Skoleveien 15,NO092491011MVA,bergen.fritid.example,+47 946 11 771,100000.00,30,12.0,8,2017-11-14,true
658,C-10658,Loiste Turutstyr AB,,INDEPENDENT,SE,Östersund,831 30,Hamngatan 115,SE552128414801,loiste.turutstyr.example,+46 70 614 27 58,15000.00,45,2.0,10,2016-03-14,true
659,C-10659,Fjord Friluft Oy,,INDEPENDENT,FI,Tampere,33100,Rantatie 54,FI12900420,fjord.friluft.example,+358 40 573 4305,100000.00,60,10.0,9,2024-05-14,true
660,C-10660,Ridge Trekking AB,,INDEPENDENT,SE,Luleå,972 31,Hamngatan 59,SE268897893601,ridge.trekking.example,+46 70 630 68 25,100000.00,60,2.0,8,2025-12-03,true
661,C-10661,Rakka Urheilu AS,,INDEPENDENT,NO,Tromsø,9008,Havnegata 29,NO675742690MVA,rakka.urheilu.example,+47 936 56 324,25000.00,14,0.0,8,2024-11-19,true
662,C-10662,Aapashop AB,,ONLINE,SE,Stockholm,111 20,Hamngatan 106,SE090005599001,aapashop.example,+46 70 861 41 88,15000.00,14,0.0,8,2021-01-21,true
663,C-10663,Kayakgear Oy,,ONLINE,FI,Lahti,15100,Mannerheimintie 103,FI11536605,kayakgear.example,+358 40 328 9952,25000.00,30,0.0,9,2021-08-10,true
664,C-10664,Kjær Sport ApS,,INDEPENDENT,DK,Roskilde,4000,Vestergade 118,DK38136329,kjaer.sport.example,+45 44 90 60 41,25000.00,60,3.0,8,2015-01-05,true
665,C-10665,Falun Guides AB,,RENTAL_OUTFITTER,SE,Falun,791 71,Kungsgatan 44,SE312593569901,falun.guides.example,+46 70 304 89 30,5000.00,30,0.0,9,2016-03-07,true
666,C-10666,Hansen Outdoor AS,,INDEPENDENT,NO,Drammen,3015,Kirkegata 109,NO145040923MVA,hansen.outdoor.example,+47 951 80 399,25000.00,30,10.0,8,2017-03-20,true
667,C-10667,Kalotti Sport Oy,,DEPARTMENT_STORE,FI,Espoo,02100,Teollisuustie 9,FI62579011,kalotti.sport.example,+358 40 989 9549,100000.00,30,10.0,9,2022-11-27,true
668,C-10668,Vuoma24 Oy,,ONLINE,FI,Seinäjoki,60100,Asemakatu 109,FI27864132,vuoma24.example,+358 40 481 6083,10000.00,14,5.0,9,2016-05-23,true
669,C-10669,Polargear ApS,,ONLINE,DK,Odense,5000,Skolevej 48,DK77150566,polargear.example,+45 26 59 87 12,100000.00,45,0.0,8,2017-01-18,true
670,C-10670,Bodø Outdoor AS,,INDEPENDENT,NO,Bodø,8006,Industriveien 106,NO311206328MVA,bodo.outdoor.example,+47 901 70 844,10000.00,14,10.0,9,2022-10-31,true
671,C-10671,Trondheim Outdoor AS,,INDEPENDENT,NO,Trondheim,7010,Storgata 17,NO806935519MVA,trondheim.outdoor.example,+47 999 37 687,25000.00,30,5.0,9,2020-08-23,true
672,C-10672,Kristiansand Adventure AS,,INDEPENDENT,NO,Kristiansand,4610,Fjellveien 51,NO339051443MVA,kristiansand.adventure.example,+47 952 22 378,60000.00,45,5.0,8,2017-03-08,true
673,C-10673,Bergström Sport AB,,INDEPENDENT,SE,Örebro,702 11,Fjällvägen 9,SE503808231801,bergstrom.sport.example,+46 70 437 87 48,40000.00,30,0.0,10,2017-11-15,true
674,C-10674,Kaamos Friluft AS,,INDEPENDENT,NO,Ålesund,6002,Havnegata 6,NO414924645MVA,kaamos.friluft.example,+47 984 11 398,60000.00,30,2.0,8,2025-12-08,true
675,C-10675,Polar Friluft ApS,,DEPARTMENT_STORE,DK,Roskilde,4000,Industrivej 75,DK01836522,polar.friluft.example,+45 98 39 35 80,60000.00,30,0.0,8,2019-10-15,true
676,C-10676,Turku Outdoor School,,CLUB_OR_SCHOOL,FI,Turku,20100,Teollisuustie 112,FI18853143,turku.outdoor.school.example,+358 40 733 5953,60000.00,30,3.0,8,2026-05-14,true
677,C-10677,Jyväskylä Expeditions Oy,,RENTAL_OUTFITTER,FI,Jyväskylä,40100,Yliopistonkatu 68,FI46244649,jyvaskyla.expeditions.example,+358 40 114 1728,15000.00,45,5.0,9,2024-04-11,true
678,C-10678,Oulu Adventure Oy,,INDEPENDENT,FI,Oulu,90100,Keskuskatu 66,FI88137786,oulu.adventure.example,+358 40 833 3322,10000.00,60,2.0,8,2016-01-27,true
679,C-10679,Kalotti Trekking AB,,INDEPENDENT,SE,Gävle,803 20,Skolgatan 90,SE254710448501,kalotti.trekking.example,+46 70 897 46 74,60000.00,30,10.0,8,2016-06-10,true
680,C-10680,Oslo Retki AS,,INDEPENDENT,NO,Oslo,0150,Storgata 25,NO350031202MVA,oslo.retki.example,+47 974 99 444,15000.00,14,5.0,9,2016-02-19,true
681,C-10681,Östersund Rental AB,,RENTAL_OUTFITTER,SE,Östersund,831 30,Järnvägsgatan 37,SE935867482501,ostersund.rental.example,+46 70 262 96 55,15000.00,30,3.0,8,2021-12-09,true
682,C-10682,Vidde24 AB,,ONLINE,SE,Östersund,831 30,Drottninggatan 42,SE027865365701,vidde24.example,+46 70 689 67 92,60000.00,30,0.0,8,2023-11-06,true
683,C-10683,Johansen Sport AS,,INDEPENDENT,NO,Lillehammer,2609,Strandveien 39,NO799813219MVA,johansen.sport.example,+47 940 47 658,60000.00,45,7.5,8,2020-09-29,true
684,C-10684,Strand Urheilu AB,,INDEPENDENT,SE,Falun,791 71,Drottninggatan 88,SE748743196201,strand.urheilu.example,+46 70 897 81 35,100000.00,45,0.0,8,2020-11-04,true
685,C-10685,Göteborg Adventures AB,,RENTAL_OUTFITTER,SE,Göteborg,411 04,Kungsgatan 111,SE685120529901,goteborg.adventures.example,+46 70 630 39 24,10000.00,30,7.5,10,2022-06-29,true
686,C-10686,Basecamp Trekking Oy,,INDEPENDENT,FI,Seinäjoki,60100,Hämeenkatu 35,FI49260350,basecamp.trekking.example,+358 40 997 5296,10000.00,30,5.0,9,2015-02-07,true
687,C-10687,Oulu Turutstyr Oy,,DEPARTMENT_STORE,FI,Oulu,90100,Keskuskatu 80,FI98353485,oulu.turutstyr.example,+358 40 663 3030,25000.00,30,3.0,8,2021-05-21,true
688,C-10688,Selkä Outdoor AS,,INDEPENDENT,NO,Trondheim,7010,Storgata 35,NO461501670MVA,selka.outdoor.example,+47 978 59 340,25000.00,60,5.0,9,2020-04-06,false
689,C-10689,Niemi Friluft Oy,,INDEPENDENT,FI,Rovaniemi,96100,Torikatu 101,FI68482784,niemi.friluft.example,+358 40 506 7446,10000.00,60,3.0,10,2026-07-27,true
690,C-10690,Luleå Expeditions AB,,RENTAL_OUTFITTER,SE,Luleå,972 31,Järnvägsgatan 36,SE414992691801,lulea.expeditions.example,+46 70 390 87 82,5000.00,45,3.0,8,2020-05-02,true
691,C-10691,Umeå Rental AB,,RENTAL_OUTFITTER,SE,Umeå,903 26,Fjällvägen 6,SE261812833001,umea.rental.example,+46 70 289 26 03,15000.00,45,12.0,9,2022-04-27,true
692,C-10692,Umeå Friluft AB,,INDEPENDENT,SE,Umeå,903 26,Kungsgatan 21,SE834175239801,umea.friluft.example,+46 70 288 84 36,15000.00,60,7.5,8,2016-11-19,true
693,C-10693,Lake Outdoor Oy,,INDEPENDENT,FI,Joensuu,80100,Torikatu 24,FI89282249,lake.outdoor.example,+358 40 928 3143,60000.00,30,2.0,8,2025-04-19,true
694,C-10694,Erä Sports AB,,INDEPENDENT,SE,Stockholm,111 20,Drottninggatan 90,SE224124407101,era.sports.example,+46 70 895 97 44,40000.00,30,5.0,8,2022-11-15,true
695,C-10695,Hamar Adventures AS,,RENTAL_OUTFITTER,NO,Hamar,2317,Havnegata 9,NO080007284MVA,hamar.adventures.example,+47 932 16 548,100000.00,30,5.0,8,2023-10-19,true
696,C-10696,Compass Retki AS,,DEPARTMENT_STORE,NO,Alta,9510,Strandveien 43,NO039814942MVA,compass.retki.example,+47 927 59 349,25000.00,60,10.0,9,2022-01-19,false
697,C-10697,Kaamos Fritid Oy,,INDEPENDENT,FI,Seinäjoki,60100,Keskuskatu 10,FI41591093,kaamos.fritid.example,+358 40 976 2472,15000.00,60,7.5,9,2024-10-14,true
698,C-10698,Turku Rental Oy,,RENTAL_OUTFITTER,FI,Turku,20100,Rantatie 56,FI44181142,turku.rental.example,+358 40 838 1629,100000.00,30,7.5,9,2022-11-27,true
699,C-10699,Nordlys24 ApS,,ONLINE,DK,Odense,5000,Vestergade 15,DK95323062,nordlys24.example,+45 72 24 65 40,100000.00,60,12.0,8,2024-06-29,true
700,C-10700,Andersson Outdoor AB,,INDEPENDENT,SE,Östersund,831 30,Järnvägsgatan 31,SE512509045001,andersson.outdoor.example,+46 70 271 28 62,60000.00,14,10.0,10,2024-05-02,true
701,C-10701,Luleå Retki AB,,DEPARTMENT_STORE,SE,Luleå,972 31,Kungsgatan 36,SE429204263301,lulea.retki.example,+46 70 265 53 66,25000.00,30,0.0,10,2025-02-27,true
702,C-10702,Trondheim Camping AS,,INDEPENDENT,NO,Trondheim,7010,Torggata 3,NO002366967MVA,trondheim.camping.example,+47 977 50 163,10000.00,60,2.0,10,2026-07-20,true
703,C-10703,Kuopio Scouts,,CLUB_OR_SCHOOL,FI,Kuopio,70100,Torikatu 109,FI17943801,kuopio.scouts.example,+358 40 189 0860,15000.00,30,0.0,10,2018-02-21,true
704,C-10704,Erä Camping AS,,INDEPENDENT,NO,Bergen,5003,Havnegata 77,NO490490062MVA,era.camping.example,+47 923 16 205,5000.00,60,0.0,10,2016-01-29,true
705,C-10705,Kuopio Outdoor School,,CLUB_OR_SCHOOL,FI,Kuopio,70100,Kauppakatu 35,FI15950968,kuopio.outdoor.school.example,+358 40 523 6570,15000.00,30,3.0,8,2017-09-11,true
706,C-10706,Gävle Turutstyr AB,,INDEPENDENT,SE,Gävle,803 20,Norra Esplanaden 115,SE025911469701,gavle.turutstyr.example,+46 70 483 64 60,15000.00,30,5.0,10,2021-01-02,true
707,C-10707,Åre Urheilu AB,,INDEPENDENT,SE,Åre,837 52,Industrivägen 105,SE594765609501,are.urheilu.example,+46 70 106 59 04,5000.00,60,0.0,8,2024-11-08,true
708,C-10708,Göteborg Outdoor School,,CLUB_OR_SCHOOL,SE,Göteborg,411 04,Industrivägen 49,SE875159032801,goteborg.outdoor.school.example,+46 70 392 47 31,5000.00,30,0.0,9,2026-07-27,true
709,C-10709,Polar Sport & Fritid Oy,,INDEPENDENT,FI,Helsinki,00100,Teollisuustie 103,FI33514582,polar.sport.fritid.example,+358 40 768 4695,25000.00,30,12.0,9,2026-05-10,true
710,C-10710,Salminen Urheilu Oy,,DEPARTMENT_STORE,FI,Hämeenlinna,13100,Kauppakatu 44,FI03219291,salminen.urheilu.example,+358 40 439 1623,100000.00,30,5.0,8,2024-01-29,true
711,C-10711,Suvanto Fritid AB,,INDEPENDENT,SE,Linköping,582 22,Skolgatan 67,SE529625520601,suvanto.fritid.example,+46 70 443 85 10,10000.00,45,2.0,10,2025-04-06,false
712,C-10712,Kaira24 AS,,ONLINE,NO,Ålesund,6002,Storgata 4,NO158287788MVA,kaira24.example,+47 917 09 757,5000.00,30,12.0,8,2020-10-07,false
713,C-10713,Erä Turutstyr AS,,INDEPENDENT,NO,Stavanger,4006,Storgata 34,NO817411306MVA,era.turutstyr.example,+47 900 27 124,40000.00,60,12.0,9,2026-06-29,true
714,C-10714,Kokkola Rental Oy,,RENTAL_OUTFITTER,FI,Kokkola,67100,Teollisuustie 47,FI48029195,kokkola.rental.example,+358 40 649 1588,40000.00,45,5.0,10,2015-10-05,true
715,C-10715,Hiker's Sport AS,,INDEPENDENT,NO,Bergen,5003,Kirkegata 67,NO410274878MVA,hikers.sport.example,+47 955 33 068,10000.00,45,10.0,8,2017-05-05,true
716,C-10716,Summit Sport AS,,INDEPENDENT,NO,Ålesund,6002,Storgata 43,NO734989122MVA,summit.sport.example,+47 995 18 865,5000.00,45,3.0,10,2025-03-13,true
717,C-10717,Kalottishop AB,,ONLINE,SE,Umeå,903 26,Skolgatan 99,SE863981975801,kalottishop.example,+46 70 155 39 27,25000.00,30,0.0,8,2024-11-21,true
718,C-10718,Vuomastore Oy,,ONLINE,FI,Turku,20100,Yliopistonkatu 84,FI79068414,vuomastore.example,+358 40 264 7137,25000.00,14,3.0,8,2019-07-26,false
719,C-10719,Tampere Fritid Oy,,INDEPENDENT,FI,Tampere,33100,Mannerheimintie 113,FI87815246,tampere.fritid.example,+358 40 278 8609,15000.00,30,0.0,8,2023-08-14,true
720,C-10720,Joensuu Alpine Club,,CLUB_OR_SCHOOL,FI,Joensuu,80100,Keskuskatu 69,FI32369780,joensuu.alpine.club.example,+358 40 576 7412,40000.00,14,5.0,8,2015-02-28,true
721,C-10721,Oulu Sport Oy,,INDEPENDENT,FI,Oulu,90100,Keskuskatu 29,FI04859068,oulu.sport.example,+358 40 954 7880,25000.00,45,3.0,10,2016-08-04,true
722,C-10722,Copenhagen Adventure ApS,,INDEPENDENT,DK,Copenhagen,1050,Østergade 46,DK64674843,copenhagen.adventure.example,+45 97 56 50 88,15000.00,30,0.0,10,2018-09-13,true
723,C-10723,Helsinki Rental Oy,,RENTAL_OUTFITTER,FI,Helsinki,00100,Kauppakatu 25,FI72835072,helsinki.rental.example,+358 40 345 2229,25000.00,45,12.0,10,2023-09-23,true
724,C-10724,Seinäjoki Adventure Oy,,INDEPENDENT,FI,Seinäjoki,60100,Mannerheimintie 62,FI40903922,seinajoki.adventure.example,+358 40 264 2156,40000.00,30,12.0,8,2019-07-06,true
725,C-10725,Espoo Sport Oy,,INDEPENDENT,FI,Espoo,02100,Teollisuustie 17,FI29262483,espoo.sport.example,+358 40 880 9567,100000.00,30,7.5,9,2018-12-06,true
726,C-10726,Nordlys Fritid Oy,,INDEPENDENT,FI,Rovaniemi,96100,Rantatie 50,FI77567107,nordlys.fritid.example,+358 40 902 4253,25000.00,60,12.0,10,2016-11-29,true
727,C-10727,Kuopio Fritid Oy,,INDEPENDENT,FI,Kuopio,70100,Kauppakatu 16,FI36341570,kuopio.fritid.example,+358 40 578 5817,40000.00,30,5.0,9,2024-09-23,true
728,C-10728,Aalborg Hiking Association,,CLUB_OR_SCHOOL,DK,Aalborg,9000,Østergade 102,DK69453701,aalborg.hiking.association.example,+45 43 64 30 23,40000.00,30,7.5,9,2016-12-06,true
729,C-10729,Kuopio Sport Oy,,INDEPENDENT,FI,Kuopio,70100,Yliopistonkatu 67,FI34624586,kuopio.sport.example,+358 40 643 0264,25000.00,30,0.0,8,2026-08-27,true
730,C-10730,Loiste Trekking Oy,,INDEPENDENT,FI,Seinäjoki,60100,Mannerheimintie 11,FI76801400,loiste.trekking.example,+358 40 826 1811,40000.00,14,0.0,9,2023-11-29,true
731,C-10731,Trail Urheilu GmbH,,INDEPENDENT,DE,Berlin,10115,Bergweg 52,DE231987289,trail.urheilu.example,+49 40 7618225,15000.00,45,0.0,9,2025-10-16,true
732,C-10732,Suvantoshop Oy,,ONLINE,FI,Kuopio,70100,Keskuskatu 7,FI39187015,suvantoshop.example,+358 40 061 1721,100000.00,30,5.0,9,2026-01-07,true
733,C-10733,Summit Fritid AB,,INDEPENDENT,SE,Malmö,211 20,Industrivägen 16,SE914224390301,summit.fritid.example,+46 70 016 91 27,10000.00,30,0.0,10,2016-11-28,true
734,C-10734,Fjäll Urheilu Oy,,INDEPENDENT,FI,Kokkola,67100,Yliopistonkatu 11,FI34578187,fjall.urheilu.example,+358 40 728 5840,5000.00,14,5.0,8,2026-06-10,true
735,C-10735,Umeå Sports AB,,INDEPENDENT,SE,Umeå,903 26,Norra Esplanaden 82,SE444750831901,umea.sports.example,+46 70 943 52 06,100000.00,45,0.0,9,2017-06-30,true
736,C-10736,Loiste Outdoor AS,,DEPARTMENT_STORE,NO,Kristiansand,4610,Storgata 110,NO720874754MVA,loiste.outdoor.example,+47 908 05 906,15000.00,60,3.0,10,2024-05-08,true
737,C-10737,Trailshop AB,,ONLINE,SE,Östersund,831 30,Drottninggatan 36,SE713902282001,trailshop.example,+46 70 574 99 43,10000.00,30,0.0,9,2020-10-23,true
738,C-10738,Trail Outdoor Oy,,INDEPENDENT,FI,Jyväskylä,40100,Asemakatu 95,FI97353354,trail.outdoor.example,+358 40 443 2326,40000.00,14,0.0,10,2026-01-14,true
739,C-10739,Kalotti Sport AB,,DEPARTMENT_STORE,SE,Sundsvall,852 30,Industrivägen 98,SE799499720001,kalotti.sport.example,+46 70 308 57 19,100000.00,30,3.0,8,2020-12-27,true
740,C-10740,Hämeenlinna Urheilu Oy,,INDEPENDENT,FI,Hämeenlinna,13100,Yliopistonkatu 68,FI94178375,hameenlinna.urheilu.example,+358 40 989 8300,100000.00,30,0.0,8,2016-10-11,true
741,C-10741,Kalotti Trekking ApS,,DEPARTMENT_STORE,DK,Copenhagen,1050,Industrivej 100,DK69086508,kalotti.trekking.example,+45 54 40 92 88,60000.00,14,5.0,9,2015-08-24,false
742,C-10742,Oulu Retki Oy,,DEPARTMENT_STORE,FI,Oulu,90100,Yliopistonkatu 103,FI49742349,oulu.retki.example,+358 40 119 7625,60000.00,30,0.0,8,2020-02-05,true
743,C-10743,Rakkastore Oy,,ONLINE,FI,Oulu,90100,Teollisuustie 30,FI52564984,rakkastore.example,+358 40 363 7026,40000.00,30,0.0,10,2017-12-03,true
744,C-10744,Hiker'sgear ApS,,ONLINE,DK,Kolding,6000,Nørregade 62,DK71269215,hikersgear.example,+45 27 57 17 28,60000.00,30,7.5,10,2021-05-25,true
745,C-10745,Fjäll Outfitters AB,,INDEPENDENT,SE,Sundsvall,852 30,Storgatan 110,SE288688569901,fjall.outfitters.example,+46 70 418 88 11,5000.00,14,5.0,10,2015-04-03,true
746,C-10746,Selkägear AB,,ONLINE,SE,Stockholm,111 20,Fjällvägen 10,SE080093405401,selkagear.example,+46 70 850 20 13,40000.00,60,10.0,8,2016-01-16,true
747,C-10747,Metsä Adventure Oy,,DEPARTMENT_STORE,FI,Espoo,02100,Teollisuustie 110,FI54284495,metsa.adventure.example,+358 40 755 7491,60000.00,45,5.0,9,2020-07-20,true
748,C-10748,Rakka24 AB,,ONLINE,SE,Uppsala,753 10,Storgatan 95,SE706210480701,rakka24.example,+46 70 859 05 98,5000.00,14,7.5,10,2022-09-23,true
749,C-10749,Vintergear AB,,ONLINE,SE,Östersund,831 30,Drottninggatan 91,SE315060924201,vintergear.example,+46 70 173 85 31,100000.00,60,10.0,8,2024-03-14,true
750,C-10750,Rakka Retki ApS,,INDEPENDENT,DK,Aalborg,9000,Industrivej 38,DK47430777,rakka.retki.example,+45 19 96 39 02,15000.00,60,5.0,9,2021-10-09,true
751,C-10751,Oulu Fritid Oy,,INDEPENDENT,FI,Oulu,90100,Mannerheimintie 3,FI55429226,oulu.fritid.example,+358 40 100 2730,15000.00,30,7.5,8,2017-06-17,true
752,C-10752,Vuomashop AB,,ONLINE,SE,Sundsvall,852 30,Storgatan 1,SE183804473701,vuomashop.example,+46 70 664 82 16,25000.00,14,5.0,9,2026-08-07,true
753,C-10753,Basecamp Camping AB,,INDEPENDENT,SE,Malmö,211 20,Järnvägsgatan 67,SE289599858501,basecamp.camping.example,+46 70 098 14 42,60000.00,14,0.0,9,2017-06-10,true
754,C-10754,Laine Urheilu Oy,,INDEPENDENT,FI,Espoo,02100,Hämeenkatu 21,FI60711576,laine.urheilu.example,+358 40 023 2137,5000.00,45,5.0,10,2023-08-26,true
755,C-10755,Aarhus Alpine Club,,CLUB_OR_SCHOOL,DK,Aarhus,8000,Havnevej 66,DK21295983,aarhus.alpine.club.example,+45 49 15 18 88,15000.00,45,5.0,8,2019-06-17,true
756,C-10756,Persson Sport AB,,INDEPENDENT,SE,Östersund,831 30,Fjällvägen 80,SE781887619901,persson.sport.example,+46 70 353 88 11,10000.00,30,12.0,10,2022-05-08,true
757,C-10757,Joensuu Outdoor School,,CLUB_OR_SCHOOL,FI,Joensuu,80100,Kauppakatu 51,FI32874309,joensuu.outdoor.school.example,+358 40 353 9686,100000.00,45,7.5,9,2018-11-02,true
758,C-10758,Kuopio Adventure Oy,,INDEPENDENT,FI,Kuopio,70100,Puistokatu 92,FI86435959,kuopio.adventure.example,+358 40 095 3639,15000.00,14,0.0,8,2020-05-09,true
759,C-10759,Nordlys Outfitters AB,,INDEPENDENT,SE,Uppsala,753 10,Hamngatan 28,SE869514561501,nordlys.outfitters.example,+46 70 652 95 05,15000.00,30,5.0,8,2023-11-05,true
760,C-10760,Berg Urheilu AS,,INDEPENDENT,NO,Bergen,5003,Havnegata 31,NO064043713MVA,berg.urheilu.example,+47 991 80 447,5000.00,45,0.0,8,2018-02-26,true
761,C-10761,Arcticstore Oy,,ONLINE,FI,Jyväskylä,40100,Teollisuustie 19,FI08881951,arcticstore.example,+358 40 051 2498,60000.00,60,0.0,9,2025-02-02,true
762,C-10762,Vaaragear Oy,,ONLINE,FI,Kuusamo,93600,Puistokatu 51,FI93626936,vaaragear.example,+358 40 850 9075,10000.00,30,0.0,9,2024-10-27,true
763,C-10763,Foreststore Oy,,ONLINE,FI,Kuusamo,93600,Kauppakatu 118,FI53674648,foreststore.example,+358 40 342 4040,60000.00,30,10.0,8,2026-05-30,true
764,C-10764,Turku Sports Oy,,INDEPENDENT,FI,Turku,20100,Puistokatu 120,FI51923134,turku.sports.example,+358 40 913 5790,40000.00,30,0.0,10,2024-01-04,true
765,C-10765,Kukk Urheilu OÜ,,INDEPENDENT,EE,Tallinn,10111,Pärnu mnt 67,EE255666683,kukk.urheilu.example,+372 5973 4750,60000.00,30,3.0,9,2017-04-01,true
766,C-10766,Aho Outdoor Oy,,INDEPENDENT,FI,Rovaniemi,96100,Asemakatu 88,FI17787804,aho.outdoor.example,+358 40 424 8792,5000.00,60,0.0,9,2022-01-06,true
767,C-10767,Rakka Friluft AS,,INDEPENDENT,NO,Stavanger,4006,Skoleveien 113,NO197425628MVA,rakka.friluft.example,+47 943 10 985,60000.00,60,10.0,10,2021-10-10,true
768,C-10768,Polar Adventure Oy,,INDEPENDENT,FI,Kokkola,67100,Rantatie 103,FI58464747,polar.adventure.example,+358 40 175 6842,40000.00,30,10.0,9,2017-01-29,true
769,C-10769,Ruskastore AS,,ONLINE,NO,Alta,9510,Strandveien 102,NO195271863MVA,ruskastore.example,+47 920 83 219,100000.00,30,7.5,10,2015-04-01,true
770,C-10770,Rovaniemi Alpine Club,,CLUB_OR_SCHOOL,FI,Rovaniemi,96100,Hämeenkatu 20,FI79604970,rovaniemi.alpine.club.example,+358 40 670 1918,40000.00,45,0.0,10,2016-01-11,true
771,C-10771,Arcticshop Oy,,ONLINE,FI,Rovaniemi,96100,Keskuskatu 61,FI02344046,arcticshop.example,+358 40 221 4397,60000.00,45,0.0,10,2023-02-04,true
772,C-10772,Alta Adventures AS,,RENTAL_OUTFITTER,NO,Alta,9510,Storgata 9,NO155930149MVA,alta.adventures.example,+47 961 54 356,15000.00,30,0.0,10,2019-03-23,true
773,C-10773,Stockholm Sport & Fritid AB,,INDEPENDENT,SE,Stockholm,111 20,Drottninggatan 48,SE027457008101,stockholm.sport.fritid.example,+46 70 272 54 29,100000.00,60,10.0,9,2015-12-21,true
774,C-10774,Fjord Urheilu AB,,INDEPENDENT,SE,Umeå,903 26,Storgatan 9,SE528028873501,fjord.urheilu.example,+46 70 887 40 46,40000.00,30,2.0,8,2022-02-22,true
775,C-10775,Jyväskylä Retki Oy,,INDEPENDENT,FI,Jyväskylä,40100,Teollisuustie 119,FI95529717,jyvaskyla.retki.example,+358 40 049 9918,25000.00,60,10.0,9,2023-12-26,false
776,C-10776,Bergen Outfitters AS,,INDEPENDENT,NO,Bergen,5003,Fjellveien 51,NO200779667MVA,bergen.outfitters.example,+47 924 22 086,100000.00,30,3.0,9,2024-10-27,true
777,C-10777,Saarinen Friluft Oy,,INDEPENDENT,FI,Espoo,02100,Kauppakatu 40,FI49914932,saarinen.friluft.example,+358 40 852 6025,15000.00,30,2.0,9,2024-09-09,true
778,C-10778,Kolding Guides ApS,,RENTAL_OUTFITTER,DK,Kolding,6000,Vestergade 93,DK50193013,kolding.guides.example,+45 70 02 79 70,100000.00,30,3.0,10,2024-05-22,true
