id,product_id,list_price,currency,valid_from,valid_to,reason,created_by,created_at
2024,456,10.27,EUR,2022-07-01,2023-12-31,Annual price update,7,2022-06-02 11:16:00
2025,456,10.53,EUR,2024-01-01,,Supplier increase,6,2023-12-06 12:44:00
2026,457,10.44,EUR,2025-08-01,,Initial listing,6,2025-07-21 09:18:00
2027,458,10.14,EUR,2020-03-10,2020-06-30,Initial listing,7,2020-02-13 10:52:00
2028,458,10.65,EUR,2020-07-01,2020-12-31,Annual price update,6,2020-06-14 08:32:00
2029,458,11.29,EUR,2021-01-01,2022-06-30,Supplier increase,6,2020-12-20 12:56:00
2030,458,10.73,EUR,2022-07-01,2022-12-31,Clearance,6,2022-06-14 09:28:00
2031,458,11.05,EUR,2023-01-01,2023-06-30,Range repositioning,6,2022-12-04 09:28:00
2032,458,10.50,EUR,2023-07-01,2025-12-31,Competitive adjustment,6,2023-06-04 12:51:00
2033,458,11.03,EUR,2026-01-01,,Currency adjustment,6,2025-12-14 08:16:00
2034,459,6.07,EUR,2019-06-13,2020-12-31,Initial listing,7,2019-05-28 15:49:00
2035,459,6.37,EUR,2021-01-01,2021-06-30,Currency adjustment,6,2020-12-16 10:02:00
2036,459,6.18,EUR,2021-07-01,2021-12-31,Competitive adjustment,6,2021-06-21 14:00:00
2037,459,6.49,EUR,2022-01-01,2022-12-31,Supplier increase,6,2021-12-17 10:11:00
2038,459,6.68,EUR,2023-01-01,2023-06-30,Currency adjustment,6,2022-12-03 11:15:00
2039,459,6.35,EUR,2023-07-01,2025-06-30,Clearance,7,2023-06-09 15:50:00
2040,459,6.67,EUR,2025-07-01,2025-12-31,Supplier increase,6,2025-06-03 10:21:00
2041,459,6.80,EUR,2026-01-01,,Currency adjustment,6,2025-12-07 15:48:00
2042,460,49.32,EUR,2024-01-25,2024-06-30,Initial listing,7,2023-12-26 10:32:00
2043,460,50.50,EUR,2024-07-01,2024-12-31,Cost update,7,2024-06-23 10:37:00
2044,460,51.90,EUR,2025-01-01,2025-12-31,Currency adjustment,6,2024-12-17 16:53:00
2045,460,52.90,EUR,2026-01-01,2026-06-30,Range repositioning,6,2025-12-29 14:08:00
2046,460,56.00,EUR,2026-07-01,,Annual price update,6,2026-06-04 11:08:00
2047,461,47.91,EUR,2020-08-17,2023-12-31,Initial listing,6,2020-08-12 15:37:00
2048,461,50.90,EUR,2024-01-01,2024-06-30,Annual price update,7,2023-12-23 09:27:00
2049,461,52.90,EUR,2024-07-01,2026-06-30,Supplier increase,7,2024-06-02 08:46:00
2050,461,54.90,EUR,2026-07-01,,Currency adjustment,6,2026-06-24 14:05:00
2051,462,49.28,EUR,2019-01-30,2019-06-30,Initial listing,6,2019-01-13 08:18:00
2052,462,50.50,EUR,2019-07-01,2019-12-31,Currency adjustment,7,2019-06-12 15:43:00
2053,462,47.97,EUR,2020-01-01,2022-06-30,Competitive adjustment,6,2019-12-25 10:26:00
2054,462,49.89,EUR,2022-07-01,2023-12-31,Cost update,7,2022-06-17 08:59:00
2055,462,52.50,EUR,2024-01-01,2024-06-30,Supplier increase,7,2023-12-04 12:49:00
2056,462,53.90,EUR,2024-07-01,2024-12-31,Cost update,7,2024-06-18 16:39:00
2057,462,55.90,EUR,2025-01-01,2025-06-30,Range repositioning,7,2024-12-17 14:42:00
2058,462,57.00,EUR,2025-07-01,2026-06-30,Range repositioning,6,2025-06-14 08:05:00
2059,462,58.90,EUR,2026-07-01,,Range repositioning,6,2026-06-09 15:22:00
2060,463,12.38,EUR,2025-05-05,2025-06-30,Initial listing,6,2025-04-26 14:28:00
2061,463,12.81,EUR,2025-07-01,2026-06-30,Currency adjustment,6,2025-06-22 08:34:00
2062,463,13.26,EUR,2026-07-01,,Range repositioning,7,2026-06-25 10:11:00
2063,464,11.77,EUR,2019-06-13,2019-12-31,Initial listing,7,2019-05-17 16:32:00
2064,464,12.48,EUR,2020-01-01,2023-06-30,Supplier increase,7,2019-12-17 12:32:00
2065,464,12.11,EUR,2023-07-01,2024-12-31,Competitive adjustment,7,2023-06-27 09:47:00
2066,464,11.75,EUR,2025-01-01,2025-06-30,Competitive adjustment,7,2024-12-04 13:36:00
2067,464,12.34,EUR,2025-07-01,2026-09-30,Currency adjustment,6,2025-06-14 09:44:00
2068,464,12.71,EUR,2026-10-01,,Scheduled supplier increase,7,2026-09-14 12:52:00
2069,465,12.74,EUR,2023-02-14,2025-06-30,Initial listing,6,2023-01-15 10:52:00
2070,465,12.99,EUR,2025-07-01,2025-12-31,Supplier increase,6,2025-06-16 11:14:00
2071,465,13.31,EUR,2026-01-01,,Supplier increase,6,2025-12-24 09:58:00
2072,466,12.35,EUR,2020-06-19,2021-12-31,Initial listing,6,2020-06-14 12:52:00
2073,466,12.84,EUR,2022-01-01,2024-12-31,Currency adjustment,6,2021-12-19 12:13:00
2074,466,13.29,EUR,2025-01-01,2025-06-30,Annual price update,7,2024-12-23 16:14:00
2075,466,13.62,EUR,2025-07-01,2026-06-30,Currency adjustment,6,2025-06-05 12:15:00
2076,466,13.21,EUR,2026-07-01,,Competitive adjustment,7,2026-06-04 12:36:00
2077,467,42.63,EUR,2019-06-07,2022-06-30,Initial listing,6,2019-05-19 16:08:00
2078,467,44.12,EUR,2022-07-01,2023-06-30,Cost update,7,2022-06-10 15:25:00
2079,467,46.33,EUR,2023-07-01,2024-12-31,Range repositioning,7,2023-06-15 08:10:00
2080,467,47.49,EUR,2025-01-01,2026-06-30,Range repositioning,6,2024-12-24 15:04:00
2081,467,50.50,EUR,2026-07-01,,Annual price update,7,2026-06-12 12:15:00
2082,468,45.16,EUR,2025-07-18,,Initial listing,6,2025-07-15 13:50:00
2083,469,45.38,EUR,2021-02-27,2021-06-30,Initial listing,6,2021-02-14 16:39:00
2084,469,43.11,EUR,2021-07-01,2023-12-31,Competitive adjustment,7,2021-06-16 08:11:00
2085,469,44.19,EUR,2024-01-01,,Cost update,6,2023-12-10 08:29:00
2086,470,45.87,EUR,2020-11-07,2021-06-30,Initial listing,6,2020-10-27 11:50:00
2087,470,46.79,EUR,2021-07-01,2023-06-30,Cost update,6,2021-06-13 13:32:00
2088,470,47.96,EUR,2023-07-01,2023-12-31,Range repositioning,6,2023-06-18 08:27:00
2089,470,50.50,EUR,2024-01-01,,Annual price update,7,2023-12-27 13:04:00
2090,471,32.77,EUR,2022-03-07,2022-06-30,Initial listing,7,2022-02-22 12:36:00
2091,471,33.59,EUR,2022-07-01,2024-12-31,Annual price update,6,2022-06-10 08:51:00
2092,471,34.43,EUR,2025-01-01,2025-06-30,Supplier increase,6,2024-12-03 16:46:00
2093,471,33.40,EUR,2025-07-01,,Competitive adjustment,6,2025-06-21 13:14:00
2094,472,29.73,EUR,2019-10-22,2019-12-31,Initial listing,6,2019-09-26 16:07:00
2095,472,30.47,EUR,2020-01-01,2020-06-30,Cost update,7,2019-12-18 11:22:00
2096,472,31.69,EUR,2020-07-01,2021-06-30,Currency adjustment,6,2020-06-25 13:56:00
2097,472,33.27,EUR,2021-07-01,2021-12-31,Currency adjustment,7,2021-06-24 14:09:00
2098,472,32.27,EUR,2022-01-01,2023-06-30,Clearance,7,2021-12-08 12:48:00
2099,472,33.88,EUR,2023-07-01,2024-06-30,Currency adjustment,6,2023-06-11 12:17:00
2100,472,34.73,EUR,2024-07-01,2025-06-30,Annual price update,6,2024-06-06 15:15:00
2101,472,33.69,EUR,2025-07-01,2025-12-31,Clearance,6,2025-06-26 08:02:00
2102,472,34.53,EUR,2026-01-01,2026-06-30,Cost update,6,2025-12-15 13:29:00
2103,472,36.60,EUR,2026-07-01,,Cost update,6,2026-06-17 16:08:00
2104,473,33.03,EUR,2024-02-09,2026-06-30,Initial listing,6,2024-02-05 12:34:00
2105,473,32.04,EUR,2026-07-01,,Competitive adjustment,7,2026-06-05 14:00:00
2106,474,28.69,EUR,2022-11-21,2022-12-31,Initial listing,6,2022-11-16 11:56:00
2107,474,29.41,EUR,2023-01-01,2023-06-30,Cost update,7,2022-12-17 13:55:00
2108,474,30.88,EUR,2023-07-01,2024-12-31,Cost update,7,2023-06-21 09:10:00
2109,474,32.12,EUR,2025-01-01,2025-06-30,Cost update,7,2024-12-22 10:02:00
2110,474,32.76,EUR,2025-07-01,2025-12-31,Currency adjustment,6,2025-06-16 13:50:00
2111,474,33.42,EUR,2026-01-01,,Cost update,7,2025-12-21 14:59:00
2112,475,30.45,EUR,2020-02-20,2020-06-30,Initial listing,7,2020-02-04 10:06:00
2113,475,31.67,EUR,2020-07-01,2022-12-31,Supplier increase,7,2020-06-08 09:31:00
2114,475,30.09,EUR,2023-01-01,2024-06-30,Clearance,7,2022-12-05 09:30:00
2115,475,30.69,EUR,2024-07-01,2024-12-31,Cost update,6,2024-06-05 15:00:00
2116,475,32.53,EUR,2025-01-01,2025-06-30,Supplier increase,7,2024-12-29 11:35:00
2117,475,31.55,EUR,2025-07-01,2025-12-31,Competitive adjustment,6,2025-06-26 16:07:00
2118,475,30.60,EUR,2026-01-01,2026-06-30,Clearance,6,2025-12-29 13:22:00
2119,475,31.67,EUR,2026-07-01,,Cost update,7,2026-06-05 12:22:00
2120,476,52.50,EUR,2020-10-22,2021-06-30,Initial listing,6,2020-10-16 12:01:00
2121,476,55.00,EUR,2021-07-01,2021-12-31,Currency adjustment,6,2021-06-15 10:07:00
2122,476,57.50,EUR,2022-01-01,2022-06-30,Annual price update,7,2021-12-11 11:23:00
2123,476,58.90,EUR,2022-07-01,2023-12-31,Cost update,6,2022-06-26 15:07:00
2124,476,60.00,EUR,2024-01-01,2025-06-30,Range repositioning,6,2023-12-09 13:58:00
2125,476,63.00,EUR,2025-07-01,2026-06-30,Currency adjustment,7,2025-06-23 12:18:00
2126,476,64.50,EUR,2026-07-01,,Range repositioning,7,2026-06-09 08:41:00
2127,477,48.09,EUR,2025-05-23,2025-06-30,Initial listing,6,2025-05-07 13:35:00
2128,477,50.90,EUR,2025-07-01,2025-12-31,Currency adjustment,7,2025-06-16 08:36:00
2129,477,52.00,EUR,2026-01-01,,Supplier increase,7,2025-12-07 12:47:00
2130,478,52.00,EUR,2019-03-12,2019-06-30,Initial listing,7,2019-02-14 12:55:00
2131,478,54.00,EUR,2019-07-01,2021-06-30,Range repositioning,7,2019-06-11 10:20:00
2132,478,57.50,EUR,2021-07-01,2021-12-31,Range repositioning,7,2021-06-07 15:13:00
2133,478,59.90,EUR,2022-01-01,2022-12-31,Range repositioning,6,2021-12-06 08:22:00
2134,478,58.00,EUR,2023-01-01,2023-06-30,Clearance,7,2022-12-17 11:09:00
2135,478,56.50,EUR,2023-07-01,2025-06-30,Competitive adjustment,6,2023-06-03 15:18:00
2136,478,58.90,EUR,2025-07-01,2026-06-30,Annual price update,6,2025-06-23 13:56:00
2137,478,55.90,EUR,2026-07-01,,Clearance,6,2026-06-22 12:42:00
2138,479,47.26,EUR,2020-10-12,2021-06-30,Initial listing,6,2020-10-01 13:07:00
2139,479,50.00,EUR,2021-07-01,2023-12-31,Range repositioning,7,2021-06-07 12:20:00
2140,479,47.50,EUR,2024-01-01,2026-06-30,Competitive adjustment,7,2023-12-19 12:30:00
2141,479,49.40,EUR,2026-07-01,,Annual price update,7,2026-06-21 13:22:00
2142,480,51.00,EUR,2022-02-19,2022-12-31,Initial listing,6,2022-01-23 09:26:00
2143,480,48.45,EUR,2023-01-01,2025-12-31,Competitive adjustment,7,2022-12-23 14:11:00
2144,480,47.00,EUR,2026-01-01,2026-06-30,Clearance,6,2025-12-28 09:03:00
2145,480,48.88,EUR,2026-07-01,,Cost update,7,2026-06-16 15:25:00
2146,481,31.51,EUR,2020-12-31,2020-12-31,Initial listing,7,2020-12-18 10:11:00
2147,481,32.77,EUR,2021-01-01,2021-12-31,Cost update,7,2020-12-19 14:54:00
2148,481,31.79,EUR,2022-01-01,2022-06-30,Clearance,6,2021-12-21 16:03:00
2149,481,30.20,EUR,2022-07-01,2024-12-31,Competitive adjustment,7,2022-06-20 16:38:00
2150,481,31.41,EUR,2025-01-01,2025-06-30,Supplier increase,7,2024-12-28 15:22:00
2151,481,32.20,EUR,2025-07-01,2025-12-31,Currency adjustment,7,2025-06-04 12:08:00
2152,481,32.84,EUR,2026-01-01,2026-06-30,Supplier increase,6,2025-12-16 12:31:00
2153,481,33.99,EUR,2026-07-01,,Currency adjustment,6,2026-06-01 16:13:00
2154,482,44.82,EUR,2023-07-10,2025-06-30,Initial listing,7,2023-06-11 11:03:00
2155,482,43.48,EUR,2025-07-01,,Competitive adjustment,6,2025-06-23 12:46:00
2156,483,43.78,EUR,2024-09-19,2024-12-31,Initial listing,7,2024-09-15 13:47:00
2157,483,42.47,EUR,2025-01-01,2026-06-30,Competitive adjustment,6,2024-12-03 12:06:00
2158,483,43.53,EUR,2026-07-01,,Range repositioning,6,2026-06-19 08:41:00
2159,484,53.50,EUR,2022-06-02,2022-06-30,Initial listing,6,2022-05-17 08:31:00
2160,484,51.90,EUR,2022-07-01,2022-12-31,Competitive adjustment,7,2022-06-19 13:14:00
2161,484,53.90,EUR,2023-01-01,2024-12-31,Range repositioning,6,2022-12-16 15:08:00
2162,484,56.00,EUR,2025-01-01,,Range repositioning,6,2024-12-20 08:42:00
2163,485,54.00,EUR,2026-01-24,,Initial listing,6,2026-01-19 11:32:00
2164,486,51.90,EUR,2026-01-18,2026-06-30,Initial listing,7,2025-12-30 11:02:00
2165,486,55.00,EUR,2026-07-01,,Supplier increase,6,2026-06-23 11:29:00
2166,487,23.06,EUR,2019-01-22,2019-06-30,Initial listing,7,2019-01-01 15:08:00
2167,487,23.75,EUR,2019-07-01,2022-06-30,Currency adjustment,6,2019-06-05 12:13:00
2168,487,24.58,EUR,2022-07-01,2025-12-31,Supplier increase,7,2022-06-03 08:07:00
2169,487,25.19,EUR,2026-01-01,,Cost update,7,2025-12-18 08:13:00
2170,488,95.00,EUR,2025-03-27,2025-12-31,Initial listing,6,2025-03-10 14:41:00
2171,488,98.50,EUR,2026-01-01,,Cost update,6,2025-12-26 08:13:00
2172,489,88.00,EUR,2023-03-05,2023-06-30,Initial listing,6,2023-02-05 14:47:00
2173,489,91.00,EUR,2023-07-01,2025-06-30,Annual price update,6,2023-06-03 16:02:00
2174,489,86.90,EUR,2025-07-01,,Clearance,7,2025-06-14 16:46:00
2175,490,96.00,EUR,2023-01-30,2023-06-30,Initial listing,6,2023-01-19 09:19:00
2176,490,99.90,EUR,2023-07-01,2023-12-31,Range repositioning,6,2023-06-20 15:22:00
2177,490,94.90,EUR,2024-01-01,2024-12-31,Clearance,6,2023-12-06 13:28:00
2178,490,97.90,EUR,2025-01-01,2025-06-30,Range repositioning,7,2024-12-07 10:02:00
2179,490,103.90,EUR,2025-07-01,2026-06-30,Currency adjustment,6,2025-06-19 16:26:00
2180,490,105.90,EUR,2026-07-01,,Cost update,6,2026-06-16 15:07:00
2181,491,44.25,EUR,2020-05-31,2021-12-31,Initial listing,7,2020-05-25 09:13:00
2182,491,42.04,EUR,2022-01-01,2024-12-31,Clearance,7,2021-12-04 09:52:00
2183,491,42.88,EUR,2025-01-01,2025-12-31,Annual price update,7,2024-12-25 13:05:00
2184,491,41.59,EUR,2026-01-01,,Competitive adjustment,6,2025-12-07 10:38:00
2185,492,45.40,EUR,2019-02-27,2019-12-31,Initial listing,6,2019-02-05 14:46:00
2186,492,46.53,EUR,2020-01-01,2021-06-30,Range repositioning,7,2019-12-26 12:27:00
2187,492,47.93,EUR,2021-07-01,2021-12-31,Range repositioning,6,2021-06-11 09:50:00
2188,492,48.89,EUR,2022-01-01,2022-12-31,Annual price update,7,2021-12-07 11:46:00
2189,492,46.45,EUR,2023-01-01,2024-12-31,Clearance,7,2022-12-14 11:18:00
2190,492,48.31,EUR,2025-01-01,2025-12-31,Currency adjustment,6,2024-12-05 11:23:00
2191,492,51.50,EUR,2026-01-01,2026-06-30,Range repositioning,7,2025-12-14 11:54:00
2192,492,52.90,EUR,2026-07-01,,Supplier increase,7,2026-06-27 10:24:00
2193,493,46.14,EUR,2019-08-14,2019-12-31,Initial listing,7,2019-07-18 14:51:00
2194,493,47.06,EUR,2020-01-01,2020-06-30,Range repositioning,7,2019-12-02 16:02:00
2195,493,48.47,EUR,2020-07-01,2020-12-31,Annual price update,6,2020-06-01 14:32:00
2196,493,47.02,EUR,2021-01-01,2021-12-31,Competitive adjustment,6,2020-12-17 10:32:00
2197,493,49.84,EUR,2022-01-01,2022-06-30,Currency adjustment,7,2021-12-12 14:40:00
2198,493,51.00,EUR,2022-07-01,2023-06-30,Range repositioning,6,2022-06-04 16:23:00
2199,493,52.90,EUR,2023-07-01,2024-12-31,Supplier increase,6,2023-06-18 11:42:00
2200,493,56.00,EUR,2025-01-01,2025-06-30,Cost update,6,2024-12-29 15:57:00
2201,493,57.00,EUR,2025-07-01,2025-12-31,Range repositioning,7,2025-06-28 12:13:00
2202,493,58.50,EUR,2026-01-01,,Supplier increase,7,2025-12-02 15:08:00
2203,494,69.00,EUR,2023-01-14,2023-12-31,Initial listing,6,2022-12-21 13:27:00
2204,494,65.90,EUR,2024-01-01,,Competitive adjustment,6,2023-12-28 12:22:00
2205,495,73.90,EUR,2024-12-31,2026-06-30,Initial listing,6,2024-12-20 13:23:00
2206,495,76.90,EUR,2026-07-01,,Range repositioning,6,2026-06-07 10:03:00
2207,496,71.50,EUR,2022-07-31,2024-06-30,Initial listing,7,2022-07-08 11:36:00
2208,496,74.50,EUR,2024-07-01,2024-12-31,Range repositioning,7,2024-06-10 09:47:00
2209,496,78.90,EUR,2025-01-01,2025-06-30,Cost update,6,2024-12-20 11:49:00
2210,496,80.90,EUR,2025-07-01,,Supplier increase,6,2025-06-17 14:59:00
2211,497,64.90,EUR,2025-12-06,2026-06-30,Initial listing,6,2025-11-15 08:57:00
2212,497,66.90,EUR,2026-07-01,,Supplier increase,6,2026-06-22 08:42:00
2213,498,70.90,EUR,2022-01-15,2022-06-30,Initial listing,6,2022-01-12 08:52:00
2214,498,73.00,EUR,2022-07-01,2022-12-31,Currency adjustment,6,2022-06-14 10:12:00
2215,498,74.90,EUR,2023-01-01,2025-12-31,Cost update,6,2022-12-07 13:05:00
2216,498,77.90,EUR,2026-01-01,,Range repositioning,7,2025-12-11 16:21:00
2217,499,37.53,EUR,2023-03-16,2024-06-30,Initial listing,7,2023-02-14 08:26:00
2218,499,38.28,EUR,2024-07-01,2025-12-31,Currency adjustment,7,2024-06-04 10:43:00
2219,499,39.43,EUR,2026-01-01,,Range repositioning,7,2025-12-28 09:03:00
2220,500,34.59,EUR,2024-06-29,,Initial listing,6,2024-06-03 12:57:00
2221,501,11.25,EUR,2024-11-17,2026-06-30,Initial listing,6,2024-10-24 15:43:00
2222,501,11.59,EUR,2026-07-01,,Cost update,7,2026-06-15 13:01:00
2223,502,10.20,EUR,2026-03-17,,Initial listing,7,2026-03-07 16:33:00
2224,503,10.96,EUR,2019-08-13,2022-06-30,Initial listing,6,2019-07-29 08:11:00
2225,503,11.62,EUR,2022-07-01,2022-12-31,Range repositioning,6,2022-06-13 13:22:00
2226,503,12.20,EUR,2023-01-01,2024-06-30,Currency adjustment,6,2022-12-21 14:21:00
2227,503,12.69,EUR,2024-07-01,2025-12-31,Supplier increase,6,2024-06-25 16:01:00
2228,503,13.45,EUR,2026-01-01,,Range repositioning,7,2025-12-21 08:18:00
2229,504,10.81,EUR,2019-11-14,2020-06-30,Initial listing,7,2019-10-15 11:29:00
2230,504,11.03,EUR,2020-07-01,2023-12-31,Annual price update,7,2020-06-05 11:57:00
2231,504,10.70,EUR,2024-01-01,2024-06-30,Competitive adjustment,6,2023-12-29 16:34:00
2232,504,11.13,EUR,2024-07-01,2025-06-30,Annual price update,7,2024-06-26 09:03:00
2233,504,10.80,EUR,2025-07-01,2026-06-30,Clearance,7,2025-06-21 15:35:00
2234,504,11.18,EUR,2026-07-01,,Range repositioning,6,2026-06-26 13:56:00
2235,505,3.02,EUR,2020-11-03,2021-06-30,Initial listing,6,2020-10-26 15:44:00
2236,505,3.08,EUR,2021-07-01,2022-06-30,Cost update,6,2021-06-05 11:03:00
2237,505,2.93,EUR,2022-07-01,2023-06-30,Clearance,6,2022-06-28 16:16:00
2238,505,3.08,EUR,2023-07-01,2023-12-31,Supplier increase,7,2023-06-26 13:48:00
2239,505,2.93,EUR,2024-01-01,2024-06-30,Clearance,7,2023-12-24 15:09:00
2240,505,3.03,EUR,2024-07-01,2025-06-30,Cost update,7,2024-06-06 11:03:00
2241,505,3.18,EUR,2025-07-01,,Currency adjustment,6,2025-06-18 16:36:00
2242,506,47.63,EUR,2019-05-27,2021-12-31,Initial listing,7,2019-04-30 14:50:00
2243,506,45.25,EUR,2022-01-01,2022-06-30,Clearance,6,2021-12-07 10:41:00
2244,506,43.89,EUR,2022-07-01,2022-12-31,Clearance,6,2022-06-25 13:43:00
2245,506,46.08,EUR,2023-01-01,2024-12-31,Annual price update,6,2022-12-23 16:10:00
2246,506,47.00,EUR,2025-01-01,,Currency adjustment,7,2024-12-06 10:50:00
2247,507,46.13,EUR,2025-11-09,2025-12-31,Initial listing,6,2025-10-21 08:40:00
2248,507,47.28,EUR,2026-01-01,,Cost update,7,2025-12-19 16:30:00
2249,508,45.17,EUR,2020-08-06,2020-12-31,Initial listing,7,2020-07-17 11:36:00
2250,508,43.81,EUR,2021-01-01,2022-06-30,Competitive adjustment,6,2020-12-02 11:26:00
2251,508,44.69,EUR,2022-07-01,2023-12-31,Supplier increase,6,2022-06-08 16:43:00
2252,508,46.03,EUR,2024-01-01,2025-06-30,Annual price update,7,2023-12-15 08:13:00
2253,508,43.73,EUR,2025-07-01,2026-06-30,Competitive adjustment,6,2025-06-05 11:09:00
2254,508,45.04,EUR,2026-07-01,,Cost update,6,2026-06-06 11:33:00
2255,509,51.90,EUR,2026-03-30,,Initial listing,7,2026-03-05 12:52:00
2256,510,46.86,EUR,2020-05-08,2020-06-30,Initial listing,6,2020-04-18 15:36:00
2257,510,48.27,EUR,2020-07-01,2020-12-31,Range repositioning,6,2020-06-24 13:13:00
2258,510,46.82,EUR,2021-01-01,2021-06-30,Clearance,6,2020-12-29 12:47:00
2259,510,47.99,EUR,2021-07-01,2022-12-31,Annual price update,6,2021-06-08 15:20:00
2260,510,50.90,EUR,2023-01-01,2023-06-30,Supplier increase,7,2022-12-12 10:28:00
2261,510,52.90,EUR,2023-07-01,2024-06-30,Range repositioning,6,2023-06-24 10:18:00
2262,510,51.50,EUR,2024-07-01,2025-06-30,Clearance,6,2024-06-27 14:00:00
2263,510,48.92,EUR,2025-07-01,2025-12-31,Competitive adjustment,7,2025-06-21 15:03:00
2264,510,51.90,EUR,2026-01-01,2026-06-30,Annual price update,6,2025-12-14 11:00:00
2265,510,53.90,EUR,2026-07-01,,Currency adjustment,7,2026-06-23 10:37:00
2266,511,8.58,EUR,2023-08-13,2023-12-31,Initial listing,7,2023-08-07 16:58:00
2267,511,8.75,EUR,2024-01-01,2024-06-30,Supplier increase,7,2023-12-05 13:46:00
2268,511,8.97,EUR,2024-07-01,2024-12-31,Annual price update,7,2024-06-22 10:38:00
2269,511,8.70,EUR,2025-01-01,2025-06-30,Competitive adjustment,7,2024-12-14 09:28:00
2270,511,8.44,EUR,2025-07-01,2026-06-30,Competitive adjustment,6,2025-06-26 16:25:00
2271,511,8.61,EUR,2026-07-01,,Supplier increase,6,2026-06-16 10:56:00
2272,512,8.39,EUR,2022-04-20,2022-06-30,Initial listing,6,2022-04-02 16:54:00
2273,512,8.81,EUR,2022-07-01,2022-12-31,Currency adjustment,6,2022-06-12 11:40:00
2274,512,9.07,EUR,2023-01-01,2023-12-31,Currency adjustment,6,2022-12-09 10:23:00
2275,512,9.61,EUR,2024-01-01,2024-06-30,Range repositioning,7,2023-12-19 11:56:00
2276,512,10.09,EUR,2024-07-01,2024-12-31,Range repositioning,7,2024-06-03 10:01:00
2277,512,10.34,EUR,2025-01-01,2026-06-30,Range repositioning,6,2024-12-11 16:07:00
2278,512,10.03,EUR,2026-07-01,,Clearance,6,2026-06-17 16:13:00
2279,513,12.37,EUR,2019-02-16,2019-06-30,Initial listing,7,2019-02-01 15:59:00
2280,513,12.80,EUR,2019-07-01,2020-06-30,Cost update,7,2019-06-25 16:37:00
2281,513,13.12,EUR,2020-07-01,2024-06-30,Cost update,7,2020-06-11 10:35:00
2282,513,12.46,EUR,2024-07-01,2025-06-30,Competitive adjustment,7,2024-06-12 13:57:00
2283,513,12.09,EUR,2025-07-01,2025-12-31,Competitive adjustment,6,2025-06-08 16:33:00
2284,513,11.49,EUR,2026-01-01,,Clearance,7,2025-12-14 09:41:00
2285,514,13.33,EUR,2019-11-06,2019-12-31,Initial listing,6,2019-10-18 12:23:00
2286,514,12.93,EUR,2020-01-01,2020-12-31,Clearance,6,2019-12-03 10:36:00
2287,514,13.58,EUR,2021-01-01,2021-12-31,Cost update,7,2020-12-09 11:26:00
2288,514,13.85,EUR,2022-01-01,2023-06-30,Currency adjustment,7,2021-12-18 14:39:00
2289,514,14.68,EUR,2023-07-01,2024-06-30,Annual price update,7,2023-06-07 16:38:00
2290,514,15.19,EUR,2024-07-01,2025-12-31,Currency adjustment,7,2024-06-02 13:00:00
2291,514,15.57,EUR,2026-01-01,2026-06-30,Cost update,7,2025-12-28 09:39:00
2292,514,14.79,EUR,2026-07-01,,Clearance,6,2026-06-13 13:52:00
2293,515,42.71,EUR,2021-07-30,2023-12-31,Initial listing,6,2021-07-27 12:46:00
2294,515,41.43,EUR,2024-01-01,2024-12-31,Clearance,7,2023-12-08 10:23:00
2295,515,39.36,EUR,2025-01-01,2025-12-31,Competitive adjustment,6,2024-12-25 08:20:00
2296,515,41.72,EUR,2026-01-01,,Cost update,6,2025-12-03 12:51:00
2297,516,42.45,EUR,2024-11-06,2025-12-31,Initial listing,7,2024-10-07 11:54:00
2298,516,43.72,EUR,2026-01-01,,Annual price update,7,2025-12-15 16:40:00
2299,517,46.87,EUR,2020-08-26,2020-12-31,Initial listing,6,2020-08-10 11:32:00
2300,517,47.81,EUR,2021-01-01,2021-12-31,Range repositioning,6,2020-12-22 12:26:00
2301,517,48.77,EUR,2022-01-01,2022-12-31,Cost update,7,2021-12-12 10:00:00
2302,517,51.90,EUR,2023-01-01,2024-12-31,Supplier increase,6,2022-12-05 13:02:00
2303,517,50.50,EUR,2025-01-01,2025-06-30,Clearance,7,2024-12-23 14:45:00
2304,517,47.97,EUR,2025-07-01,,Clearance,6,2025-06-20 08:39:00
2305,518,5.61,EUR,2024-12-28,2025-12-31,Initial listing,6,2024-12-25 09:44:00
2306,518,5.78,EUR,2026-01-01,2026-06-30,Supplier increase,6,2025-12-18 08:22:00
2307,518,5.61,EUR,2026-07-01,,Competitive adjustment,7,2026-06-21 15:02:00
2308,519,18.94,EUR,2022-07-12,2022-12-31,Initial listing,7,2022-06-19 11:08:00
2309,519,19.32,EUR,2023-01-01,2023-06-30,Supplier increase,6,2022-12-11 14:57:00
2310,519,19.90,EUR,2023-07-01,2026-06-30,Range repositioning,6,2023-06-18 14:54:00
2311,519,20.60,EUR,2026-07-01,,Currency adjustment,6,2026-06-18 12:56:00
2312,520,18.61,EUR,2026-03-21,2026-06-30,Initial listing,7,2026-03-07 11:20:00
2313,520,18.05,EUR,2026-07-01,,Clearance,6,2026-06-01 09:52:00
2314,521,18.02,EUR,2019-04-07,2019-06-30,Initial listing,7,2019-03-22 12:55:00
2315,521,18.56,EUR,2019-07-01,2019-12-31,Supplier increase,6,2019-06-11 08:23:00
2316,521,17.63,EUR,2020-01-01,2020-06-30,Competitive adjustment,7,2019-12-08 11:02:00
2317,521,17.10,EUR,2020-07-01,2021-06-30,Clearance,7,2020-06-20 09:48:00
2318,521,17.70,EUR,2021-07-01,2022-06-30,Supplier increase,6,2021-06-08 09:10:00
