id,credit_note_number,customer_id,claim_id,order_id,issued_at,amount,currency,reason,status,created_by
256,CN-2026-00011,2326,295,4471,2026-01-15 16:22:18,479.95,EUR,CLAIM,APPLIED,5
257,CN-2026-00012,1777,296,4479,2026-01-02 19:36:03,383.38,EUR,CLAIM,APPLIED,4
258,CN-2026-00013,1481,297,4506,2026-01-30 17:51:32,810.89,EUR,GOODWILL,APPLIED,4
259,CN-2026-00014,165,298,4591,2026-01-09 11:52:23,119.06,EUR,GOODWILL,ISSUED,5
260,CN-2026-00015,983,299,4607,2026-01-15 17:43:27,176.25,EUR,CLAIM,APPLIED,5
261,CN-2026-00016,1926,300,4611,2026-01-01 10:40:22,314.90,EUR,CLAIM,ISSUED,5
262,CN-2025-00246,1848,301,4612,2025-12-26 12:55:29,198.36,EUR,CLAIM,APPLIED,3
263,CN-2026-00017,1551,302,4619,2026-01-28 09:10:19,701.70,EUR,CLAIM,APPLIED,4
264,CN-2025-00247,1896,303,4667,2025-12-31 09:34:58,113.88,EUR,CLAIM,APPLIED,4
265,CN-2025-00248,612,304,4670,2025-12-26 08:54:41,20.48,EUR,CLAIM,APPLIED,5
266,CN-2026-00018,269,305,4673,2026-02-04 17:25:14,409.72,EUR,GOODWILL,APPLIED,3
267,CN-2026-00019,822,306,4705,2026-01-26 17:07:17,7.21,EUR,CLAIM,APPLIED,4
268,CN-2025-00249,373,307,4711,2025-12-30 13:22:05,1683.70,EUR,CLAIM,APPLIED,3
269,CN-2026-00020,134,308,4745,2026-01-21 10:24:41,54.54,EUR,CLAIM,ISSUED,3
270,CN-2026-00021,19,309,4781,2026-02-11 15:15:26,9.94,EUR,PRICE_CORRECTION,ISSUED,3
271,CN-2025-00250,495,310,4792,2025-12-31 12:57:34,51.02,EUR,CLAIM,APPLIED,4
272,CN-2026-00022,1470,311,4807,2026-01-12 11:42:34,22.55,EUR,PRICE_CORRECTION,APPLIED,4
273,CN-2025-00251,1894,312,4842,2025-12-17 13:26:43,252.29,EUR,CLAIM,APPLIED,4
274,CN-2026-00023,42,313,4864,2026-01-15 08:45:11,53.96,EUR,PRICE_CORRECTION,ISSUED,3
275,CN-2026-00024,725,314,4871,2026-01-15 17:15:19,356.44,EUR,CLAIM,APPLIED,4
276,CN-2026-00025,1001,316,4877,2026-01-15 17:15:34,352.22,EUR,GOODWILL,APPLIED,5
277,CN-2026-00026,412,317,4890,2026-01-14 10:47:28,10857.11,EUR,CLAIM,APPLIED,5
278,CN-2025-00252,298,318,4904,2025-12-31 08:18:20,967.50,EUR,CLAIM,APPLIED,4
279,CN-2026-00027,1877,319,4925,2026-01-16 14:10:42,41.75,EUR,CLAIM,APPLIED,3
280,CN-2026-00028,1659,320,4940,2026-01-01 13:50:50,149.66,EUR,PRICE_CORRECTION,ISSUED,3
281,CN-2026-00029,1962,321,4950,2026-01-19 18:11:58,354.96,EUR,CLAIM,APPLIED,5
282,CN-2025-00253,275,322,4974,2025-12-19 17:48:31,426.40,EUR,CLAIM,APPLIED,3
283,CN-2025-00254,419,323,4975,2025-12-30 14:56:35,763.55,EUR,CLAIM,APPLIED,3
284,CN-2026-00030,1282,324,4988,2026-02-02 12:21:08,11.18,EUR,CLAIM,APPLIED,3
285,CN-2026-00031,748,325,4991,2026-01-14 10:14:15,275.16,EUR,CLAIM,APPLIED,4
286,CN-2026-00032,2335,326,5004,2026-01-28 15:19:43,198.08,EUR,GOODWILL,ISSUED,3
287,CN-2026-00033,588,327,5012,2026-01-20 08:38:13,17.75,EUR,GOODWILL,APPLIED,4
288,CN-2026-00034,155,328,5020,2026-02-10 16:20:13,17.04,EUR,CLAIM,APPLIED,4
289,CN-2026-00035,83,329,5030,2026-01-09 09:20:25,561.60,EUR,CLAIM,APPLIED,4
290,CN-2026-00036,632,331,5055,2026-02-05 10:32:30,125.85,EUR,CLAIM,APPLIED,5
291,CN-2026-00037,1449,332,5078,2026-03-05 16:50:24,2311.51,EUR,GOODWILL,ISSUED,5
292,CN-2026-00038,2262,333,5105,2026-03-06 13:34:41,1150.80,EUR,CLAIM,APPLIED,4
293,CN-2026-00039,649,334,5123,2026-02-20 13:27:14,292.07,EUR,GOODWILL,ISSUED,4
294,CN-2026-00040,1466,335,5145,2026-02-11 10:37:13,330.60,EUR,CLAIM,ISSUED,5
295,CN-2026-00041,1983,336,5162,2026-02-18 10:42:41,415.15,EUR,CLAIM,ISSUED,5
296,CN-2026-00042,1474,337,5178,2026-02-04 10:37:34,2563.92,EUR,CLAIM,APPLIED,5
297,CN-2026-00043,815,338,5181,2026-03-03 17:10:12,2119.90,EUR,CLAIM,CANCELLED,5
298,CN-2026-00044,672,339,5201,2026-03-16 09:08:54,3718.20,EUR,CLAIM,APPLIED,4
299,CN-2026-00045,1754,341,5237,2026-01-30 20:55:30,876.20,EUR,CLAIM,ISSUED,4
300,CN-2026-00046,422,342,5309,2026-02-03 14:04:50,41.62,EUR,CLAIM,ISSUED,3
301,CN-2026-00047,1157,343,5314,2026-03-10 10:00:25,2946.07,EUR,GOODWILL,APPLIED,3
302,CN-2026-00048,1642,344,5318,2026-01-27 09:41:12,2375.85,EUR,CLAIM,APPLIED,3
303,CN-2026-00049,747,345,5323,2026-02-19 21:57:28,60.48,EUR,PRICE_CORRECTION,APPLIED,4
304,CN-2026-00050,571,346,5325,2026-03-05 08:50:26,146.51,EUR,CLAIM,APPLIED,5
305,CN-2026-00051,2315,347,5342,2026-02-09 11:15:11,31.35,EUR,CLAIM,ISSUED,4
306,CN-2026-00052,1668,348,5400,2026-02-04 15:28:10,265.80,EUR,CLAIM,ISSUED,5
307,CN-2026-00053,1000,349,5440,2026-02-13 14:04:15,99.00,EUR,CLAIM,ISSUED,4
308,CN-2026-00054,1608,350,5453,2026-02-12 17:51:04,1.85,EUR,CLAIM,APPLIED,3
309,CN-2026-00055,1288,351,5470,2026-02-24 08:03:15,52.12,EUR,CLAIM,APPLIED,3
310,CN-2026-00056,909,352,5471,2026-02-16 17:21:58,5767.70,EUR,RETURN,ISSUED,5
311,CN-2026-00057,684,353,5478,2026-03-16 23:56:54,45.45,EUR,CLAIM,ISSUED,3
312,CN-2026-00058,849,354,5479,2026-02-27 12:11:43,118.99,EUR,CLAIM,ISSUED,3
313,CN-2026-00059,2301,355,5483,2026-02-18 17:59:37,738.00,EUR,CLAIM,APPLIED,3
314,CN-2026-00060,983,356,5484,2026-02-25 16:36:01,468.49,EUR,GOODWILL,APPLIED,3
315,CN-2026-00061,504,357,5491,2026-03-03 15:24:40,11.72,EUR,CLAIM,APPLIED,4
316,CN-2026-00062,606,358,5501,2026-02-13 13:38:30,581.25,EUR,CLAIM,ISSUED,5
317,CN-2026-00063,906,359,5524,2026-02-25 16:41:43,79.92,EUR,PRICE_CORRECTION,APPLIED,4
318,CN-2026-00064,1869,360,5542,2026-01-20 22:38:21,1462.35,EUR,CLAIM,APPLIED,5
319,CN-2026-00065,1958,362,5565,2026-02-17 17:17:41,246.77,EUR,CLAIM,APPLIED,5
320,CN-2026-00066,291,363,5567,2026-01-30 08:55:27,4355.16,EUR,CLAIM,APPLIED,4
321,CN-2026-00067,501,364,5571,2026-02-20 10:46:28,1307.16,EUR,GOODWILL,APPLIED,5
322,CN-2026-00068,1639,365,5587,2026-01-15 14:30:05,73.12,EUR,CLAIM,APPLIED,5
323,CN-2026-00069,1424,366,5622,2026-03-06 18:55:34,2198.96,EUR,CLAIM,APPLIED,3
324,CN-2026-00070,2080,367,5625,2026-03-03 14:53:58,1806.52,EUR,CLAIM,APPLIED,3
325,CN-2026-00071,480,368,5630,2026-02-16 18:17:30,525.00,EUR,CLAIM,APPLIED,5
326,CN-2026-00072,572,370,5644,2026-02-23 17:48:43,55.42,EUR,GOODWILL,APPLIED,3
327,CN-2026-00073,8,371,5645,2026-02-05 09:15:19,1358.10,EUR,CLAIM,APPLIED,3
328,CN-2026-00074,1109,372,5655,2026-02-24 11:36:20,12.62,EUR,CLAIM,APPLIED,4
329,CN-2026-00075,193,373,5667,2026-02-13 16:09:17,136.20,EUR,PRICE_CORRECTION,APPLIED,3
330,CN-2026-00076,1237,374,5677,2026-02-26 09:01:28,174.64,EUR,CLAIM,APPLIED,5
331,CN-2026-00077,2114,375,5683,2026-02-23 17:00:13,12.31,EUR,CLAIM,ISSUED,4
332,CN-2026-00078,1877,376,5712,2026-03-06 21:51:33,192.60,EUR,CLAIM,APPLIED,3
333,CN-2026-00079,1451,377,5713,2026-01-21 11:49:57,2904.60,EUR,CLAIM,ISSUED,4
334,CN-2026-00080,1523,378,5722,2026-03-19 08:42:12,1578.92,EUR,GOODWILL,APPLIED,3
335,CN-2026-00081,1496,379,5727,2026-02-18 09:37:56,510.00,EUR,CLAIM,APPLIED,5
336,CN-2026-00082,714,380,5733,2026-02-10 14:33:35,88.35,EUR,GOODWILL,APPLIED,4
337,CN-2026-00083,2005,381,5751,2026-02-05 08:44:27,5.75,EUR,CLAIM,APPLIED,5
338,CN-2026-00084,2041,382,5788,2026-03-13 12:15:14,102.04,EUR,GOODWILL,APPLIED,4
339,CN-2026-00085,1121,383,5829,2026-04-13 17:50:41,3229.54,EUR,CLAIM,APPLIED,3
340,CN-2026-00086,1334,384,5859,2026-03-05 09:23:44,56.67,EUR,CLAIM,APPLIED,5
341,CN-2026-00087,1639,385,5864,2026-03-03 11:16:38,117.80,EUR,CLAIM,APPLIED,3
342,CN-2026-00088,114,386,5865,2026-02-23 16:35:56,662.85,EUR,RETURN,APPLIED,5
343,CN-2026-00089,1210,387,5879,2026-03-06 15:31:12,268.12,EUR,GOODWILL,ISSUED,5
344,CN-2026-00090,785,388,5885,2026-03-04 16:32:46,18.58,EUR,GOODWILL,APPLIED,3
345,CN-2026-00091,1499,389,5896,2026-03-16 14:23:03,15.98,EUR,GOODWILL,APPLIED,3
346,CN-2026-00092,2267,390,5899,2026-03-06 19:12:05,238.68,EUR,CLAIM,APPLIED,3
347,CN-2026-00093,1140,391,5900,2026-03-04 12:56:42,346.60,EUR,RETURN,APPLIED,5
348,CN-2026-00094,1097,392,5914,2026-03-02 09:57:46,426.96,EUR,CLAIM,APPLIED,3
349,CN-2026-00095,1647,393,5919,2026-03-06 15:29:29,68.04,EUR,PRICE_CORRECTION,APPLIED,5
350,CN-2026-00096,2030,394,5972,2026-04-01 08:44:20,513.12,EUR,CLAIM,ISSUED,3
351,CN-2026-00097,679,395,6039,2026-03-26 15:38:54,4823.25,EUR,RETURN,ISSUED,5
352,CN-2026-00098,1000,396,6087,2026-03-18 11:49:25,628.00,EUR,CLAIM,APPLIED,3
353,CN-2026-00099,992,398,6115,2026-03-24 16:57:07,155.90,EUR,CLAIM,CANCELLED,3
354,CN-2026-00100,1827,399,6116,2026-03-19 10:28:16,688.11,EUR,CLAIM,APPLIED,4
355,CN-2026-00101,1150,400,6181,2026-03-17 09:43:00,962.75,EUR,CLAIM,ISSUED,5
356,CN-2026-00102,566,401,6206,2026-03-04 16:59:24,32.32,EUR,CLAIM,APPLIED,4
357,CN-2026-00103,453,402,6211,2026-03-02 23:02:01,817.80,EUR,CLAIM,ISSUED,3
358,CN-2026-00104,1061,403,6221,2026-03-18 12:26:52,5082.85,EUR,CLAIM,APPLIED,5
359,CN-2026-00105,1350,404,6226,2026-03-30 15:29:35,170.87,EUR,GOODWILL,APPLIED,5
360,CN-2026-00106,2353,405,6238,2026-03-10 17:33:47,1672.57,EUR,CLAIM,APPLIED,5
361,CN-2026-00107,530,406,6245,2026-03-13 12:02:45,101.90,EUR,CLAIM,ISSUED,5
362,CN-2026-00108,1375,407,6252,2026-03-18 13:50:50,18.64,EUR,GOODWILL,APPLIED,3
363,CN-2026-00109,1814,409,6259,2026-03-04 16:33:09,1731.23,EUR,GOODWILL,APPLIED,3
364,CN-2026-00110,379,410,6260,2026-03-27 08:11:15,870.15,EUR,CLAIM,ISSUED,4
365,CN-2026-00111,1497,411,6268,2026-03-30 10:20:12,138.90,EUR,RETURN,APPLIED,4
366,CN-2026-00112,909,413,6350,2026-02-23 13:12:19,6942.40,EUR,CLAIM,APPLIED,5
367,CN-2026-00113,1428,414,6371,2026-03-12 10:20:44,77.25,EUR,CLAIM,APPLIED,3
368,CN-2026-00114,723,415,6455,2026-03-02 12:07:21,10.56,EUR,PRICE_CORRECTION,APPLIED,5
369,CN-2026-00115,2383,416,6456,2026-04-06 17:57:53,182.25,EUR,CLAIM,ISSUED,5
370,CN-2026-00116,1986,417,6458,2026-03-30 10:29:13,1131.50,EUR,CLAIM,APPLIED,5
371,CN-2026-00117,797,418,6475,2026-03-12 16:58:40,230.28,EUR,CLAIM,APPLIED,3
372,CN-2026-00118,1784,419,6480,2026-03-20 12:30:06,172.63,EUR,GOODWILL,APPLIED,3
373,CN-2026-00119,79,420,6488,2026-03-24 09:25:34,432.00,EUR,CLAIM,ISSUED,4
374,CN-2026-00120,1481,421,6513,2026-02-23 12:46:01,116.82,EUR,CLAIM,ISSUED,5
375,CN-2026-00121,685,422,6579,2026-04-10 17:52:34,434.88,EUR,GOODWILL,APPLIED,4
376,CN-2026-00122,717,423,6581,2026-05-13 17:18:58,74.23,EUR,GOODWILL,APPLIED,5
377,CN-2026-00123,651,425,6615,2026-04-15 14:17:33,2853.50,EUR,CLAIM,APPLIED,3
378,CN-2026-00124,2044,426,6625,2026-05-05 13:30:06,332.24,EUR,GOODWILL,APPLIED,3
379,CN-2026-00125,2054,430,6672,2026-04-30 16:05:15,1214.10,EUR,CLAIM,APPLIED,5
380,CN-2026-00126,2054,431,6686,2026-04-02 15:43:02,4634.88,EUR,CLAIM,APPLIED,3
381,CN-2026-00127,1128,432,6698,2026-04-14 15:53:49,266.70,EUR,CLAIM,APPLIED,3
382,CN-2026-00128,761,433,6708,2026-04-28 10:17:44,2454.95,EUR,GOODWILL,APPLIED,5
383,CN-2026-00129,634,434,6715,2026-04-13 11:38:12,572.28,EUR,CLAIM,ISSUED,5
384,CN-2026-00130,308,435,6721,2026-04-16 09:14:54,477.38,EUR,GOODWILL,APPLIED,4
385,CN-2026-00131,1253,436,6726,2026-05-01 11:58:39,1213.10,EUR,GOODWILL,ISSUED,3
386,CN-2026-00132,862,437,6754,2026-04-06 19:28:58,139.54,EUR,PRICE_CORRECTION,APPLIED,4
387,CN-2026-00133,1748,438,6758,2026-04-14 15:29:59,285.50,EUR,CLAIM,APPLIED,3
388,CN-2026-00134,1980,440,6771,2026-03-24 12:33:46,400.72,EUR,CLAIM,APPLIED,4
389,CN-2026-00135,2017,441,6792,2026-04-08 17:41:59,14.03,EUR,PRICE_CORRECTION,APPLIED,3
390,CN-2026-00136,300,442,6799,2026-04-14 12:06:25,178.60,EUR,RETURN,APPLIED,3
391,CN-2026-00137,2273,443,6805,2026-04-30 15:52:52,16.16,EUR,CLAIM,ISSUED,3
392,CN-2026-00138,1369,444,6827,2026-03-31 09:07:46,1221.00,EUR,RETURN,APPLIED,5
393,CN-2026-00139,223,445,6835,2026-04-21 17:54:19,4184.04,EUR,CLAIM,APPLIED,5
394,CN-2026-00140,387,446,6836,2026-04-02 09:11:29,651.81,EUR,GOODWILL,APPLIED,3
395,CN-2026-00141,1375,447,6844,2026-04-30 15:28:45,2616.00,EUR,CLAIM,APPLIED,4
396,CN-2026-00142,1138,449,6865,2026-03-25 10:18:26,1905.75,EUR,RETURN,APPLIED,3
397,CN-2026-00143,2282,452,6900,2026-04-30 13:29:42,13.54,EUR,GOODWILL,APPLIED,5
398,CN-2026-00144,2355,453,6915,2026-04-17 15:30:35,253.80,EUR,CLAIM,APPLIED,4
399,CN-2026-00145,663,454,6919,2026-03-23 13:21:54,580.50,EUR,CLAIM,ISSUED,3
400,CN-2026-00146,2155,456,6924,2026-04-21 15:37:19,64.62,EUR,CLAIM,APPLIED,4
401,CN-2026-00147,1437,457,6931,2026-04-15 11:22:35,179.25,EUR,CLAIM,APPLIED,3
402,CN-2026-00148,319,458,6936,2026-03-30 20:51:52,67.81,EUR,CLAIM,APPLIED,4
403,CN-2026-00149,2320,459,7009,2026-04-21 16:43:26,2336.92,EUR,CLAIM,ISSUED,5
404,CN-2026-00150,296,460,7011,2026-04-27 17:35:45,1740.23,EUR,CLAIM,ISSUED,4
405,CN-2026-00151,1083,461,7015,2026-04-09 13:09:57,729.17,EUR,GOODWILL,APPLIED,3
406,CN-2026-00152,1415,462,7033,2026-04-28 10:59:36,82.24,EUR,GOODWILL,ISSUED,5
407,CN-2026-00153,1949,463,7035,2026-04-16 21:17:40,127.00,EUR,CLAIM,ISSUED,3
408,CN-2026-00154,38,464,7041,2026-04-15 01:00:47,12.44,EUR,CLAIM,APPLIED,5
409,CN-2026-00155,1813,465,7047,2026-04-02 10:22:52,883.54,EUR,GOODWILL,APPLIED,3
410,CN-2026-00156,530,466,7062,2026-04-09 14:08:15,317.25,EUR,GOODWILL,ISSUED,5
411,CN-2026-00157,795,467,7086,2026-04-13 17:09:06,180.98,EUR,CLAIM,APPLIED,5
412,CN-2026-00158,1546,468,7091,2026-05-21 15:21:16,10.09,EUR,CLAIM,APPLIED,4
413,CN-2026-00159,2109,469,7137,2026-04-22 11:42:12,24.88,EUR,CLAIM,APPLIED,4
414,CN-2026-00160,714,470,7155,2026-03-19 11:35:25,798.15,EUR,RETURN,ISSUED,5
415,CN-2026-00161,1682,471,7156,2026-03-31 17:06:27,6.78,EUR,CLAIM,ISSUED,4
416,CN-2026-00162,1521,472,7157,2026-04-07 09:09:06,58.32,EUR,RETURN,APPLIED,4
417,CN-2026-00163,263,473,7166,2026-04-02 10:20:05,1885.95,EUR,CLAIM,APPLIED,4
418,CN-2026-00164,1764,474,7171,2026-04-01 10:38:13,12.36,EUR,PRICE_CORRECTION,APPLIED,5
419,CN-2026-00165,1659,475,7183,2026-04-24 14:13:28,1578.65,EUR,GOODWILL,APPLIED,4
420,CN-2026-00166,17,476,7208,2026-04-09 14:57:42,32.28,EUR,CLAIM,APPLIED,3
421,CN-2026-00167,710,477,7221,2026-04-14 12:35:27,85.00,EUR,CLAIM,ISSUED,4
422,CN-2026-00168,484,478,7237,2026-04-23 16:42:05,559.80,EUR,RETURN,APPLIED,4
423,CN-2026-00169,1306,479,7239,2026-04-30 11:01:32,9814.17,EUR,CLAIM,APPLIED,3
424,CN-2026-00170,1554,480,7258,2026-04-15 15:01:32,1205.50,EUR,CLAIM,APPLIED,5
425,CN-2026-00171,370,481,7280,2026-04-16 12:21:46,623.40,EUR,CLAIM,APPLIED,5
426,CN-2026-00172,813,482,7299,2026-04-22 15:09:28,359.77,EUR,CLAIM,APPLIED,4
427,CN-2026-00173,241,483,7308,2026-04-07 15:36:54,246.19,EUR,GOODWILL,APPLIED,4
428,CN-2026-00174,860,484,7348,2026-04-20 19:26:36,331.20,EUR,CLAIM,APPLIED,3
429,CN-2026-00175,2049,485,7351,2026-04-09 19:23:22,1295.52,EUR,CLAIM,ISSUED,4
430,CN-2026-00176,596,488,7400,2026-04-15 13:09:04,54.53,EUR,GOODWILL,APPLIED,3
431,CN-2026-00177,1146,489,7434,2026-04-09 16:35:57,22.16,EUR,CLAIM,APPLIED,5
432,CN-2026-00178,935,490,7444,2026-04-28 09:27:00,1519.20,EUR,PRICE_CORRECTION,APPLIED,5
433,CN-2026-00179,132,491,7461,2026-04-02 13:49:28,9.50,EUR,CLAIM,APPLIED,4
434,CN-2026-00180,1185,492,7486,2026-05-25 08:23:16,321.00,EUR,CLAIM,APPLIED,5
435,CN-2026-00181,1929,493,7489,2026-04-23 09:57:26,778.06,EUR,CLAIM,APPLIED,4
436,CN-2026-00182,1716,494,7497,2026-04-30 16:55:13,61.76,EUR,RETURN,APPLIED,5
437,CN-2026-00183,381,495,7547,2026-05-07 14:54:50,102.50,EUR,GOODWILL,APPLIED,4
438,CN-2026-00184,155,496,7556,2026-04-29 10:50:54,34.45,EUR,GOODWILL,APPLIED,4
439,CN-2026-00185,1035,497,7560,2026-05-18 17:15:30,267.39,EUR,GOODWILL,APPLIED,4
440,CN-2026-00186,464,498,7592,2026-04-30 14:10:40,308.85,EUR,CLAIM,ISSUED,3
441,CN-2026-00187,949,499,7608,2026-05-14 13:15:21,656.50,EUR,GOODWILL,APPLIED,4
442,CN-2026-00188,1768,500,7632,2026-06-01 13:14:17,21.10,EUR,GOODWILL,CANCELLED,4
443,CN-2026-00189,1800,501,7645,2026-05-29 11:42:39,3618.24,EUR,CLAIM,APPLIED,5
444,CN-2026-00190,814,502,7653,2026-06-08 20:19:19,3.49,EUR,PRICE_CORRECTION,APPLIED,4
445,CN-2026-00191,291,504,7672,2026-05-15 16:31:35,272.45,EUR,GOODWILL,APPLIED,3
446,CN-2026-00192,627,505,7690,2026-05-04 09:48:41,14.67,EUR,CLAIM,APPLIED,4
447,CN-2026-00193,1772,506,7691,2026-05-14 12:31:58,11.58,EUR,CLAIM,APPLIED,3
448,CN-2026-00194,295,507,7692,2026-05-11 15:26:44,4374.00,EUR,CLAIM,APPLIED,4
449,CN-2026-00195,950,509,7718,2026-06-10 12:03:21,1.24,EUR,PRICE_CORRECTION,APPLIED,3
450,CN-2026-00196,1415,510,7723,2026-05-12 20:25:59,197.80,EUR,CLAIM,ISSUED,3
451,CN-2026-00197,856,511,7727,2026-05-26 17:44:00,97.89,EUR,CLAIM,APPLIED,3
452,CN-2026-00198,184,512,7766,2026-04-28 17:58:41,826.80,EUR,CLAIM,APPLIED,3
453,CN-2026-00199,1845,514,7790,2026-05-05 17:57:28,56.60,EUR,CLAIM,ISSUED,4
454,CN-2026-00200,2031,515,7830,2026-06-11 17:52:58,399.00,EUR,CLAIM,APPLIED,4
455,CN-2026-00201,2261,516,7852,2026-04-28 12:14:10,2677.50,EUR,CLAIM,APPLIED,5
456,CN-2026-00202,2264,519,7890,2026-05-12 08:43:03,254.00,EUR,GOODWILL,APPLIED,5
457,CN-2026-00203,1606,520,7906,2026-06-02 17:39:17,563.01,EUR,CLAIM,APPLIED,4
458,CN-2026-00204,3,521,7915,2026-05-07 16:05:43,904.32,EUR,CLAIM,APPLIED,5
459,CN-2026-00205,1905,522,7919,2026-05-27 15:37:57,15.96,EUR,CLAIM,APPLIED,4
460,CN-2026-00206,1027,523,7921,2026-05-14 08:53:12,15.26,EUR,CLAIM,APPLIED,4
461,CN-2026-00207,430,524,7922,2026-06-29 08:39:20,110.74,EUR,CLAIM,APPLIED,3
462,CN-2026-00208,2222,525,7934,2026-05-21 12:34:55,1422.25,EUR,GOODWILL,APPLIED,4
463,CN-2026-00209,2371,526,7948,2026-05-15 12:59:11,1857.04,EUR,CLAIM,APPLIED,4
464,CN-2026-00210,1302,527,7969,2026-05-27 17:55:02,817.35,EUR,CLAIM,APPLIED,3
465,CN-2026-00211,336,528,7979,2026-05-05 19:04:22,183.29,EUR,GOODWILL,APPLIED,3
466,CN-2026-00212,183,529,7997,2026-05-13 20:32:13,827.33,EUR,CLAIM,ISSUED,5
467,CN-2026-00213,1605,530,8000,2026-05-06 20:55:07,54.86,EUR,GOODWILL,APPLIED,3
468,CN-2026-00214,2222,531,8007,2026-05-11 14:30:57,11.53,EUR,CLAIM,APPLIED,5
469,CN-2026-00215,685,533,8012,2026-04-28 10:30:45,3.08,EUR,GOODWILL,APPLIED,3
470,CN-2026-00216,2316,534,8020,2026-05-13 15:16:35,72.27,EUR,GOODWILL,APPLIED,5
471,CN-2026-00217,2199,536,8069,2026-05-08 12:57:12,1747.26,EUR,CLAIM,ISSUED,5
472,CN-2026-00218,398,537,8075,2026-05-13 12:18:26,51.45,EUR,CLAIM,ISSUED,4
473,CN-2026-00219,678,538,8091,2026-05-15 11:28:52,221.60,EUR,CLAIM,APPLIED,3
474,CN-2026-00220,2283,539,8106,2026-05-05 15:12:03,6.71,EUR,CLAIM,APPLIED,5
475,CN-2026-00221,1442,541,8141,2026-04-24 14:03:33,164.00,EUR,CLAIM,APPLIED,4
476,CN-2026-00222,859,542,8154,2026-05-05 09:36:55,173.75,EUR,CLAIM,APPLIED,5
477,CN-2026-00223,947,543,8155,2026-05-18 09:43:49,63.78,EUR,RETURN,ISSUED,3
478,CN-2026-00224,808,544,8162,2026-04-13 11:30:14,431.20,EUR,CLAIM,APPLIED,5
479,CN-2026-00225,964,545,8168,2026-05-04 12:45:50,642.00,EUR,CLAIM,APPLIED,4
480,CN-2026-00226,550,546,8197,2026-05-18 13:27:25,86.58,EUR,GOODWILL,APPLIED,5
481,CN-2026-00227,1082,547,8237,2026-07-02 09:13:05,172.02,EUR,GOODWILL,APPLIED,5
482,CN-2026-00228,421,548,8253,2026-06-24 13:38:26,218.00,EUR,CLAIM,APPLIED,4
483,CN-2026-00229,735,549,8260,2026-05-26 10:29:49,248.90,EUR,CLAIM,ISSUED,3
484,CN-2026-00230,1693,550,8268,2026-06-11 12:51:06,86.20,EUR,CLAIM,APPLIED,5
485,CN-2026-00231,4,552,8299,2026-05-06 12:16:53,1618.43,EUR,CLAIM,APPLIED,4
486,CN-2026-00232,2228,553,8310,2026-05-25 09:34:05,2284.79,EUR,GOODWILL,APPLIED,5
487,CN-2026-00233,2220,554,8325,2026-04-29 11:48:59,151.56,EUR,PRICE_CORRECTION,APPLIED,3
488,CN-2026-00234,786,555,8326,2026-05-13 10:16:14,10.73,EUR,CLAIM,ISSUED,3
489,CN-2026-00235,1940,556,8329,2026-05-13 17:43:26,122.40,EUR,CLAIM,ISSUED,3
490,CN-2026-00236,630,557,8334,2026-05-06 09:49:22,32.61,EUR,CLAIM,ISSUED,3
491,CN-2026-00237,2101,558,8357,2026-05-07 09:51:23,23.12,EUR,CLAIM,APPLIED,3
492,CN-2026-00238,989,559,8366,2026-05-22 15:36:25,3.86,EUR,CLAIM,ISSUED,4
493,CN-2026-00239,682,560,8376,2026-05-06 13:29:31,940.44,EUR,CLAIM,ISSUED,3
494,CN-2026-00240,2264,561,8379,2026-04-20 16:31:10,112.32,EUR,CLAIM,APPLIED,4
495,CN-2026-00241,197,562,8394,2026-04-29 15:37:48,8.01,EUR,CLAIM,APPLIED,3
496,CN-2026-00242,1481,563,8419,2026-04-29 10:50:08,149.22,EUR,CLAIM,APPLIED,3
497,CN-2026-00243,655,564,8421,2026-05-20 15:07:52,447.95,EUR,GOODWILL,ISSUED,5
498,CN-2026-00244,1552,565,8447,2026-05-04 16:40:16,1477.50,EUR,CLAIM,APPLIED,3
499,CN-2026-00245,1506,566,8450,2026-05-25 09:28:02,286.97,EUR,RETURN,APPLIED,5
500,CN-2026-00246,673,567,8466,2026-05-18 13:22:36,72.95,EUR,CLAIM,APPLIED,4
501,CN-2026-00247,1113,568,8482,2026-05-07 13:35:10,590.64,EUR,CLAIM,APPLIED,3
502,CN-2026-00248,876,570,8512,2026-06-11 14:23:53,8.08,EUR,CLAIM,APPLIED,3
503,CN-2026-00249,213,571,8528,2026-06-03 10:35:51,118.20,EUR,PRICE_CORRECTION,ISSUED,4
504,CN-2026-00250,563,572,8555,2026-05-27 17:04:02,596.40,EUR,CLAIM,APPLIED,4
505,CN-2026-00251,632,573,8584,2026-06-16 17:48:09,115.06,EUR,PRICE_CORRECTION,APPLIED,4
506,CN-2026-00252,1629,574,8611,2026-06-16 15:48:25,219.81,EUR,RETURN,APPLIED,3
507,CN-2026-00253,747,575,8619,2026-06-16 16:41:54,65.28,EUR,CLAIM,APPLIED,4
508,CN-2026-00254,142,576,8622,2026-06-12 15:01:16,2369.40,EUR,CLAIM,APPLIED,5
509,CN-2026-00255,2286,578,8704,2026-06-10 21:41:24,22.32,EUR,PRICE_CORRECTION,APPLIED,3
510,CN-2026-00256,1398,580,8754,2026-06-15 11:52:11,48.15,EUR,GOODWILL,ISSUED,5
511,CN-2026-00257,1662,581,8763,2026-06-08 10:47:13,103.86,EUR,CLAIM,APPLIED,4
