id,sku,ean,name,description,category_id,supplier_id,product_type,variant,colour,unit,case_pack,min_order_qty,weight_kg,active,discontinued_on,created_at
395,SIS-SHL-0009,6402026003951,Jäkälä Kaira Plus Hardshell Jacket XL Arctic White,The Kaira Plus hardshell jacket by Jäkälä. XL / Arctic White. Popular with rental outfitters and clubs.,5,3,Hardshell Jacket,XL,Arctic White,pcs,12,12,0.876,false,2020-08-26,2019-11-26
396,SIS-SHL-0010,6402026003968,Jäkälä Ridge Lite Shell Trousers L Black,"Jäkälä Ridge Lite Shell Trousers for shell & insulated apparel. L / Black. Built for Nordic conditions, season after season.",5,3,Shell Trousers,L,Black,pcs,12,12,0.555,true,,2024-04-14
397,SIS-SHL-0011,6402026003975,Jäkälä Ridge Lite Shell Trousers S Black,Reliable shell trousers from Jäkälä's Ridge Lite range. S / Black. A wholesale staple for outdoor retailers.,5,3,Shell Trousers,S,Black,pcs,1,1,0.201,true,,2026-04-10
398,SIS-SHL-0012,6402026003982,Jäkälä Ultra XT Insulated Jacket M Petrol,"Jäkälä Ultra XT: a insulated jacket that balances weight, durability and price. M / Petrol. Retail-ready packaging.",5,3,Insulated Jacket,M,Petrol,pcs,6,6,1.183,true,,2026-03-11
399,SIS-SHL-0013,6402026003999,Jäkälä Ultra XT Insulated Jacket S Petrol,The Ultra XT insulated jacket by Jäkälä. S / Petrol. Popular with rental outfitters and clubs.,5,3,Insulated Jacket,S,Petrol,pcs,6,6,0.940,true,,2024-08-01
400,SIS-SHL-0014,6402026004002,Jäkälä Ultra XT Insulated Jacket XL Petrol,"Jäkälä Ultra XT Insulated Jacket for shell & insulated apparel. XL / Petrol. Built for Nordic conditions, season after season.",5,3,Insulated Jacket,XL,Petrol,pcs,1,1,0.575,false,2023-03-13,2019-07-17
401,SIS-SHL-0015,6402026004019,Jäkälä Sylarna Lite Insulated Jacket XL Burnt Orange,Reliable insulated jacket from Jäkälä's Sylarna Lite range. XL / Burnt Orange. A wholesale staple for outdoor retailers.,5,3,Insulated Jacket,XL,Burnt Orange,pcs,1,1,0.717,true,,2022-04-13
402,SIS-SHL-0016,6402026004026,Jäkälä Sylarna Lite Insulated Jacket S Burnt Orange,"Jäkälä Sylarna Lite: a insulated jacket that balances weight, durability and price. S / Burnt Orange. Retail-ready packaging.",5,3,Insulated Jacket,S,Burnt Orange,pcs,12,12,1.011,false,2025-10-09,2022-10-25
403,SIS-SHL-0017,6402026004033,Jäkälä Hav Down Vest XL Deep Teal,The Hav down vest by Jäkälä. XL / Deep Teal. Popular with rental outfitters and clubs.,5,3,Down Vest,XL,Deep Teal,pcs,1,1,0.306,true,,2019-03-02
404,SIS-SHL-0018,6402026004040,Jäkälä Hyrsky Shell Trousers M Graphite,"Jäkälä Hyrsky Shell Trousers for shell & insulated apparel. M / Graphite. Built for Nordic conditions, season after season.",5,3,Shell Trousers,M,Graphite,pcs,1,1,0.239,true,,2026-05-03
405,SIS-SHL-0019,6402026004057,Jäkälä Hyrsky Shell Trousers S Graphite,Reliable shell trousers from Jäkälä's Hyrsky range. S / Graphite. A wholesale staple for outdoor retailers.,5,3,Shell Trousers,S,Graphite,pcs,1,1,0.405,true,,2021-01-18
406,SIS-SHL-0020,6402026004064,Jäkälä Hyrsky Shell Trousers XS Graphite,"Jäkälä Hyrsky: a shell trousers that balances weight, durability and price. XS / Graphite. Retail-ready packaging.",5,3,Shell Trousers,XS,Graphite,pcs,1,1,0.618,true,,2023-05-18
407,SIS-SHL-0021,6402026004071,Jäkälä Summit Shell Trousers XS Graphite,The Summit shell trousers by Jäkälä. XS / Graphite. Popular with rental outfitters and clubs.,5,3,Shell Trousers,XS,Graphite,pcs,12,12,0.263,true,,2024-06-02
408,SIS-SHL-0022,6402026004088,Jäkälä Summit Shell Trousers S Graphite,"Jäkälä Summit Shell Trousers for shell & insulated apparel. S / Graphite. Built for Nordic conditions, season after season.",5,3,Shell Trousers,S,Graphite,pcs,1,1,0.711,true,,2023-12-25
409,SIS-SHL-0023,6402026004095,Jäkälä Summit Shell Trousers XXL Graphite,Reliable shell trousers from Jäkälä's Summit range. XXL / Graphite. A wholesale staple for outdoor retailers.,5,3,Shell Trousers,XXL,Graphite,pcs,1,1,0.664,true,,2019-08-10
410,SIS-SHL-0024,6402026004101,Jäkälä Nordic Eco Hardshell Jacket XS Sunset Yellow,"Jäkälä Nordic Eco: a hardshell jacket that balances weight, durability and price. XS / Sunset Yellow. Retail-ready packaging.",5,3,Hardshell Jacket,XS,Sunset Yellow,pcs,6,6,1.044,true,,2022-09-13
411,SIS-SHL-0025,6402026004118,Jäkälä Nordic Eco Hardshell Jacket M Sunset Yellow,The Nordic Eco hardshell jacket by Jäkälä. M / Sunset Yellow. Popular with rental outfitters and clubs.,5,3,Hardshell Jacket,M,Sunset Yellow,pcs,6,6,1.370,true,,2019-12-07
412,SIS-SHL-0026,6402026004125,Jäkälä Nordic Eco Hardshell Jacket XXL Sunset Yellow,"Jäkälä Nordic Eco Hardshell Jacket for shell & insulated apparel. XXL / Sunset Yellow. Built for Nordic conditions, season after season.",5,3,Hardshell Jacket,XXL,Sunset Yellow,pcs,12,12,1.390,true,,2020-11-20
413,SIS-SHL-0027,6402026004132,Jäkälä Nordic Eco Hardshell Jacket L Sunset Yellow,Reliable hardshell jacket from Jäkälä's Nordic Eco range. L / Sunset Yellow. A wholesale staple for outdoor retailers.,5,3,Hardshell Jacket,L,Sunset Yellow,pcs,6,6,1.077,true,,2021-08-22
414,SIS-SHL-0028,6402026004149,Jäkälä Nordic Eco Hardshell Jacket XL Sunset Yellow,"Jäkälä Nordic Eco: a hardshell jacket that balances weight, durability and price. XL / Sunset Yellow. Retail-ready packaging.",5,3,Hardshell Jacket,XL,Sunset Yellow,pcs,1,1,0.589,true,,2025-05-21
415,SIS-SHL-0029,6402026004156,Jäkälä Joki Shell Trousers S Deep Teal,The Joki shell trousers by Jäkälä. S / Deep Teal. Popular with rental outfitters and clubs.,5,3,Shell Trousers,S,Deep Teal,pcs,12,12,0.664,true,,2023-02-19
416,SIS-SHL-0030,6402026004163,Jäkälä Fjord 2.0 Insulated Jacket XL Sand,"Jäkälä Fjord 2.0 Insulated Jacket for shell & insulated apparel. XL / Sand. Built for Nordic conditions, season after season.",5,3,Insulated Jacket,XL,Sand,pcs,6,6,1.080,true,,2019-08-20
417,SIS-SHL-0031,6402026004170,Jäkälä Fjord 2.0 Insulated Jacket M Sand,Reliable insulated jacket from Jäkälä's Fjord 2.0 range. M / Sand. A wholesale staple for outdoor retailers.,5,3,Insulated Jacket,M,Sand,pcs,1,1,1.092,true,,2025-12-12
418,SIS-SHL-0032,6402026004187,Jäkälä Fjord 2.0 Insulated Jacket S Sand,"Jäkälä Fjord 2.0: a insulated jacket that balances weight, durability and price. S / Sand. Retail-ready packaging.",5,3,Insulated Jacket,S,Sand,pcs,6,6,0.698,true,,2026-03-08
419,SIS-SHL-0033,6402026004194,Jäkälä Fjord 2.0 Insulated Jacket L Sand,The Fjord 2.0 insulated jacket by Jäkälä. L / Sand. Popular with rental outfitters and clubs.,5,3,Insulated Jacket,L,Sand,pcs,1,1,0.696,true,,2022-05-11
420,SIS-SHL-0034,6402026004200,Jäkälä Myrsky Rain Jacket M Burnt Orange,"Jäkälä Myrsky Rain Jacket for shell & insulated apparel. M / Burnt Orange. Built for Nordic conditions, season after season.",5,3,Rain Jacket,M,Burnt Orange,pcs,12,12,0.842,true,,2021-06-05
421,SIS-SHL-0035,6402026004217,Jäkälä Ruska 2.0 Softshell Jacket XL Moss Green,Reliable softshell jacket from Jäkälä's Ruska 2.0 range. XL / Moss Green. A wholesale staple for outdoor retailers.,5,3,Softshell Jacket,XL,Moss Green,pcs,1,1,0.291,true,,2021-10-04
422,SIS-SHL-0036,6402026004224,Jäkälä Ruska 2.0 Softshell Jacket M Moss Green,"Jäkälä Ruska 2.0: a softshell jacket that balances weight, durability and price. M / Moss Green. Retail-ready packaging.",5,3,Softshell Jacket,M,Moss Green,pcs,1,1,0.475,true,,2020-12-19
423,SIS-SHL-0037,6402026004231,Jäkälä Ruska 2.0 Softshell Jacket XS Moss Green,The Ruska 2.0 softshell jacket by Jäkälä. XS / Moss Green. Popular with rental outfitters and clubs.,5,3,Softshell Jacket,XS,Moss Green,pcs,6,6,0.548,true,,2024-11-11
424,SIS-SHL-0038,6402026004248,Jäkälä Ruska 2.0 Softshell Jacket XXL Moss Green,"Jäkälä Ruska 2.0 Softshell Jacket for shell & insulated apparel. XXL / Moss Green. Built for Nordic conditions, season after season.",5,3,Softshell Jacket,XXL,Moss Green,pcs,6,6,0.708,true,,2021-12-29
425,SIS-SHL-0039,6402026004255,Jäkälä Ruska 2.0 Softshell Jacket L Moss Green,Reliable softshell jacket from Jäkälä's Ruska 2.0 range. L / Moss Green. A wholesale staple for outdoor retailers.,5,3,Softshell Jacket,L,Moss Green,pcs,6,6,0.372,true,,2026-04-06
426,SIS-SHL-0040,6402026004262,Jäkälä Hav Hardshell Jacket XL Ruby Red,"Jäkälä Hav: a hardshell jacket that balances weight, durability and price. XL / Ruby Red. Retail-ready packaging.",5,3,Hardshell Jacket,XL,Ruby Red,pcs,1,1,0.405,true,,2019-07-26
427,SIS-SHL-0041,6402026004279,Jäkälä Hav Hardshell Jacket M Ruby Red,The Hav hardshell jacket by Jäkälä. M / Ruby Red. Popular with rental outfitters and clubs.,5,3,Hardshell Jacket,M,Ruby Red,pcs,1,1,0.617,true,,2022-09-21
428,SIS-SHL-0042,6402026004286,Jäkälä Hav Hardshell Jacket S Ruby Red,"Jäkälä Hav Hardshell Jacket for shell & insulated apparel. S / Ruby Red. Built for Nordic conditions, season after season.",5,3,Hardshell Jacket,S,Ruby Red,pcs,6,6,1.241,true,,2020-12-03
429,SIS-SHL-0043,6402026004293,Jäkälä Hav Hardshell Jacket XS Ruby Red,Reliable hardshell jacket from Jäkälä's Hav range. XS / Ruby Red. A wholesale staple for outdoor retailers.,5,3,Hardshell Jacket,XS,Ruby Red,pcs,1,1,0.416,true,,2022-04-02
430,SIS-SHL-0044,6402026004309,Jäkälä Nordic Plus Softshell Jacket L Burnt Orange,"Jäkälä Nordic Plus: a softshell jacket that balances weight, durability and price. L / Burnt Orange. Retail-ready packaging.",5,3,Softshell Jacket,L,Burnt Orange,pcs,6,6,0.365,true,,2025-08-17
431,SIS-SHL-0045,6402026004316,Jäkälä Nordic Plus Softshell Jacket S Burnt Orange,The Nordic Plus softshell jacket by Jäkälä. S / Burnt Orange. Popular with rental outfitters and clubs.,5,3,Softshell Jacket,S,Burnt Orange,pcs,6,6,0.420,true,,2023-07-14
432,SIS-SHL-0046,6402026004323,Jäkälä Nordic Plus Softshell Jacket XL Burnt Orange,"Jäkälä Nordic Plus Softshell Jacket for shell & insulated apparel. XL / Burnt Orange. Built for Nordic conditions, season after season.",5,3,Softshell Jacket,XL,Burnt Orange,pcs,12,12,0.697,false,2021-12-27,2020-12-15
433,SIS-SHL-0047,6402026004330,Jäkälä Nordic Plus Softshell Jacket XS Burnt Orange,Reliable softshell jacket from Jäkälä's Nordic Plus range. XS / Burnt Orange. A wholesale staple for outdoor retailers.,5,3,Softshell Jacket,XS,Burnt Orange,pcs,1,1,0.391,true,,2020-08-12
434,SIS-SHL-0048,6402026004347,Jäkälä Kaira 2.0 Insulated Jacket XL Ruby Red,"Jäkälä Kaira 2.0: a insulated jacket that balances weight, durability and price. XL / Ruby Red. Retail-ready packaging.",5,3,Insulated Jacket,XL,Ruby Red,pcs,1,1,1.167,true,,2021-04-08
435,SIS-SHL-0049,6402026004354,Jäkälä Kaira 2.0 Insulated Jacket XXL Ruby Red,The Kaira 2.0 insulated jacket by Jäkälä. XXL / Ruby Red. Popular with rental outfitters and clubs.,5,3,Insulated Jacket,XXL,Ruby Red,pcs,1,1,0.956,true,,2019-01-30
436,SIS-SHL-0050,6402026004361,Jäkälä Kaira 2.0 Insulated Jacket M Ruby Red,"Jäkälä Kaira 2.0 Insulated Jacket for shell & insulated apparel. M / Ruby Red. Built for Nordic conditions, season after season.",5,3,Insulated Jacket,M,Ruby Red,pcs,6,6,0.545,true,,2023-08-10
437,SIS-SHL-0051,6402026004378,Jäkälä Kaira 2.0 Insulated Jacket S Ruby Red,Reliable insulated jacket from Jäkälä's Kaira 2.0 range. S / Ruby Red. A wholesale staple for outdoor retailers.,5,3,Insulated Jacket,S,Ruby Red,pcs,1,1,0.514,true,,2021-03-06
438,SIS-SHL-0052,6402026004385,Jäkälä Rauk XT Insulated Jacket XS Graphite,"Jäkälä Rauk XT: a insulated jacket that balances weight, durability and price. XS / Graphite. Retail-ready packaging.",5,3,Insulated Jacket,XS,Graphite,pcs,1,1,0.853,true,,2023-09-11
439,SIS-SHL-0053,6402026004392,Jäkälä Rauk XT Insulated Jacket L Graphite,The Rauk XT insulated jacket by Jäkälä. L / Graphite. Popular with rental outfitters and clubs.,5,3,Insulated Jacket,L,Graphite,pcs,1,1,0.557,true,,2025-06-01
440,SIS-SHL-0054,6402026004408,Jäkälä Rauk XT Insulated Jacket XXL Graphite,"Jäkälä Rauk XT Insulated Jacket for shell & insulated apparel. XXL / Graphite. Built for Nordic conditions, season after season.",5,3,Insulated Jacket,XXL,Graphite,pcs,1,1,1.093,true,,2021-04-05
441,SIS-SHL-0055,6402026004415,Jäkälä Rauk XT Insulated Jacket XL Graphite,Reliable insulated jacket from Jäkälä's Rauk XT range. XL / Graphite. A wholesale staple for outdoor retailers.,5,3,Insulated Jacket,XL,Graphite,pcs,1,1,0.574,true,,2019-03-04
442,SIS-SHL-0056,6402026004422,Jäkälä Kaira Lite Rain Jacket M Slate Grey,"Jäkälä Kaira Lite: a rain jacket that balances weight, durability and price. M / Slate Grey. Retail-ready packaging.",5,3,Rain Jacket,M,Slate Grey,pcs,12,12,0.474,true,,2019-02-05
443,SIS-SHL-0057,6402026004439,Jäkälä Kaira Lite Rain Jacket S Slate Grey,The Kaira Lite rain jacket by Jäkälä. S / Slate Grey. Popular with rental outfitters and clubs.,5,3,Rain Jacket,S,Slate Grey,pcs,1,1,0.866,true,,2025-12-15
444,SIS-SHL-0058,6402026004446,Jäkälä Kaira Lite Rain Jacket XL Slate Grey,"Jäkälä Kaira Lite Rain Jacket for shell & insulated apparel. XL / Slate Grey. Built for Nordic conditions, season after season.",5,3,Rain Jacket,XL,Slate Grey,pcs,12,12,0.552,true,,2019-08-08
445,SIS-SHL-0059,6402026004453,Jäkälä Kaira Lite Rain Jacket XXL Slate Grey,Reliable rain jacket from Jäkälä's Kaira Lite range. XXL / Slate Grey. A wholesale staple for outdoor retailers.,5,3,Rain Jacket,XXL,Slate Grey,pcs,1,1,0.464,true,,2024-01-19
446,SIS-SHL-0060,6402026004460,Jäkälä Tind II Down Vest S Ruby Red,"Jäkälä Tind II: a down vest that balances weight, durability and price. S / Ruby Red. Retail-ready packaging.",5,3,Down Vest,S,Ruby Red,pcs,1,1,0.576,false,2024-06-27,2020-10-15
447,SIS-SHL-0061,6402026004477,Jäkälä Tind II Down Vest XL Ruby Red,The Tind II down vest by Jäkälä. XL / Ruby Red. Popular with rental outfitters and clubs.,5,3,Down Vest,XL,Ruby Red,pcs,12,12,0.595,true,,2019-07-18
448,SIS-BAS-0001,6402026004484,Jäkälä Nordvik WP Merino Base Layer Top XS Ruby Red,"Jäkälä Nordvik WP Merino Base Layer Top for base & mid layers. XS / Ruby Red. Built for Nordic conditions, season after season.",6,3,Merino Base Layer Top,XS,Ruby Red,pcs,6,6,0.333,true,,2020-11-02
449,SIS-BAS-0002,6402026004491,Jäkälä Nordvik WP Merino Base Layer Top S Ruby Red,Reliable merino base layer top from Jäkälä's Nordvik WP range. S / Ruby Red. A wholesale staple for outdoor retailers.,6,3,Merino Base Layer Top,S,Ruby Red,pcs,12,12,0.135,true,,2020-06-14
450,SIS-BAS-0003,6402026004507,Jäkälä Skare 2.0 Fleece Jacket L Deep Teal,"Jäkälä Skare 2.0: a fleece jacket that balances weight, durability and price. L / Deep Teal. Retail-ready packaging.",6,3,Fleece Jacket,L,Deep Teal,pcs,1,1,0.293,true,,2022-11-10
451,SIS-BAS-0004,6402026004514,Jäkälä Skare 2.0 Fleece Jacket S Deep Teal,The Skare 2.0 fleece jacket by Jäkälä. S / Deep Teal. Popular with rental outfitters and clubs.,6,3,Fleece Jacket,S,Deep Teal,pcs,1,1,0.314,true,,2024-12-03
452,SIS-BAS-0005,6402026004521,Jäkälä Skare 2.0 Fleece Jacket M Deep Teal,"Jäkälä Skare 2.0 Fleece Jacket for base & mid layers. M / Deep Teal. Built for Nordic conditions, season after season.",6,3,Fleece Jacket,M,Deep Teal,pcs,1,1,0.307,true,,2022-03-01
453,SIS-BAS-0006,6402026004538,Jäkälä Skare 2.0 Fleece Jacket XL Deep Teal,Reliable fleece jacket from Jäkälä's Skare 2.0 range. XL / Deep Teal. A wholesale staple for outdoor retailers.,6,3,Fleece Jacket,XL,Deep Teal,pcs,1,1,0.247,false,2021-04-08,2020-08-14
454,SIS-BAS-0007,6402026004545,Jäkälä Pallas WP Hiking Trousers M Slate Grey,"Jäkälä Pallas WP: a hiking trousers that balances weight, durability and price. M / Slate Grey. Retail-ready packaging.",6,3,Hiking Trousers,M,Slate Grey,pcs,1,1,0.509,true,,2021-06-22
455,SIS-BAS-0008,6402026004552,Jäkälä Pallas WP Hiking Trousers L Slate Grey,The Pallas WP hiking trousers by Jäkälä. L / Slate Grey. Popular with rental outfitters and clubs.,6,3,Hiking Trousers,L,Slate Grey,pcs,1,1,0.415,true,,2023-06-18
456,SIS-BAS-0009,6402026004569,Jäkälä Fjord XT Hiking Shorts M Moss Green,"Jäkälä Fjord XT Hiking Shorts for base & mid layers. M / Moss Green. Built for Nordic conditions, season after season.",6,3,Hiking Shorts,M,Moss Green,pcs,1,1,0.192,true,,2019-05-22
457,SIS-BAS-0010,6402026004576,Jäkälä Fjord XT Hiking Shorts XS Moss Green,Reliable hiking shorts from Jäkälä's Fjord XT range. XS / Moss Green. A wholesale staple for outdoor retailers.,6,3,Hiking Shorts,XS,Moss Green,pcs,6,6,0.180,true,,2025-08-01
458,SIS-BAS-0011,6402026004583,Jäkälä Fjord XT Hiking Shorts XXL Moss Green,"Jäkälä Fjord XT: a hiking shorts that balances weight, durability and price. XXL / Moss Green. Retail-ready packaging.",6,3,Hiking Shorts,XXL,Moss Green,pcs,6,6,0.246,true,,2020-03-10
459,SIS-BAS-0012,6402026004590,Jäkälä Rauk 2.0 Hiking Socks 2-pack S Forest,The Rauk 2.0 hiking socks 2-pack by Jäkälä. S / Forest. Popular with rental outfitters and clubs.,6,3,Hiking Socks 2-pack,S,Forest,pcs,1,1,0.157,true,,2019-06-13
460,SIS-BAS-0013,6402026004606,Jäkälä Summit Eco Merino Base Layer Bottom L Sunset Yellow,"Jäkälä Summit Eco Merino Base Layer Bottom for base & mid layers. L / Sunset Yellow. Built for Nordic conditions, season after season.",6,3,Merino Base Layer Bottom,L,Sunset Yellow,pcs,6,6,0.290,true,,2024-01-25
461,SIS-BAS-0014,6402026004613,Jäkälä Summit Eco Merino Base Layer Bottom XL Sunset Yellow,Reliable merino base layer bottom from Jäkälä's Summit Eco range. XL / Sunset Yellow. A wholesale staple for outdoor retailers.,6,3,Merino Base Layer Bottom,XL,Sunset Yellow,pcs,1,1,0.173,true,,2020-08-17
462,SIS-BAS-0015,6402026004620,Jäkälä Summit Eco Merino Base Layer Bottom S Sunset Yellow,"Jäkälä Summit Eco: a merino base layer bottom that balances weight, durability and price. S / Sunset Yellow. Retail-ready packaging.",6,3,Merino Base Layer Bottom,S,Sunset Yellow,pcs,1,1,0.153,true,,2019-01-30
463,SIS-BAS-0016,6402026004637,Jäkälä Kulku Pro Hiking Socks 2-pack S Ruby Red,The Kulku Pro hiking socks 2-pack by Jäkälä. S / Ruby Red. Popular with rental outfitters and clubs.,6,3,Hiking Socks 2-pack,S,Ruby Red,pcs,1,1,0.173,true,,2025-05-05
464,SIS-BAS-0017,6402026004644,Jäkälä Kulku Pro Hiking Socks 2-pack XS Ruby Red,"Jäkälä Kulku Pro Hiking Socks 2-pack for base & mid layers. XS / Ruby Red. Built for Nordic conditions, season after season.",6,3,Hiking Socks 2-pack,XS,Ruby Red,pcs,1,1,0.052,true,,2019-06-13
465,SIS-BAS-0018,6402026004651,Jäkälä Kulku Pro Hiking Socks 2-pack M Ruby Red,Reliable hiking socks 2-pack from Jäkälä's Kulku Pro range. M / Ruby Red. A wholesale staple for outdoor retailers.,6,3,Hiking Socks 2-pack,M,Ruby Red,pcs,12,12,0.098,true,,2023-02-14
466,SIS-BAS-0019,6402026004668,Jäkälä Kulku Pro Hiking Socks 2-pack XL Ruby Red,"Jäkälä Kulku Pro: a hiking socks 2-pack that balances weight, durability and price. XL / Ruby Red. Retail-ready packaging.",6,3,Hiking Socks 2-pack,XL,Ruby Red,pcs,6,6,0.123,true,,2020-06-19
467,SIS-BAS-0020,6402026004675,Jäkälä Palsa Plus Merino Base Layer Bottom L Arctic White,The Palsa Plus merino base layer bottom by Jäkälä. L / Arctic White. Popular with rental outfitters and clubs.,6,3,Merino Base Layer Bottom,L,Arctic White,pcs,6,6,0.346,true,,2019-06-07
468,SIS-BAS-0021,6402026004682,Jäkälä Palsa Plus Merino Base Layer Bottom M Arctic White,"Jäkälä Palsa Plus Merino Base Layer Bottom for base & mid layers. M / Arctic White. Built for Nordic conditions, season after season.",6,3,Merino Base Layer Bottom,M,Arctic White,pcs,12,12,0.273,true,,2025-07-18
469,SIS-BAS-0022,6402026004699,Jäkälä Palsa Plus Merino Base Layer Bottom S Arctic White,Reliable merino base layer bottom from Jäkälä's Palsa Plus range. S / Arctic White. A wholesale staple for outdoor retailers.,6,3,Merino Base Layer Bottom,S,Arctic White,pcs,6,6,0.357,true,,2021-02-27
470,SIS-BAS-0023,6402026004705,Jäkälä Palsa Plus Merino Base Layer Bottom XXL Arctic White,"Jäkälä Palsa Plus: a merino base layer bottom that balances weight, durability and price. XXL / Arctic White. Retail-ready packaging.",6,3,Merino Base Layer Bottom,XXL,Arctic White,pcs,1,1,0.334,true,,2020-11-07
471,SIS-BAS-0024,6402026004712,Jäkälä Nordvik Pro Hiking Shorts M Sunset Yellow,The Nordvik Pro hiking shorts by Jäkälä. M / Sunset Yellow. Popular with rental outfitters and clubs.,6,3,Hiking Shorts,M,Sunset Yellow,pcs,12,12,0.222,true,,2022-03-07
472,SIS-BAS-0025,6402026004729,Jäkälä Nordvik Pro Hiking Shorts XL Sunset Yellow,"Jäkälä Nordvik Pro Hiking Shorts for base & mid layers. XL / Sunset Yellow. Built for Nordic conditions, season after season.",6,3,Hiking Shorts,XL,Sunset Yellow,pcs,12,12,0.278,true,,2019-10-22
473,SIS-BAS-0026,6402026004736,Jäkälä Nordvik Pro Hiking Shorts L Sunset Yellow,Reliable hiking shorts from Jäkälä's Nordvik Pro range. L / Sunset Yellow. A wholesale staple for outdoor retailers.,6,3,Hiking Shorts,L,Sunset Yellow,pcs,1,1,0.087,true,,2024-02-09
474,SIS-BAS-0027,6402026004743,Jäkälä Nordvik Pro Hiking Shorts XS Sunset Yellow,"Jäkälä Nordvik Pro: a hiking shorts that balances weight, durability and price. XS / Sunset Yellow. Retail-ready packaging.",6,3,Hiking Shorts,XS,Sunset Yellow,pcs,1,1,0.290,true,,2022-11-21
475,SIS-BAS-0028,6402026004750,Jäkälä Nordvik Pro Hiking Shorts S Sunset Yellow,The Nordvik Pro hiking shorts by Jäkälä. S / Sunset Yellow. Popular with rental outfitters and clubs.,6,3,Hiking Shorts,S,Sunset Yellow,pcs,1,1,0.154,true,,2020-02-20
476,SIS-BAS-0029,6402026004767,Jäkälä Glacier Lite Hiking Trousers S Graphite,"Jäkälä Glacier Lite Hiking Trousers for base & mid layers. S / Graphite. Built for Nordic conditions, season after season.",6,3,Hiking Trousers,S,Graphite,pcs,12,12,0.452,true,,2020-10-22
477,SIS-BAS-0030,6402026004774,Jäkälä Glacier Lite Hiking Trousers XXL Graphite,Reliable hiking trousers from Jäkälä's Glacier Lite range. XXL / Graphite. A wholesale staple for outdoor retailers.,6,3,Hiking Trousers,XXL,Graphite,pcs,6,6,0.171,true,,2025-05-23
478,SIS-BAS-0031,6402026004781,Jäkälä Glacier Lite Hiking Trousers XL Graphite,"Jäkälä Glacier Lite: a hiking trousers that balances weight, durability and price. XL / Graphite. Retail-ready packaging.",6,3,Hiking Trousers,XL,Graphite,pcs,12,12,0.188,true,,2019-03-12
479,SIS-BAS-0032,6402026004798,Jäkälä Glacier Lite Hiking Trousers XS Graphite,The Glacier Lite hiking trousers by Jäkälä. XS / Graphite. Popular with rental outfitters and clubs.,6,3,Hiking Trousers,XS,Graphite,pcs,12,12,0.295,true,,2020-10-12
480,SIS-BAS-0033,6402026004804,Jäkälä Glacier Lite Hiking Trousers L Graphite,"Jäkälä Glacier Lite Hiking Trousers for base & mid layers. L / Graphite. Built for Nordic conditions, season after season.",6,3,Hiking Trousers,L,Graphite,pcs,6,6,0.494,true,,2022-02-19
481,SIS-BAS-0034,6402026004811,Jäkälä Skare Eco Merino Base Layer Bottom XS Sunset Yellow,Reliable merino base layer bottom from Jäkälä's Skare Eco range. XS / Sunset Yellow. A wholesale staple for outdoor retailers.,6,3,Merino Base Layer Bottom,XS,Sunset Yellow,pcs,1,1,0.343,true,,2020-12-31
482,SIS-BAS-0035,6402026004828,Jäkälä Myrsky Hiking Shorts XXL Black,"Jäkälä Myrsky: a hiking shorts that balances weight, durability and price. XXL / Black. Retail-ready packaging.",6,3,Hiking Shorts,XXL,Black,pcs,12,12,0.234,true,,2023-07-10
483,SIS-BAS-0036,6402026004835,Jäkälä Myrsky Hiking Shorts XS Black,The Myrsky hiking shorts by Jäkälä. XS / Black. Popular with rental outfitters and clubs.,6,3,Hiking Shorts,XS,Black,pcs,1,1,0.182,true,,2024-09-19
484,SIS-BAS-0037,6402026004842,Jäkälä Aapa Lite Hiking Shorts M Black,"Jäkälä Aapa Lite Hiking Shorts for base & mid layers. M / Black. Built for Nordic conditions, season after season.",6,3,Hiking Shorts,M,Black,pcs,12,12,0.211,false,2023-08-15,2022-06-02
485,SIS-BAS-0038,6402026004859,Jäkälä Aapa Lite Hiking Shorts XXL Black,Reliable hiking shorts from Jäkälä's Aapa Lite range. XXL / Black. A wholesale staple for outdoor retailers.,6,3,Hiking Shorts,XXL,Black,pcs,12,12,0.128,true,,2026-01-24
486,SIS-BAS-0039,6402026004866,Jäkälä Aapa Lite Hiking Shorts XL Black,"Jäkälä Aapa Lite: a hiking shorts that balances weight, durability and price. XL / Black. Retail-ready packaging.",6,3,Hiking Shorts,XL,Black,pcs,1,1,0.250,true,,2026-01-18
487,SIS-BAS-0040,6402026004873,Jäkälä Nordvik Merino Base Layer Top XXL Burnt Orange,The Nordvik merino base layer top by Jäkälä. XXL / Burnt Orange. Popular with rental outfitters and clubs.,6,3,Merino Base Layer Top,XXL,Burnt Orange,pcs,12,12,0.273,true,,2019-01-22
488,SIS-BAS-0041,6402026004880,Jäkälä Alpine Hiking Trousers S Black,"Jäkälä Alpine Hiking Trousers for base & mid layers. S / Black. Built for Nordic conditions, season after season.",6,3,Hiking Trousers,S,Black,pcs,1,1,0.164,true,,2025-03-27
489,SIS-BAS-0042,6402026004897,Jäkälä Alpine Hiking Trousers M Black,Reliable hiking trousers from Jäkälä's Alpine range. M / Black. A wholesale staple for outdoor retailers.,6,3,Hiking Trousers,M,Black,pcs,6,6,0.386,true,,2023-03-05
490,SIS-BAS-0043,6402026004903,Jäkälä Alpine Hiking Trousers L Black,"Jäkälä Alpine: a hiking trousers that balances weight, durability and price. L / Black. Retail-ready packaging.",6,3,Hiking Trousers,L,Black,pcs,6,6,0.309,false,2025-08-26,2023-01-30
