id,customer_id,label,street,postal_code,city,country,delivery_instructions,is_default
647,501,Central warehouse,Havnevej 108,1050,Copenhagen,DK,Leave with neighbour shop if closed,false
648,502,Store,Skoleveien 19,0150,Oslo,NO,Leave with neighbour shop if closed,true
649,503,Store,Torikatu 77,65100,Vaasa,FI,No deliveries before 9:00,true
650,504,Store,Drottninggatan 82,411 04,Göteborg,SE,,true
651,505,Store,Industriveien 92,4610,Kristiansand,NO,Leave with neighbour shop if closed,true
652,505,Second store,Kirkegata 7,2609,Lillehammer,NO,"Loading bay at the back, open 7-15",false
653,506,Store,Bergweg 84,10115,Berlin,DE,,true
654,506,Second store,Bahnhofstraße 32,24937,Flensburg,DE,,false
655,507,Store,Asemakatu 81,02100,Espoo,FI,Pallets only via goods entrance,true
656,508,Store,Havnegata 118,3015,Drammen,NO,"Loading bay at the back, open 7-15",true
657,509,Store,Hämeenkatu 60,20100,Turku,FI,,true
658,510,Store,Fjällvägen 78,903 26,Umeå,SE,Leave with neighbour shop if closed,true
659,511,Store,Skoleveien 48,7010,Trondheim,NO,,true
660,512,Store,Järnvägsgatan 89,981 31,Kiruna,SE,,true
661,513,Store,Kungsgatan 18,211 20,Malmö,SE,,true
662,514,Store,Kooli tn 65,10111,Tallinn,EE,,true
663,515,Store,Havnegata 25,2609,Lillehammer,NO,"Loading bay at the back, open 7-15",true
664,516,Store,Teollisuustie 47,02100,Espoo,FI,No deliveries before 9:00,true
665,517,Store,Puistokatu 21,60100,Seinäjoki,FI,Pallets only via goods entrance,true
666,517,Second store,Kauppakatu 60,93600,Kuusamo,FI,Call 30 min before arrival,false
667,518,Store,Industriveien 53,9008,Tromsø,NO,"Loading bay at the back, open 7-15",true
668,519,Store,Kungsgatan 106,753 10,Uppsala,SE,No deliveries before 9:00,true
669,520,Store,Bahnhofstraße 50,20095,Hamburg,DE,No deliveries before 9:00,true
670,521,Store,Kirkegata 68,6002,Ålesund,NO,"Loading bay at the back, open 7-15",true
671,522,Store,Narva mnt 111,80010,Pärnu,EE,,true
672,523,Store,Industriveien 104,0150,Oslo,NO,,true
673,524,Store,Kirkegata 55,3015,Drammen,NO,"Loading bay at the back, open 7-15",true
674,525,Store,Puistokatu 106,65100,Vaasa,FI,Call 30 min before arrival,true
675,525,Second store,Teollisuustie 32,00100,Helsinki,FI,,false
676,526,Store,Kauppakatu 80,60100,Seinäjoki,FI,,true
677,527,Store,Fjällvägen 71,981 31,Kiruna,SE,Pallets only via goods entrance,true
678,528,Store,Rantatie 89,00100,Helsinki,FI,,true
679,529,Store,Asemakatu 52,00100,Helsinki,FI,Call 30 min before arrival,true
680,530,Store,Kirkegata 104,2609,Lillehammer,NO,,true
681,531,Store,Yliopistonkatu 57,90100,Oulu,FI,No deliveries before 9:00,true
682,531,Second store,Torikatu 109,70100,Kuopio,FI,No deliveries before 9:00,false
683,532,Store,Yliopistonkatu 29,90100,Oulu,FI,,true
684,532,Second store,Rantatie 86,96100,Rovaniemi,FI,Leave with neighbour shop if closed,false
685,533,Store,Torggata 60,8006,Bodø,NO,,true
686,534,Store,Asemakatu 77,70100,Kuopio,FI,No deliveries before 9:00,true
687,535,Store,Am Markt 106,20095,Hamburg,DE,,true
688,535,Central warehouse,Hafenstraße 80,24937,Flensburg,DE,Pallets only via goods entrance,false
689,536,Store,Mannerheimintie 8,90100,Oulu,FI,"Loading bay at the back, open 7-15",true
690,537,Store,Østergade 28,1050,Copenhagen,DK,,true
691,537,Central warehouse,Havnevej 40,6000,Kolding,DK,Call 30 min before arrival,false
692,538,Store,Strandveien 33,2317,Hamar,NO,"Loading bay at the back, open 7-15",true
693,539,Store,Vestergade 31,5000,Odense,DK,,true
694,540,Store,Järnvägsgatan 64,972 31,Luleå,SE,No deliveries before 9:00,true
695,541,Store,Torikatu 119,13100,Hämeenlinna,FI,,true
696,541,Second store,Mannerheimintie 44,00100,Helsinki,FI,Leave with neighbour shop if closed,false
697,542,Store,Drottninggatan 76,111 20,Stockholm,SE,Leave with neighbour shop if closed,true
698,543,Store,Fjällvägen 92,972 31,Luleå,SE,Leave with neighbour shop if closed,true
699,544,Store,Rantatie 60,70100,Kuopio,FI,Leave with neighbour shop if closed,true
700,545,Store,Mannerheimintie 44,13100,Hämeenlinna,FI,Pallets only via goods entrance,true
701,546,Store,Storgatan 39,903 26,Umeå,SE,Pallets only via goods entrance,true
702,546,Second store,Norra Esplanaden 85,972 31,Luleå,SE,Leave with neighbour shop if closed,false
703,547,Store,Järnvägsgatan 85,981 31,Kiruna,SE,,true
704,548,Store,Puistokatu 103,02100,Espoo,FI,No deliveries before 9:00,true
705,549,Store,Puistokatu 75,70100,Kuopio,FI,,true
706,549,Central warehouse,Hämeenkatu 68,00100,Helsinki,FI,No deliveries before 9:00,false
707,550,Store,Drottninggatan 47,411 04,Göteborg,SE,,true
708,551,Store,Hämeenkatu 35,65100,Vaasa,FI,,true
709,552,Store,Industriveien 5,2609,Lillehammer,NO,Call 30 min before arrival,true
710,552,Second store,Havnegata 96,5003,Bergen,NO,Pallets only via goods entrance,false
711,553,Store,Puistokatu 10,15100,Lahti,FI,Leave with neighbour shop if closed,true
712,554,Store,Havnegata 73,5003,Bergen,NO,,true
713,555,Store,Norra Esplanaden 10,702 11,Örebro,SE,Leave with neighbour shop if closed,true
714,556,Store,Skolgatan 84,803 20,Gävle,SE,Pallets only via goods entrance,true
715,557,Store,Torggata 93,6002,Ålesund,NO,"Loading bay at the back, open 7-15",true
716,558,Store,Torggata 56,4006,Stavanger,NO,"Loading bay at the back, open 7-15",true
717,558,Second store,Torggata 8,4006,Stavanger,NO,No deliveries before 9:00,false
718,559,Store,Drottninggatan 103,803 20,Gävle,SE,Leave with neighbour shop if closed,true
719,560,Store,Norra Esplanaden 63,852 30,Sundsvall,SE,Leave with neighbour shop if closed,true
720,561,Store,Havnevej 94,6700,Esbjerg,DK,Pallets only via goods entrance,true
721,562,Store,Mannerheimintie 101,93600,Kuusamo,FI,,true
722,563,Store,Storgatan 51,972 31,Luleå,SE,,true
723,564,Store,Hämeenkatu 75,65100,Vaasa,FI,Pallets only via goods entrance,true
724,565,Store,Drottninggatan 89,831 30,Östersund,SE,,true
725,566,Store,Havnevej 18,6700,Esbjerg,DK,,true
726,566,Central warehouse,Nørregade 67,4000,Roskilde,DK,,false
727,567,Store,Havnegata 74,3015,Drammen,NO,Pallets only via goods entrance,true
728,568,Store,Puistokatu 118,99100,Kittilä,FI,,true
729,569,Store,Kauppakatu 96,96100,Rovaniemi,FI,No deliveries before 9:00,true
730,570,Store,Industrivägen 12,411 04,Göteborg,SE,Call 30 min before arrival,true
731,571,Store,Kungsgatan 35,582 22,Linköping,SE,Call 30 min before arrival,true
732,572,Store,Storgatan 72,831 30,Östersund,SE,Call 30 min before arrival,true
733,573,Store,Torikatu 4,33100,Tampere,FI,"Loading bay at the back, open 7-15",true
734,573,Central warehouse,Hämeenkatu 82,99100,Kittilä,FI,No deliveries before 9:00,false
735,574,Store,Skolevej 79,6700,Esbjerg,DK,Pallets only via goods entrance,true
736,574,Second store,Hovedgaden 23,5000,Odense,DK,No deliveries before 9:00,false
737,575,Store,Skolgatan 97,702 11,Örebro,SE,,true
738,576,Store,Storgata 84,7010,Trondheim,NO,Leave with neighbour shop if closed,true
739,576,Second store,Storgata 24,0150,Oslo,NO,,false
740,577,Store,Mannerheimintie 110,93600,Kuusamo,FI,No deliveries before 9:00,true
741,578,Store,Skolgatan 88,211 20,Malmö,SE,No deliveries before 9:00,true
742,579,Store,Drottninggatan 32,753 10,Uppsala,SE,"Loading bay at the back, open 7-15",true
743,580,Store,Puistokatu 117,20100,Turku,FI,"Loading bay at the back, open 7-15",true
744,581,Store,Industrivägen 118,903 26,Umeå,SE,Pallets only via goods entrance,true
745,582,Store,Sadama tn 21,10111,Tallinn,EE,No deliveries before 9:00,true
746,583,Store,Østergade 97,4000,Roskilde,DK,No deliveries before 9:00,true
747,584,Store,Industrivej 8,6000,Kolding,DK,"Loading bay at the back, open 7-15",true
748,585,Store,Torikatu 68,80100,Joensuu,FI,Pallets only via goods entrance,true
749,586,Store,Hamngatan 116,411 04,Göteborg,SE,Call 30 min before arrival,true
750,587,Store,Storgatan 45,981 31,Kiruna,SE,Leave with neighbour shop if closed,true
751,588,Store,Keskuskatu 115,13100,Hämeenlinna,FI,Leave with neighbour shop if closed,true
752,589,Store,Torikatu 78,90100,Oulu,FI,,true
753,590,Store,Mannerheimintie 42,90100,Oulu,FI,Call 30 min before arrival,true
754,591,Store,Norra Esplanaden 85,582 22,Linköping,SE,Leave with neighbour shop if closed,true
755,591,Central warehouse,Norra Esplanaden 96,582 22,Linköping,SE,,false
756,592,Store,Norra Esplanaden 105,411 04,Göteborg,SE,,true
757,593,Store,Keskuskatu 16,80100,Joensuu,FI,Call 30 min before arrival,true
758,594,Store,Asemakatu 1,20100,Turku,FI,,true
759,594,Second store,Torikatu 44,33100,Tampere,FI,Leave with neighbour shop if closed,false
760,595,Store,Storgatan 36,837 52,Åre,SE,,true
761,596,Store,Asemakatu 63,40100,Jyväskylä,FI,Pallets only via goods entrance,true
762,596,Second store,Rantatie 42,65100,Vaasa,FI,No deliveries before 9:00,false
763,597,Store,Asemakatu 76,80100,Joensuu,FI,"Loading bay at the back, open 7-15",true
764,598,Store,Drottninggatan 73,652 24,Karlstad,SE,,true
765,598,Central warehouse,Skolgatan 74,791 71,Falun,SE,No deliveries before 9:00,false
766,599,Store,Torikatu 91,33100,Tampere,FI,Call 30 min before arrival,true
767,600,Store,Fjellveien 82,3015,Drammen,NO,,true
768,601,Store,Hovedgaden 48,9000,Aalborg,DK,Pallets only via goods entrance,true
769,602,Store,Strandveien 35,6002,Ålesund,NO,,true
770,602,Central warehouse,Skoleveien 43,2317,Hamar,NO,Leave with neighbour shop if closed,false
771,603,Store,Industrivägen 100,582 22,Linköping,SE,,true
772,604,Store,Kungsgatan 9,831 30,Östersund,SE,Pallets only via goods entrance,true
773,604,Second store,Norra Esplanaden 76,582 22,Linköping,SE,,false
774,605,Store,Østergade 3,4000,Roskilde,DK,Leave with neighbour shop if closed,true
775,606,Store,Kauppakatu 96,90100,Oulu,FI,Leave with neighbour shop if closed,true
776,607,Store,Havnevej 57,8000,Aarhus,DK,Leave with neighbour shop if closed,true
777,608,Store,Kungsgatan 116,903 26,Umeå,SE,No deliveries before 9:00,true
778,609,Store,Bergweg 32,24103,Kiel,DE,Call 30 min before arrival,true
779,610,Store,Industriveien 74,2317,Hamar,NO,"Loading bay at the back, open 7-15",true
780,611,Store,Kirkegata 99,9510,Alta,NO,Pallets only via goods entrance,true
781,611,Second store,Storgata 27,9008,Tromsø,NO,"Loading bay at the back, open 7-15",false
782,612,Store,Mannerheimintie 38,70100,Kuopio,FI,,true
783,613,Store,Hamngatan 116,803 20,Gävle,SE,Call 30 min before arrival,true
784,614,Store,Drottninggatan 13,972 31,Luleå,SE,,true
785,615,Store,Kauppakatu 45,90100,Oulu,FI,,true
786,616,Store,Puistokatu 108,00100,Helsinki,FI,"Loading bay at the back, open 7-15",true
787,617,Store,Torikatu 27,99100,Kittilä,FI,,true
788,617,Second store,Kauppakatu 101,33100,Tampere,FI,,false
789,618,Store,Drottninggatan 61,981 31,Kiruna,SE,Leave with neighbour shop if closed,true
790,619,Store,Kungsgatan 13,803 20,Gävle,SE,"Loading bay at the back, open 7-15",true
791,620,Store,Hamngatan 63,753 10,Uppsala,SE,"Loading bay at the back, open 7-15",true
792,621,Store,Asemakatu 12,00100,Helsinki,FI,Pallets only via goods entrance,true
793,621,Central warehouse,Asemakatu 68,20100,Turku,FI,"Loading bay at the back, open 7-15",false
794,622,Store,Skoleveien 65,8006,Bodø,NO,,true
795,623,Store,Kooli tn 118,80010,Pärnu,EE,"Loading bay at the back, open 7-15",true
796,624,Store,Skoleveien 94,5003,Bergen,NO,,true
797,625,Store,Skolgatan 83,652 24,Karlstad,SE,"Loading bay at the back, open 7-15",true
798,626,Store,Nørregade 119,8000,Aarhus,DK,No deliveries before 9:00,true
799,627,Store,Industriveien 47,4006,Stavanger,NO,Call 30 min before arrival,true
800,628,Store,Kungsgatan 32,702 11,Örebro,SE,,true
801,629,Store,Torggata 5,4006,Stavanger,NO,No deliveries before 9:00,true
802,629,Central warehouse,Fjellveien 24,9510,Alta,NO,No deliveries before 9:00,false
803,630,Store,Storgatan 39,211 20,Malmö,SE,Pallets only via goods entrance,true
804,630,Second store,Kungsgatan 105,753 10,Uppsala,SE,Call 30 min before arrival,false
805,631,Store,Skolevej 80,9000,Aalborg,DK,Call 30 min before arrival,true
806,631,Second store,Østergade 44,6700,Esbjerg,DK,"Loading bay at the back, open 7-15",false
807,632,Store,Hämeenkatu 16,40100,Jyväskylä,FI,No deliveries before 9:00,true
808,633,Store,Norra Esplanaden 8,753 10,Uppsala,SE,Call 30 min before arrival,true
809,634,Store,Bergweg 64,10115,Berlin,DE,Leave with neighbour shop if closed,true
810,635,Store,Storgatan 9,702 11,Örebro,SE,"Loading bay at the back, open 7-15",true
811,636,Store,Rantatie 39,60100,Seinäjoki,FI,No deliveries before 9:00,true
812,637,Store,Industrivägen 110,981 31,Kiruna,SE,,true
813,638,Store,Teollisuustie 9,65100,Vaasa,FI,Pallets only via goods entrance,true
814,639,Store,Skoleveien 50,4610,Kristiansand,NO,"Loading bay at the back, open 7-15",true
815,640,Store,Kungsgatan 78,411 04,Göteborg,SE,Pallets only via goods entrance,true
816,641,Store,Fjellveien 27,5003,Bergen,NO,"Loading bay at the back, open 7-15",true
817,642,Store,Industrivägen 62,852 30,Sundsvall,SE,Pallets only via goods entrance,true
818,643,Store,Storgatan 44,981 31,Kiruna,SE,No deliveries before 9:00,true
819,644,Store,Vestergade 91,8000,Aarhus,DK,No deliveries before 9:00,true
820,645,Store,Hovedgaden 14,6000,Kolding,DK,"Loading bay at the back, open 7-15",true
821,645,Central warehouse,Havnevej 72,5000,Odense,DK,Pallets only via goods entrance,false
822,645,Second store,Skolevej 43,8000,Aarhus,DK,"Loading bay at the back, open 7-15",false
823,646,Store,Yliopistonkatu 74,00100,Helsinki,FI,Call 30 min before arrival,true
824,647,Store,Bergweg 71,80331,Munich,DE,,true
825,648,Store,Bahnhofstraße 58,10115,Berlin,DE,,true
826,649,Store,Industrivej 2,5000,Odense,DK,Leave with neighbour shop if closed,true
827,650,Store,Fjällvägen 61,753 10,Uppsala,SE,,true
828,650,Central warehouse,Storgatan 17,411 04,Göteborg,SE,"Loading bay at the back, open 7-15",false
829,651,Store,Hamngatan 6,831 30,Östersund,SE,Pallets only via goods entrance,true
830,652,Store,Norra Esplanaden 117,852 30,Sundsvall,SE,"Loading bay at the back, open 7-15",true
831,652,Second store,Industrivägen 97,831 30,Östersund,SE,Call 30 min before arrival,false
832,653,Store,Norra Esplanaden 114,791 71,Falun,SE,Leave with neighbour shop if closed,true
833,654,Store,Hämeenkatu 115,93600,Kuusamo,FI,Leave with neighbour shop if closed,true
834,655,Store,Havnegata 9,9510,Alta,NO,Pallets only via goods entrance,true
835,656,Store,Pärnu mnt 18,10111,Tallinn,EE,,true
836,656,Second store,Kooli tn 27,10111,Tallinn,EE,Pallets only via goods entrance,false
837,657,Store,Skoleveien 15,5003,Bergen,NO,,true
838,658,Store,Hamngatan 115,831 30,Östersund,SE,No deliveries before 9:00,true
839,659,Store,Rantatie 54,33100,Tampere,FI,Leave with neighbour shop if closed,true
840,660,Store,Hamngatan 59,972 31,Luleå,SE,"Loading bay at the back, open 7-15",true
841,661,Store,Havnegata 29,9008,Tromsø,NO,Leave with neighbour shop if closed,true
842,662,Store,Hamngatan 106,111 20,Stockholm,SE,Leave with neighbour shop if closed,true
843,663,Store,Mannerheimintie 103,15100,Lahti,FI,Leave with neighbour shop if closed,true
844,664,Store,Vestergade 118,4000,Roskilde,DK,Pallets only via goods entrance,true
845,664,Second store,Havnevej 25,6000,Kolding,DK,"Loading bay at the back, open 7-15",false
846,665,Store,Kungsgatan 44,791 71,Falun,SE,,true
847,666,Store,Kirkegata 109,3015,Drammen,NO,No deliveries before 9:00,true
848,667,Store,Teollisuustie 9,02100,Espoo,FI,Leave with neighbour shop if closed,true
849,668,Store,Asemakatu 109,60100,Seinäjoki,FI,"Loading bay at the back, open 7-15",true
850,668,Central warehouse,Rantatie 15,80100,Joensuu,FI,"Loading bay at the back, open 7-15",false
851,669,Store,Skolevej 48,5000,Odense,DK,Call 30 min before arrival,true
852,670,Store,Industriveien 106,8006,Bodø,NO,"Loading bay at the back, open 7-15",true
853,670,Second store,Skoleveien 8,4006,Stavanger,NO,Call 30 min before arrival,false
854,671,Store,Storgata 17,7010,Trondheim,NO,"Loading bay at the back, open 7-15",true
855,672,Store,Fjellveien 51,4610,Kristiansand,NO,Pallets only via goods entrance,true
856,673,Store,Fjällvägen 9,702 11,Örebro,SE,"Loading bay at the back, open 7-15",true
857,674,Store,Havnegata 6,6002,Ålesund,NO,Leave with neighbour shop if closed,true
858,675,Store,Industrivej 75,4000,Roskilde,DK,,true
859,676,Store,Teollisuustie 112,20100,Turku,FI,Pallets only via goods entrance,true
860,677,Store,Yliopistonkatu 68,40100,Jyväskylä,FI,Leave with neighbour shop if closed,true
861,678,Store,Keskuskatu 66,90100,Oulu,FI,Pallets only via goods entrance,true
862,679,Store,Skolgatan 90,803 20,Gävle,SE,Leave with neighbour shop if closed,true
863,680,Store,Storgata 25,0150,Oslo,NO,Call 30 min before arrival,true
864,680,Second store,Havnegata 72,8006,Bodø,NO,Call 30 min before arrival,false
865,681,Store,Järnvägsgatan 37,831 30,Östersund,SE,"Loading bay at the back, open 7-15",true
866,682,Store,Drottninggatan 42,831 30,Östersund,SE,Pallets only via goods entrance,true
867,682,Second store,Norra Esplanaden 79,981 31,Kiruna,SE,Leave with neighbour shop if closed,false
868,683,Store,Strandveien 39,2609,Lillehammer,NO,,true
869,683,Second store,Industriveien 34,9008,Tromsø,NO,No deliveries before 9:00,false
870,684,Store,Drottninggatan 88,791 71,Falun,SE,,true
871,684,Second store,Skolgatan 62,791 71,Falun,SE,"Loading bay at the back, open 7-15",false
872,685,Store,Kungsgatan 111,411 04,Göteborg,SE,"Loading bay at the back, open 7-15",true
873,686,Store,Hämeenkatu 35,60100,Seinäjoki,FI,"Loading bay at the back, open 7-15",true
874,687,Store,Keskuskatu 80,90100,Oulu,FI,,true
875,687,Second store,Yliopistonkatu 104,90100,Oulu,FI,"Loading bay at the back, open 7-15",false
876,688,Store,Storgata 35,7010,Trondheim,NO,Pallets only via goods entrance,true
877,689,Store,Torikatu 101,96100,Rovaniemi,FI,Call 30 min before arrival,true
878,689,Second store,Asemakatu 95,99100,Kittilä,FI,No deliveries before 9:00,false
879,690,Store,Järnvägsgatan 36,972 31,Luleå,SE,Pallets only via goods entrance,true
880,691,Store,Fjällvägen 6,903 26,Umeå,SE,"Loading bay at the back, open 7-15",true
881,692,Store,Kungsgatan 21,903 26,Umeå,SE,Pallets only via goods entrance,true
882,693,Store,Torikatu 24,80100,Joensuu,FI,Call 30 min before arrival,true
883,694,Store,Drottninggatan 90,111 20,Stockholm,SE,Leave with neighbour shop if closed,true
884,695,Store,Havnegata 9,2317,Hamar,NO,No deliveries before 9:00,true
885,696,Store,Strandveien 43,9510,Alta,NO,Leave with neighbour shop if closed,true
886,697,Store,Keskuskatu 10,60100,Seinäjoki,FI,,true
887,698,Store,Rantatie 56,20100,Turku,FI,No deliveries before 9:00,true
888,698,Second store,Yliopistonkatu 27,02100,Espoo,FI,,false
889,699,Store,Vestergade 15,5000,Odense,DK,Pallets only via goods entrance,true
890,700,Store,Järnvägsgatan 31,831 30,Östersund,SE,,true
891,700,Second store,Industrivägen 88,852 30,Sundsvall,SE,Leave with neighbour shop if closed,false
892,701,Store,Kungsgatan 36,972 31,Luleå,SE,Leave with neighbour shop if closed,true
893,702,Store,Torggata 3,7010,Trondheim,NO,Call 30 min before arrival,true
894,703,Store,Torikatu 109,70100,Kuopio,FI,,true
895,703,Second store,Teollisuustie 34,93600,Kuusamo,FI,Leave with neighbour shop if closed,false
896,704,Store,Havnegata 77,5003,Bergen,NO,Call 30 min before arrival,true
897,705,Store,Kauppakatu 35,70100,Kuopio,FI,,true
898,706,Store,Norra Esplanaden 115,803 20,Gävle,SE,No deliveries before 9:00,true
899,707,Store,Industrivägen 105,837 52,Åre,SE,,true
900,708,Store,Industrivägen 49,411 04,Göteborg,SE,Leave with neighbour shop if closed,true
901,709,Store,Teollisuustie 103,00100,Helsinki,FI,,true
902,710,Store,Kauppakatu 44,13100,Hämeenlinna,FI,No deliveries before 9:00,true
903,711,Store,Skolgatan 67,582 22,Linköping,SE,,true
904,711,Second store,Norra Esplanaden 94,852 30,Sundsvall,SE,No deliveries before 9:00,false
905,712,Store,Storgata 4,6002,Ålesund,NO,,true
906,713,Store,Storgata 34,4006,Stavanger,NO,Pallets only via goods entrance,true
907,714,Store,Teollisuustie 47,67100,Kokkola,FI,Call 30 min before arrival,true
908,714,Second store,Teollisuustie 33,60100,Seinäjoki,FI,"Loading bay at the back, open 7-15",false
909,715,Store,Kirkegata 67,5003,Bergen,NO,Leave with neighbour shop if closed,true
910,716,Store,Storgata 43,6002,Ålesund,NO,Pallets only via goods entrance,true
911,717,Store,Skolgatan 99,903 26,Umeå,SE,Call 30 min before arrival,true
912,717,Central warehouse,Hamngatan 57,852 30,Sundsvall,SE,Leave with neighbour shop if closed,false
913,718,Store,Yliopistonkatu 84,20100,Turku,FI,"Loading bay at the back, open 7-15",true
914,718,Central warehouse,Rantatie 6,80100,Joensuu,FI,"Loading bay at the back, open 7-15",false
915,719,Store,Mannerheimintie 113,33100,Tampere,FI,"Loading bay at the back, open 7-15",true
916,720,Store,Keskuskatu 69,80100,Joensuu,FI,No deliveries before 9:00,true
917,721,Store,Keskuskatu 29,90100,Oulu,FI,,true
918,721,Second store,Teollisuustie 25,40100,Jyväskylä,FI,Pallets only via goods entrance,false
919,722,Store,Østergade 46,1050,Copenhagen,DK,No deliveries before 9:00,true
920,723,Store,Kauppakatu 25,00100,Helsinki,FI,No deliveries before 9:00,true
921,724,Store,Mannerheimintie 62,60100,Seinäjoki,FI,"Loading bay at the back, open 7-15",true
922,725,Store,Teollisuustie 17,02100,Espoo,FI,"Loading bay at the back, open 7-15",true
923,726,Store,Rantatie 50,96100,Rovaniemi,FI,Pallets only via goods entrance,true
924,727,Store,Kauppakatu 16,70100,Kuopio,FI,Call 30 min before arrival,true
925,728,Store,Østergade 102,9000,Aalborg,DK,No deliveries before 9:00,true
926,729,Store,Yliopistonkatu 67,70100,Kuopio,FI,Pallets only via goods entrance,true
927,730,Store,Mannerheimintie 11,60100,Seinäjoki,FI,,true
928,731,Store,Bergweg 52,10115,Berlin,DE,,true
929,732,Store,Keskuskatu 7,70100,Kuopio,FI,Call 30 min before arrival,true
930,732,Second store,Yliopistonkatu 6,60100,Seinäjoki,FI,Call 30 min before arrival,false
931,733,Store,Industrivägen 16,211 20,Malmö,SE,Call 30 min before arrival,true
932,734,Store,Yliopistonkatu 11,67100,Kokkola,FI,No deliveries before 9:00,true
933,734,Second store,Keskuskatu 100,99100,Kittilä,FI,,false
934,735,Store,Norra Esplanaden 82,903 26,Umeå,SE,Pallets only via goods entrance,true
935,736,Store,Storgata 110,4610,Kristiansand,NO,No deliveries before 9:00,true
936,737,Store,Drottninggatan 36,831 30,Östersund,SE,Pallets only via goods entrance,true
937,738,Store,Asemakatu 95,40100,Jyväskylä,FI,No deliveries before 9:00,true
938,739,Store,Industrivägen 98,852 30,Sundsvall,SE,Pallets only via goods entrance,true
939,740,Store,Yliopistonkatu 68,13100,Hämeenlinna,FI,Pallets only via goods entrance,true
940,740,Second store,Rantatie 1,60100,Seinäjoki,FI,No deliveries before 9:00,false
941,741,Store,Industrivej 100,1050,Copenhagen,DK,No deliveries before 9:00,true
942,741,Second store,Nørregade 52,1050,Copenhagen,DK,Call 30 min before arrival,false
943,742,Store,Yliopistonkatu 103,90100,Oulu,FI,No deliveries before 9:00,true
944,743,Store,Teollisuustie 30,90100,Oulu,FI,Pallets only via goods entrance,true
945,744,Store,Nørregade 62,6000,Kolding,DK,,true
946,744,Central warehouse,Østergade 98,5000,Odense,DK,Call 30 min before arrival,false
947,745,Store,Storgatan 110,852 30,Sundsvall,SE,"Loading bay at the back, open 7-15",true
948,746,Store,Fjällvägen 10,111 20,Stockholm,SE,No deliveries before 9:00,true
949,746,Central warehouse,Storgatan 24,652 24,Karlstad,SE,,false
950,747,Store,Teollisuustie 110,02100,Espoo,FI,Pallets only via goods entrance,true
951,748,Store,Storgatan 95,753 10,Uppsala,SE,Leave with neighbour shop if closed,true
952,749,Store,Drottninggatan 91,831 30,Östersund,SE,Leave with neighbour shop if closed,true
953,750,Store,Industrivej 38,9000,Aalborg,DK,Call 30 min before arrival,true
954,751,Store,Mannerheimintie 3,90100,Oulu,FI,Call 30 min before arrival,true
955,752,Store,Storgatan 1,852 30,Sundsvall,SE,Call 30 min before arrival,true
956,753,Store,Järnvägsgatan 67,211 20,Malmö,SE,"Loading bay at the back, open 7-15",true
957,754,Store,Hämeenkatu 21,02100,Espoo,FI,Leave with neighbour shop if closed,true
958,754,Second store,Puistokatu 41,33100,Tampere,FI,,false
959,755,Store,Havnevej 66,8000,Aarhus,DK,No deliveries before 9:00,true
960,756,Store,Fjällvägen 80,831 30,Östersund,SE,"Loading bay at the back, open 7-15",true
961,757,Store,Kauppakatu 51,80100,Joensuu,FI,,true
962,758,Store,Puistokatu 92,70100,Kuopio,FI,"Loading bay at the back, open 7-15",true
963,759,Store,Hamngatan 28,753 10,Uppsala,SE,,true
964,760,Store,Havnegata 31,5003,Bergen,NO,,true
965,761,Store,Teollisuustie 19,40100,Jyväskylä,FI,"Loading bay at the back, open 7-15",true
966,761,Central warehouse,Keskuskatu 14,99100,Kittilä,FI,"Loading bay at the back, open 7-15",false
967,762,Store,Puistokatu 51,93600,Kuusamo,FI,Call 30 min before arrival,true
968,763,Store,Kauppakatu 118,93600,Kuusamo,FI,No deliveries before 9:00,true
969,764,Store,Puistokatu 120,20100,Turku,FI,Leave with neighbour shop if closed,true
970,765,Store,Pärnu mnt 67,10111,Tallinn,EE,"Loading bay at the back, open 7-15",true
971,766,Store,Asemakatu 88,96100,Rovaniemi,FI,Pallets only via goods entrance,true
972,767,Store,Skoleveien 113,4006,Stavanger,NO,"Loading bay at the back, open 7-15",true
973,768,Store,Rantatie 103,67100,Kokkola,FI,Pallets only via goods entrance,true
974,769,Store,Strandveien 102,9510,Alta,NO,"Loading bay at the back, open 7-15",true
975,769,Central warehouse,Havnegata 21,2609,Lillehammer,NO,,false
976,769,Second store,Kirkegata 30,0150,Oslo,NO,Call 30 min before arrival,false
977,770,Store,Hämeenkatu 20,96100,Rovaniemi,FI,No deliveries before 9:00,true
978,771,Store,Keskuskatu 61,96100,Rovaniemi,FI,"Loading bay at the back, open 7-15",true
979,772,Store,Storgata 9,9510,Alta,NO,No deliveries before 9:00,true
980,773,Store,Drottninggatan 48,111 20,Stockholm,SE,,true
981,774,Store,Storgatan 9,903 26,Umeå,SE,Pallets only via goods entrance,true
982,774,Second store,Storgatan 38,753 10,Uppsala,SE,No deliveries before 9:00,false
983,775,Store,Teollisuustie 119,40100,Jyväskylä,FI,Pallets only via goods entrance,true
984,775,Second store,Teollisuustie 98,15100,Lahti,FI,No deliveries before 9:00,false
985,776,Store,Fjellveien 51,5003,Bergen,NO,Call 30 min before arrival,true
986,777,Store,Kauppakatu 40,02100,Espoo,FI,Call 30 min before arrival,true
987,778,Store,Vestergade 93,6000,Kolding,DK,,true
988,779,Store,Keskuskatu 81,13100,Hämeenlinna,FI,Leave with neighbour shop if closed,true
