id,product_id,warehouse_id,moved_at,movement_type,quantity,reference,balance_after
19331,1553,2,2025-10-20 16:07:28,SHIPMENT,-1,SH-2025-002656,1
19332,1981,2,2025-10-20 16:07:28,SHIPMENT,-96,SH-2025-002656,120
19333,2337,2,2025-10-20 16:07:28,SHIPMENT,-8,SH-2025-002656,0
19334,659,1,2025-10-20 16:16:36,SHIPMENT,-12,SH-2025-002971,66
19335,1485,1,2025-10-20 16:16:36,SHIPMENT,-6,SH-2025-002971,66
19336,2169,1,2025-10-20 16:16:36,SHIPMENT,-12,SH-2025-002971,0
19337,2883,1,2025-10-20 16:16:36,SHIPMENT,-6,SH-2025-002971,54
19338,2169,1,2025-10-20 16:17:36,RECEIPT,10,PO-2025-28677,10
19339,566,2,2025-10-20 16:26:05,SHIPMENT,-6,SH-2025-003558,0
19340,793,2,2025-10-20 16:26:05,SHIPMENT,-2,SH-2025-003558,0
19341,1015,2,2025-10-20 16:26:05,SHIPMENT,-18,SH-2025-003558,0
19342,1227,2,2025-10-20 16:26:05,SHIPMENT,-2,SH-2025-003558,0
19343,1485,2,2025-10-20 16:26:05,SHIPMENT,-12,SH-2025-003558,30
19344,1639,2,2025-10-20 16:26:05,SHIPMENT,-6,SH-2025-003558,12
19345,1808,2,2025-10-20 16:26:05,SHIPMENT,-30,SH-2025-003558,66
19346,2287,2,2025-10-20 16:26:05,SHIPMENT,-96,SH-2025-003558,48
19347,1015,2,2025-10-20 16:27:05,RECEIPT,84,PO-2025-18957,84
19348,98,2,2025-10-20 16:47:19,SHIPMENT,-24,SH-2025-003592,0
19349,422,2,2025-10-20 16:47:19,SHIPMENT,-10,SH-2025-003592,7
19350,1071,2,2025-10-20 16:47:19,SHIPMENT,-6,SH-2025-003592,42
19351,1199,2,2025-10-20 16:47:19,SHIPMENT,-18,SH-2025-003592,48
19352,55,2,2025-10-20 17:01:57,SHIPMENT,-4,SH-2025-003038,0
19353,396,2,2025-10-20 17:01:57,SHIPMENT,-12,SH-2025-003038,132
19354,556,2,2025-10-20 17:01:57,SHIPMENT,-48,SH-2025-003038,0
19355,779,2,2025-10-20 17:01:57,SHIPMENT,-2,SH-2025-003038,15
19356,1304,2,2025-10-20 17:01:57,SHIPMENT,-4,SH-2025-003038,0
19357,2023,2,2025-10-20 17:01:57,SHIPMENT,-60,SH-2025-003038,0
19358,2176,2,2025-10-20 17:01:57,SHIPMENT,-12,SH-2025-003038,0
19359,2272,2,2025-10-20 17:01:57,SHIPMENT,-24,SH-2025-003038,24
19360,2662,2,2025-10-20 17:01:57,SHIPMENT,-5,SH-2025-003038,29
19361,2948,2,2025-10-20 17:01:57,SHIPMENT,-8,SH-2025-003038,7
19362,1304,2,2025-10-20 17:02:57,RECEIPT,22,PO-2025-21578,22
19363,42,2,2025-10-20 17:12:07,SHIPMENT,-5,SH-2025-003268,0
19364,117,2,2025-10-20 17:12:07,SHIPMENT,-5,SH-2025-003268,0
19365,1019,2,2025-10-20 17:12:07,SHIPMENT,-12,SH-2025-003268,0
19366,2553,2,2025-10-20 17:12:07,SHIPMENT,-20,SH-2025-003268,0
19367,42,2,2025-10-20 17:13:07,RECEIPT,13,PO-2025-10321,13
19368,2385,2,2025-10-20 17:21:32,SHIPMENT,-2,SH-2025-003032,1
19369,3051,2,2025-10-20 17:27:45,SHIPMENT,-12,SH-2025-002514,3
19370,1503,2,2025-10-20 17:46:01,SHIPMENT,-60,SH-2025-003004,0
19371,2524,2,2025-10-20 17:46:01,SHIPMENT,-3,SH-2025-003004,10
19372,1850,1,2025-10-20 17:46:42,RECEIPT,91,PO-2025-26124,91
19373,930,1,2025-10-20 17:46:57,SHIPMENT,-5,SH-2025-001720,6
19374,1503,2,2025-10-20 17:47:01,RECEIPT,24,PO-2025-23278,24
19375,538,1,2025-10-20 17:56:15,SHIPMENT,-3,SH-2025-003058,0
19376,1253,1,2025-10-20 17:56:15,SHIPMENT,-12,SH-2025-003058,0
19377,1406,1,2025-10-20 17:56:15,SHIPMENT,-6,SH-2025-003058,0
19378,3015,1,2025-10-20 17:56:15,SHIPMENT,-6,SH-2025-003058,18
19379,114,3,2025-10-20 18:26:43,SHIPMENT,-8,SH-2025-003425,0
19380,143,3,2025-10-20 18:26:43,SHIPMENT,-8,SH-2025-003425,0
19381,288,3,2025-10-20 18:26:43,SHIPMENT,-8,SH-2025-003425,3
19382,1625,3,2025-10-20 18:26:43,SHIPMENT,-36,SH-2025-003425,12
19383,1721,3,2025-10-20 18:26:43,SHIPMENT,-6,SH-2025-003425,16
19384,2668,3,2025-10-20 18:26:43,SHIPMENT,-12,SH-2025-003425,0
19385,2706,3,2025-10-20 18:26:43,SHIPMENT,-24,SH-2025-003425,12
19386,2860,3,2025-10-20 18:26:43,SHIPMENT,-1,SH-2025-003425,0
19387,3058,3,2025-10-20 18:26:43,SHIPMENT,-96,SH-2025-003425,0
19388,1146,2,2025-10-20 18:33:22,SHIPMENT,-4,SH-2025-002466,0
19389,2423,1,2025-10-20 19:33:47,RECEIPT,82,PO-2025-30688,82
19390,2598,1,2025-10-20 19:57:47,RECEIPT,10,PO-2025-32179,10
19391,3135,1,2025-10-20 20:39:48,RECEIPT,20,PO-2025-37001,20
19392,2690,1,2025-10-20 21:51:52,RECEIPT,42,PO-2025-33070,42
19393,3123,1,2025-10-21 01:42:40,RECEIPT,36,PO-2025-36836,36
19394,1170,3,2025-10-21 02:23:41,RECEIPT,14,PO-2025-20227,14
19395,1009,2,2025-10-21 02:35:14,RECEIPT,19,PO-2025-18915,19
19396,1443,1,2025-10-21 03:37:25,RECEIPT,132,PO-2025-22798,132
19397,8,2,2025-10-21 05:50:43,RECEIPT,96,PO-2025-10061,96
19398,104,2,2025-10-21 06:28:10,RECEIPT,27,PO-2025-10827,27
19399,831,2,2025-10-21 07:01:39,RECEIPT,12,PO-2025-17549,12
19400,2968,3,2025-10-21 07:02:48,RECEIPT,3,PO-2025-35576,3
19401,2891,3,2025-10-21 07:08:07,RECEIPT,72,PO-2025-34774,72
19402,730,2,2025-10-21 07:28:10,RECEIPT,5,PO-2025-16559,5
19403,35,3,2025-10-21 07:41:56,RECEIPT,4,PO-2025-10251,4
19404,2109,3,2025-10-21 07:51:59,RECEIPT,12,PO-2025-28257,12
19405,656,3,2025-10-21 08:04:23,RECEIPT,4,PO-2025-15946,4
19406,1230,1,2025-10-21 08:44:27,RECEIPT,90,PO-2025-20856,90
19407,426,2,2025-10-21 08:58:23,RECEIPT,9,PO-2025-13702,9
19408,441,1,2025-10-21 09:03:10,SHIPMENT,-1,SH-2025-002897,12
19409,660,1,2025-10-21 09:03:10,SHIPMENT,-30,SH-2025-002897,0
19410,2766,1,2025-10-21 09:03:10,SHIPMENT,-8,SH-2025-002897,7
19411,3053,1,2025-10-21 09:03:10,SHIPMENT,-10,SH-2025-002897,11
19412,1123,3,2025-10-21 09:08:07,RECEIPT,60,PO-2025-19837,60
19413,448,1,2025-10-21 09:10:20,RECEIPT,48,PO-2025-13889,48
19414,487,2,2025-10-21 09:13:32,RECEIPT,156,PO-2025-14368,156
19415,3132,1,2025-10-21 09:19:34,RECEIPT,60,PO-2025-36921,60
19416,218,1,2025-10-21 09:23:20,SHIPMENT,-12,SH-2025-003253,156
19417,380,1,2025-10-21 09:23:20,SHIPMENT,-48,SH-2025-003253,48
19418,467,1,2025-10-21 09:23:20,SHIPMENT,-18,SH-2025-003253,54
19419,671,1,2025-10-21 09:23:20,SHIPMENT,-30,SH-2025-003253,66
19420,2401,2,2025-10-21 09:27:42,RECEIPT,264,PO-2025-30512,264
19421,41,2,2025-10-21 09:30:24,SHIPMENT,-3,SH-2025-003099,0
19422,351,2,2025-10-21 09:30:24,SHIPMENT,-6,SH-2025-003099,12
19423,1214,2,2025-10-21 09:30:24,SHIPMENT,-6,SH-2025-003099,66
19424,3002,2,2025-10-21 09:30:24,SHIPMENT,-12,SH-2025-003099,36
19425,148,2,2025-10-21 09:41:43,SHIPMENT,-12,SH-2025-002722,96
19426,167,2,2025-10-21 09:41:43,SHIPMENT,-20,SH-2025-002722,8
19427,671,2,2025-10-21 09:41:43,SHIPMENT,-48,SH-2025-002722,36
19428,2164,2,2025-10-21 09:41:43,SHIPMENT,-6,SH-2025-002722,30
19429,2381,2,2025-10-21 09:41:43,SHIPMENT,-10,SH-2025-002722,7
19430,2475,2,2025-10-21 09:41:43,SHIPMENT,-6,SH-2025-002722,42
19431,2891,2,2025-10-21 09:41:43,SHIPMENT,-6,SH-2025-002722,0
19432,3017,2,2025-10-21 09:41:43,SHIPMENT,-6,SH-2025-002722,6
19433,3189,2,2025-10-21 09:41:43,SHIPMENT,-5,SH-2025-002722,13
19434,2891,2,2025-10-21 09:42:43,RECEIPT,60,PO-2025-34750,60
19435,2564,2,2025-10-21 09:44:46,SHIPMENT,-20,SH-2025-001614,3
19436,1106,1,2025-10-21 09:52:38,RECEIPT,24,PO-2025-19684,24
19437,761,3,2025-10-21 10:08:07,RECEIPT,12,PO-2025-16879,12
19438,1553,2,2025-10-21 10:28:59,SHIPMENT,-1,SH-2025-002671,0
19439,1624,2,2025-10-21 10:28:59,SHIPMENT,-8,SH-2025-002671,4
19440,2465,2,2025-10-21 10:28:59,SHIPMENT,-60,SH-2025-002671,0
19441,1553,2,2025-10-21 10:29:59,RECEIPT,17,PO-2025-23713,17
19442,1015,2,2025-10-21 10:32:52,SHIPMENT,-24,SH-2025-003377,60
19443,1199,2,2025-10-21 10:32:52,SHIPMENT,-48,SH-2025-003377,0
19444,2087,2,2025-10-21 10:32:52,SHIPMENT,-2,SH-2025-003377,35
19445,2478,2,2025-10-21 10:32:52,SHIPMENT,-12,SH-2025-003377,24
19446,1199,2,2025-10-21 10:33:52,RECEIPT,72,PO-2025-20545,72
19447,2852,1,2025-10-21 11:04:05,RECEIPT,8,PO-2025-34319,8
19448,200,2,2025-10-21 11:04:06,SHIPMENT,-20,SH-2025-003386,0
19449,243,2,2025-10-21 11:04:06,SHIPMENT,-2,SH-2025-003386,0
19450,739,2,2025-10-21 11:04:06,SHIPMENT,-4,SH-2025-003386,6
19451,1088,2,2025-10-21 11:04:06,SHIPMENT,-36,SH-2025-003386,156
19452,1358,2,2025-10-21 11:04:06,SHIPMENT,-1,SH-2025-003386,0
19453,1730,2,2025-10-21 11:04:06,SHIPMENT,-10,SH-2025-003386,0
19454,42,2,2025-10-21 11:04:21,SHIPMENT,-1,SH-2025-003010,12
19455,253,2,2025-10-21 11:04:21,SHIPMENT,-5,SH-2025-003010,26
19456,469,2,2025-10-21 11:04:21,SHIPMENT,-18,SH-2025-003010,36
19457,1027,2,2025-10-21 11:04:21,SHIPMENT,-24,SH-2025-003010,96
19458,1613,2,2025-10-21 11:04:21,SHIPMENT,-10,SH-2025-003010,0
19459,2011,2,2025-10-21 11:04:21,SHIPMENT,-12,SH-2025-003010,12
19460,2083,2,2025-10-21 11:04:21,SHIPMENT,-48,SH-2025-003010,0
19461,2396,2,2025-10-21 11:04:21,SHIPMENT,-2,SH-2025-003010,6
19462,200,2,2025-10-21 11:05:06,RECEIPT,8,PO-2025-11653,8
19463,1730,2,2025-10-21 11:05:06,RECEIPT,26,PO-2025-25031,26
19464,2083,2,2025-10-21 11:05:21,RECEIPT,204,PO-2025-28050,204
19465,101,2,2025-10-21 11:08:25,SHIPMENT,-6,SH-2025-002906,2
19466,219,2,2025-10-21 11:08:25,SHIPMENT,-4,SH-2025-002906,2
19467,1790,2,2025-10-21 11:08:25,SHIPMENT,-12,SH-2025-002906,54
19468,2574,2,2025-10-21 11:08:25,SHIPMENT,-10,SH-2025-002906,0
19469,2974,2,2025-10-21 11:08:25,SHIPMENT,-1,SH-2025-002906,10
19470,563,2,2025-10-21 11:08:31,SHIPMENT,-4,SH-2025-002392,0
19471,563,2,2025-10-21 11:09:31,RECEIPT,33,PO-2025-15116,33
19472,274,2,2025-10-21 11:21:55,SHIPMENT,-24,SH-2025-003147,144
19473,428,2,2025-10-21 11:21:55,SHIPMENT,-30,SH-2025-003147,114
19474,1434,2,2025-10-21 11:21:55,SHIPMENT,-6,SH-2025-003147,12
19475,106,1,2025-10-21 11:39:09,RECEIPT,32,PO-2025-10843,32
19476,1949,1,2025-10-21 11:40:47,RECEIPT,38,PO-2025-26980,38
19477,2075,2,2025-10-21 11:46:22,SHIPMENT,-48,SH-2025-002873,12
19478,2698,2,2025-10-21 11:46:22,SHIPMENT,-24,SH-2025-002873,36
19479,195,1,2025-10-21 11:58:00,RECEIPT,156,PO-2025-11605,156
19480,644,2,2025-10-21 12:20:47,RECEIPT,18,PO-2025-15826,18
19481,468,2,2025-10-21 12:25:18,SHIPMENT,-12,SH-2025-003311,0
19482,1248,2,2025-10-21 12:25:18,SHIPMENT,-6,SH-2025-003311,30
19483,1503,2,2025-10-21 12:25:18,SHIPMENT,-24,SH-2025-003311,0
19484,1503,2,2025-10-21 12:26:18,RECEIPT,108,PO-2025-23279,108
19485,1557,2,2025-10-21 12:27:39,SHIPMENT,-12,SH-2025-003003,24
19486,236,2,2025-10-21 12:28:08,SHIPMENT,-10,SH-2025-003186,10
19487,1230,2,2025-10-21 12:28:08,SHIPMENT,-6,SH-2025-003186,0
19488,1485,2,2025-10-21 12:28:08,SHIPMENT,-30,SH-2025-003186,0
19489,2225,2,2025-10-21 12:28:08,SHIPMENT,-4,SH-2025-003186,28
19490,3058,2,2025-10-21 12:28:08,SHIPMENT,-12,SH-2025-003186,12
19491,1230,2,2025-10-21 12:29:08,RECEIPT,72,PO-2025-20871,72
19492,1485,2,2025-10-21 12:29:08,RECEIPT,72,PO-2025-23110,72
19493,745,1,2025-10-21 12:32:07,SHIPMENT,-24,SH-2025-003187,0
19494,1975,1,2025-10-21 12:32:07,SHIPMENT,-2,SH-2025-003187,0
19495,2568,1,2025-10-21 12:32:07,SHIPMENT,-12,SH-2025-003187,0
19496,3041,1,2025-10-21 12:32:07,SHIPMENT,-6,SH-2025-003187,5
19497,3176,1,2025-10-21 12:32:07,SHIPMENT,-6,SH-2025-003187,1
19498,203,2,2025-10-21 12:33:44,SHIPMENT,-8,SH-2025-002782,0
19499,839,2,2025-10-21 12:33:44,SHIPMENT,-8,SH-2025-002782,10
19500,1230,2,2025-10-21 12:33:44,SHIPMENT,-18,SH-2025-002782,54
19501,1575,2,2025-10-21 12:33:44,SHIPMENT,-96,SH-2025-002782,60
19502,2397,2,2025-10-21 12:33:44,SHIPMENT,-36,SH-2025-002782,0
19503,367,2,2025-10-21 12:39:06,SHIPMENT,-10,SH-2025-003169,5
19504,785,2,2025-10-21 12:39:06,SHIPMENT,-60,SH-2025-003169,0
19505,145,1,2025-10-21 12:40:59,SHIPMENT,-24,SH-2025-003325,12
19506,419,2,2025-10-21 12:40:59,SHIPMENT,-2,SH-2025-002650,10
19507,396,1,2025-10-21 12:53:57,SHIPMENT,-12,SH-2025-003170,36
19508,602,1,2025-10-21 12:53:57,SHIPMENT,-8,SH-2025-003170,1
19509,1999,1,2025-10-21 12:53:57,SHIPMENT,-5,SH-2025-003170,0
19510,316,1,2025-10-21 12:56:45,RECEIPT,5,PO-2025-12819,5
19511,3,2,2025-10-21 12:59:04,SHIPMENT,-24,SH-2025-002676,0
19512,1398,2,2025-10-21 12:59:04,SHIPMENT,-12,SH-2025-002676,7
19513,1900,2,2025-10-21 12:59:04,SHIPMENT,-48,SH-2025-002676,96
19514,2177,2,2025-10-21 12:59:04,SHIPMENT,-5,SH-2025-002676,0
19515,2786,2,2025-10-21 12:59:04,SHIPMENT,-24,SH-2025-002676,72
19516,3085,2,2025-10-21 13:03:08,RECEIPT,23,PO-2025-36520,23
19517,292,1,2025-10-21 13:06:01,RECEIPT,20,PO-2025-12666,20
19518,1110,2,2025-10-21 13:21:13,SHIPMENT,-96,SH-2025-002838,0
19519,1220,2,2025-10-21 13:21:13,SHIPMENT,-20,SH-2025-002838,5
19520,1110,2,2025-10-21 13:22:13,RECEIPT,96,PO-2025-19724,96
19521,515,1,2025-10-21 13:23:07,SHIPMENT,-60,SH-2025-003547,0
19522,664,1,2025-10-21 13:23:07,SHIPMENT,-24,SH-2025-003547,0
19523,200,2,2025-10-21 13:29:11,SHIPMENT,-8,SH-2025-002745,0
19524,447,2,2025-10-21 13:29:11,SHIPMENT,-12,SH-2025-002745,0
19525,1276,2,2025-10-21 13:29:11,SHIPMENT,-18,SH-2025-002745,0
19526,1730,2,2025-10-21 13:29:11,SHIPMENT,-6,SH-2025-002745,20
19527,1871,2,2025-10-21 13:29:11,SHIPMENT,-24,SH-2025-002745,96
19528,1313,1,2025-10-21 13:34:01,RECEIPT,20,PO-2025-21685,20
19529,554,1,2025-10-21 13:53:06,RECEIPT,24,PO-2025-15030,24
19530,1681,1,2025-10-21 13:53:06,RECEIPT,48,PO-2025-24671,48
19531,133,1,2025-10-21 14:05:38,SHIPMENT,-6,SH-2025-003020,0
19532,3046,2,2025-10-21 14:14:44,RECEIPT,24,PO-2025-36199,24
19533,665,2,2025-10-21 14:16:34,SHIPMENT,-36,SH-2025-003388,72
19534,2104,2,2025-10-21 14:16:34,SHIPMENT,-48,SH-2025-003388,12
19535,2461,2,2025-10-21 14:16:34,SHIPMENT,-2,SH-2025-003388,0
19536,2571,2,2025-10-21 14:16:34,SHIPMENT,-20,SH-2025-003388,0
19537,2890,2,2025-10-21 14:16:34,SHIPMENT,-1,SH-2025-003388,20
19538,2906,2,2025-10-21 14:16:34,SHIPMENT,-2,SH-2025-003388,12
19539,1157,2,2025-10-21 14:18:17,RECEIPT,1,PO-2025-20115,1
19540,1727,2,2025-10-21 14:21:38,RECEIPT,17,PO-2025-24981,17
19541,919,2,2025-10-21 14:27:42,RECEIPT,84,PO-2025-18239,84
19542,1542,2,2025-10-21 15:03:08,RECEIPT,21,PO-2025-23613,21
19543,821,2,2025-10-21 15:15:14,SHIPMENT,-3,SH-2025-003105,8
19544,1071,2,2025-10-21 15:15:14,SHIPMENT,-24,SH-2025-003105,18
19545,1096,2,2025-10-21 15:15:14,SHIPMENT,-36,SH-2025-003105,12
19546,1199,2,2025-10-21 15:15:14,SHIPMENT,-48,SH-2025-003105,24
19547,1899,2,2025-10-21 15:15:14,SHIPMENT,-12,SH-2025-003105,66
19548,2212,2,2025-10-21 15:15:14,SHIPMENT,-4,SH-2025-003105,0
19549,77,2,2025-10-21 15:18:01,SHIPMENT,-3,SH-2025-002810,0
19550,2389,2,2025-10-21 15:18:01,SHIPMENT,-30,SH-2025-002810,48
19551,3041,2,2025-10-21 15:18:01,SHIPMENT,-8,SH-2025-002810,5
19552,2561,3,2025-10-21 15:42:36,RECEIPT,57,PO-2025-31814,57
19553,396,2,2025-10-21 15:43:00,SHIPMENT,-96,SH-2025-002705,36
19554,1114,2,2025-10-21 15:43:00,SHIPMENT,-12,SH-2025-002705,6
19555,2035,2,2025-10-21 15:43:00,SHIPMENT,-12,SH-2025-002705,0
19556,2302,2,2025-10-21 15:43:00,SHIPMENT,-48,SH-2025-002705,36
19557,689,1,2025-10-21 15:43:53,RECEIPT,41,PO-2025-16241,41
19558,284,2,2025-10-21 15:47:43,SHIPMENT,-24,SH-2025-003400,0
19559,1621,2,2025-10-21 15:47:43,SHIPMENT,-8,SH-2025-003400,14
19560,1867,2,2025-10-21 15:47:43,SHIPMENT,-6,SH-2025-003400,14
19561,2928,2,2025-10-21 15:47:43,SHIPMENT,-12,SH-2025-003400,0
19562,1304,2,2025-10-21 16:01:26,SHIPMENT,-12,SH-2025-003184,10
19563,2704,2,2025-10-21 16:01:26,SHIPMENT,-18,SH-2025-003184,78
19564,301,1,2025-10-21 16:26:02,SHIPMENT,-3,SH-2025-003304,5
19565,1175,1,2025-10-21 16:26:02,SHIPMENT,-4,SH-2025-003304,12
19566,1626,1,2025-10-21 16:26:02,SHIPMENT,-10,SH-2025-003304,24
19567,3176,1,2025-10-21 16:26:02,SHIPMENT,-1,SH-2025-003304,0
19568,1986,1,2025-10-21 16:26:32,SHIPMENT,-6,SH-2025-003473,0
19569,2567,1,2025-10-21 16:26:32,SHIPMENT,-1,SH-2025-003473,2
19570,3176,1,2025-10-21 16:27:02,RECEIPT,20,PO-2025-37277,20
19571,2564,3,2025-10-21 16:35:35,SHIPMENT,-2,SH-2025-002911,2
19572,2974,3,2025-10-21 16:35:35,SHIPMENT,-10,SH-2025-002911,22
19573,426,1,2025-10-21 16:52:38,RECEIPT,8,PO-2025-13698,8
19574,380,1,2025-10-21 17:14:07,SHIPMENT,-48,SH-2025-003037,0
19575,744,1,2025-10-21 17:14:07,SHIPMENT,-5,SH-2025-003037,4
19576,1108,1,2025-10-21 17:14:07,SHIPMENT,-48,SH-2025-003037,0
19577,2938,1,2025-10-21 17:14:07,SHIPMENT,-12,SH-2025-003037,36
19578,1832,2,2025-10-21 17:20:48,SHIPMENT,-24,SH-2025-003272,0
19579,2112,2,2025-10-21 17:20:48,SHIPMENT,-10,SH-2025-003272,0
19580,3014,2,2025-10-21 17:20:48,SHIPMENT,-20,SH-2025-003272,0
19581,761,2,2025-10-21 17:28:30,SHIPMENT,-6,SH-2025-003196,0
19582,1902,2,2025-10-21 17:28:30,SHIPMENT,-24,SH-2025-003196,120
19583,1957,2,2025-10-21 17:28:30,SHIPMENT,-60,SH-2025-003196,84
19584,2348,2,2025-10-21 17:28:30,SHIPMENT,-96,SH-2025-003196,36
19585,3076,2,2025-10-21 17:28:30,SHIPMENT,-6,SH-2025-003196,0
19586,481,2,2025-10-21 17:34:06,SHIPMENT,-5,SH-2025-002969,16
19587,2145,2,2025-10-21 17:34:06,SHIPMENT,-8,SH-2025-002969,7
19588,2150,2,2025-10-21 17:34:06,SHIPMENT,-2,SH-2025-002969,20
19589,3086,2,2025-10-21 17:34:06,SHIPMENT,-6,SH-2025-002969,0
19590,3173,2,2025-10-21 17:34:06,SHIPMENT,-6,SH-2025-002969,0
19591,1591,1,2025-10-21 17:41:00,SHIPMENT,-6,SH-2025-003442,120
19592,1,1,2025-10-21 17:42:29,RECEIPT,2,PO-2025-10001,2
19593,325,2,2025-10-21 17:46:14,SHIPMENT,-96,SH-2025-003306,24
19594,738,2,2025-10-21 17:46:14,SHIPMENT,-24,SH-2025-003306,12
19595,1006,2,2025-10-21 17:46:14,SHIPMENT,-36,SH-2025-003306,0
19596,1111,2,2025-10-21 17:46:14,SHIPMENT,-3,SH-2025-003306,0
19597,1739,2,2025-10-21 17:46:14,SHIPMENT,-12,SH-2025-003306,30
19598,2922,2,2025-10-21 17:46:14,SHIPMENT,-12,SH-2025-003306,0
19599,3024,2,2025-10-21 17:46:14,SHIPMENT,-1,SH-2025-003306,5
19600,3145,2,2025-10-21 17:46:14,SHIPMENT,-1,SH-2025-003306,20
19601,2922,2,2025-10-21 17:47:14,RECEIPT,30,PO-2025-35057,30
19602,201,1,2025-10-21 17:58:29,SHIPMENT,-6,SH-2025-003550,18
19603,270,1,2025-10-21 17:58:29,SHIPMENT,-5,SH-2025-003550,6
19604,1071,1,2025-10-21 17:58:29,SHIPMENT,-18,SH-2025-003550,0
19605,1082,1,2025-10-21 17:58:29,SHIPMENT,-48,SH-2025-003550,0
19606,1390,1,2025-10-21 17:58:29,SHIPMENT,-2,SH-2025-003550,14
19607,1797,1,2025-10-21 17:58:29,SHIPMENT,-24,SH-2025-003550,96
19608,2651,1,2025-10-21 17:58:29,SHIPMENT,-5,SH-2025-003550,0
19609,2659,1,2025-10-21 17:58:29,SHIPMENT,-2,SH-2025-003550,0
19610,2782,1,2025-10-21 17:58:29,SHIPMENT,-48,SH-2025-003550,120
19611,2977,1,2025-10-21 17:58:29,SHIPMENT,-2,SH-2025-003550,5
19612,2651,1,2025-10-21 17:59:29,RECEIPT,5,PO-2025-32754,5
19613,2807,2,2025-10-21 18:03:52,SHIPMENT,-12,SH-2025-002279,26
19614,114,1,2025-10-21 18:09:16,SHIPMENT,-1,SH-2025-003197,18
19615,1792,1,2025-10-21 18:12:43,SHIPMENT,-24,SH-2025-003370,0
19616,2808,1,2025-10-21 18:12:43,SHIPMENT,-2,SH-2025-003370,6
19617,1792,1,2025-10-21 18:13:43,RECEIPT,96,PO-2025-25622,96
19618,2704,1,2025-10-21 18:16:49,RECEIPT,17,PO-2025-33210,17
19619,2911,2,2025-10-21 18:18:51,SHIPMENT,-6,SH-2025-002853,1
19620,3141,2,2025-10-21 18:18:51,SHIPMENT,-12,SH-2025-002853,12
19621,1103,2,2025-10-21 18:22:00,SHIPMENT,-6,SH-2025-002669,32
19622,1792,2,2025-10-21 18:22:00,SHIPMENT,-24,SH-2025-002669,0
19623,1812,2,2025-10-21 18:22:00,SHIPMENT,-2,SH-2025-002669,0
19624,3119,2,2025-10-21 18:22:00,SHIPMENT,-12,SH-2025-002669,11
19625,1792,2,2025-10-21 18:23:00,RECEIPT,156,PO-2025-25641,156
19626,920,2,2025-10-21 18:29:29,SHIPMENT,-6,SH-2025-002970,48
19627,1199,2,2025-10-21 18:29:29,SHIPMENT,-12,SH-2025-002970,12
19628,2608,2,2025-10-21 18:29:29,SHIPMENT,-2,SH-2025-002970,10
19629,2958,2,2025-10-21 18:29:29,SHIPMENT,-48,SH-2025-002970,0
19630,3058,2,2025-10-21 18:29:29,SHIPMENT,-12,SH-2025-002970,0
19631,2897,2,2025-10-21 18:53:41,RECEIPT,10,PO-2025-34815,10
19632,242,2,2025-10-22 03:21:30,RECEIPT,8,PO-2025-12085,8
19633,2081,2,2025-10-22 03:39:05,RECEIPT,16,PO-2025-28019,16
19634,1591,2,2025-10-22 04:41:12,RECEIPT,36,PO-2025-23988,36
19635,538,1,2025-10-22 04:44:25,RECEIPT,11,PO-2025-14893,11
19636,2690,2,2025-10-22 05:39:05,RECEIPT,10,PO-2025-33071,10
19637,1572,1,2025-10-22 05:58:00,RECEIPT,18,PO-2025-23844,18
19638,1776,2,2025-10-22 06:33:35,RECEIPT,26,PO-2025-25495,26
19639,2390,1,2025-10-22 06:39:52,RECEIPT,6,PO-2025-30430,6
19640,2620,2,2025-10-22 06:52:54,RECEIPT,60,PO-2025-32366,60
19641,393,3,2025-10-22 07:21:20,RECEIPT,2,PO-2025-13449,2
19642,2720,1,2025-10-22 07:28:47,RECEIPT,25,PO-2025-33343,25
19643,2249,2,2025-10-22 07:41:12,RECEIPT,24,PO-2025-29334,24
19644,997,2,2025-10-22 07:42:48,RECEIPT,20,PO-2025-18834,20
19645,2259,2,2025-10-22 07:55:05,RECEIPT,60,PO-2025-29473,60
19646,92,3,2025-10-22 08:08:07,RECEIPT,6,PO-2025-10721,6
19647,2160,2,2025-10-22 08:51:58,RECEIPT,22,PO-2025-28615,22
19648,1797,1,2025-10-22 09:20:41,SHIPMENT,-48,SH-2025-002359,48
19649,665,1,2025-10-22 09:23:12,SHIPMENT,-60,SH-2025-003301,0
19650,1978,1,2025-10-22 09:23:12,SHIPMENT,-96,SH-2025-003301,0
19651,2182,1,2025-10-22 09:23:12,SHIPMENT,-6,SH-2025-003301,0
19652,665,1,2025-10-22 09:24:12,RECEIPT,12,PO-2025-16010,12
19653,2184,3,2025-10-22 09:28:37,SHIPMENT,-5,SH-2025-003472,10
19654,2194,3,2025-10-22 09:28:37,SHIPMENT,-1,SH-2025-003472,1
19655,3046,3,2025-10-22 09:28:37,SHIPMENT,-8,SH-2025-003472,42
19656,1036,3,2025-10-22 09:30:02,RECEIPT,4,PO-2025-19126,4
19657,2746,2,2025-10-22 09:31:01,RECEIPT,23,PO-2025-33517,23
19658,2810,2,2025-10-22 09:33:22,RECEIPT,126,PO-2025-34100,126
19659,1427,2,2025-10-22 09:49:23,SHIPMENT,-30,SH-2025-002594,6
19660,1085,2,2025-10-22 10:00:12,SHIPMENT,-2,SH-2025-002991,1
19661,1622,2,2025-10-22 10:00:12,SHIPMENT,-5,SH-2025-002991,0
