id,shipment_id,event_time,event_type,location,note
20275,3327,2025-10-10 07:33:25,PICKED,Göteborg,21 units picked
20276,3327,2025-10-10 10:33:25,PACKED,Göteborg,4 parcel(s)
20277,3327,2025-10-13 15:18:08,DISPATCHED,Göteborg,Handed to Polarpost
20278,3327,2025-10-14 02:43:07,HUB_SCAN,Örebro terminal,Arrived at terminal
20279,3327,2025-10-15 07:46:00,OUT_FOR_DELIVERY,Umeå,
20280,3327,2025-10-15 11:50:07,DELIVERED,Umeå,Signed by Nils Strand
20281,3328,2025-10-07 11:30:35,PICKED,Vantaa,115 units picked
20282,3328,2025-10-07 12:30:35,PACKED,Vantaa,1 pallet(s)
20283,3328,2025-10-08 16:49:56,DISPATCHED,Vantaa,Handed to Nordfrakt
20284,3328,2025-10-09 00:56:27,HUB_SCAN,Vantaa hub,Arrived at terminal
20285,3328,2025-10-09 07:16:00,OUT_FOR_DELIVERY,Rovaniemi,
20286,3328,2025-10-09 10:39:17,DELIVERED,Rovaniemi,Left at loading bay as instructed
20287,3329,2025-10-08 10:05:12,PICKED,Göteborg,22 units picked
20288,3329,2025-10-08 13:05:12,PACKED,Göteborg,4 parcel(s)
20289,3329,2025-10-08 09:36:08,DISPATCHED,Göteborg,Handed to Nordfrakt
20290,3329,2025-10-09 00:14:00,HUB_SCAN,Örebro terminal,Arrived at terminal
20291,3329,2025-10-13 07:04:00,OUT_FOR_DELIVERY,Uppsala,
20292,3329,2025-10-13 15:03:38,DELIVERED,Uppsala,Left at loading bay as instructed
20293,3330,2025-10-16 07:59:22,PICKED,Oslo,114 units picked
20294,3330,2025-10-16 09:59:22,PACKED,Oslo,19 parcel(s)
20295,3330,2025-10-17 18:32:58,DISPATCHED,Oslo,Handed to Polarpost
20296,3330,2025-10-20 05:02:38,HUB_SCAN,"Alnabru terminal, Oslo",Arrived at terminal
20297,3330,2025-10-20 07:40:00,OUT_FOR_DELIVERY,Stavanger,
20298,3330,2025-10-20 11:49:40,DELIVERED,Stavanger,Signed by Ingrid Bakke
20299,3331,2025-10-07 11:46:58,PICKED,Göteborg,2 units picked
20300,3331,2025-10-07 12:46:58,PACKED,Göteborg,1 parcel(s)
20301,3331,2025-10-08 15:24:43,DISPATCHED,Göteborg,Handed to Nordfrakt
20302,3331,2025-10-09 02:55:22,HUB_SCAN,Taulov terminal,Arrived at terminal
20303,3331,2025-10-10 07:37:00,OUT_FOR_DELIVERY,Aarhus,
20304,3331,2025-10-10 10:22:58,DELIVERED,Aarhus,Signed by L. Sørensen
20305,3332,2025-10-07 09:25:33,PICKED,Göteborg,104 units picked
20306,3332,2025-10-07 10:25:33,PACKED,Göteborg,18 parcel(s)
20307,3332,2025-10-08 10:59:44,DISPATCHED,Göteborg,Handed to Botnia Cargo
20308,3332,2025-10-09 05:45:53,HUB_SCAN,Örebro terminal,Arrived at terminal
20309,3332,2025-10-13 07:52:00,OUT_FOR_DELIVERY,Göteborg,
20310,3332,2025-10-13 14:28:07,DELIVERED,Göteborg,Signed by Henrik Olsson
20311,3333,2025-10-20 06:10:57,PICKED,Göteborg,21 units picked
20312,3333,2025-10-20 08:10:57,PACKED,Göteborg,4 parcel(s)
20313,3333,2025-10-20 09:07:08,DISPATCHED,Göteborg,Handed to Polarpost
20314,3333,2025-10-21 05:44:27,HUB_SCAN,Örebro terminal,Arrived at terminal
20315,3333,2025-10-23 07:24:00,OUT_FOR_DELIVERY,Falun,
20316,3333,2025-10-23 08:52:47,DELIVERED,Falun,Signed by S. Nilsson
20317,3334,2025-10-24 06:32:35,PICKED,Göteborg,14 units picked
20318,3334,2025-10-24 10:32:35,PACKED,Göteborg,3 parcel(s)
20319,3334,2025-10-27 15:18:17,DISPATCHED,Göteborg,Handed to Polarpost
20320,3334,2025-10-28 04:49:28,HUB_SCAN,Hamburg hub,Arrived at terminal
20321,3334,2025-10-30 07:08:00,OUT_FOR_DELIVERY,Flensburg,
20322,3334,2025-10-30 15:50:02,DELIVERED,Flensburg,Signed by Markus Wagner
20323,3335,2025-11-04 10:09:44,PICKED,Göteborg,63 units picked
20324,3335,2025-11-04 12:09:44,PACKED,Göteborg,1 pallet(s)
20325,3335,2025-11-04 12:38:08,DISPATCHED,Göteborg,Handed to Kalott Freight
20326,3335,2025-11-05 01:03:30,HUB_SCAN,Örebro terminal,Arrived at terminal
20327,3335,2025-11-05 07:50:00,OUT_FOR_DELIVERY,Stockholm,
20328,3335,2025-11-05 14:19:30,DELIVERED,Stockholm,Signed by L. Strand
20329,3336,2025-10-06 10:29:24,PICKED,Göteborg,27 units picked
20330,3336,2025-10-06 13:29:24,PACKED,Göteborg,5 parcel(s)
20331,3336,2025-10-07 16:08:14,DISPATCHED,Göteborg,Handed to Havnelast
20332,3336,2025-10-08 02:49:49,HUB_SCAN,Taulov terminal,Arrived at terminal
20333,3336,2025-10-10 07:43:00,OUT_FOR_DELIVERY,Aarhus,
20334,3336,2025-10-10 12:36:15,DELIVERED,Aarhus,Signed by P. Rasmussen
20335,3337,2025-10-06 07:56:02,PICKED,Vantaa,99 units picked
20336,3337,2025-10-06 08:56:02,PACKED,Vantaa,17 parcel(s)
20337,3337,2025-10-07 13:34:41,DISPATCHED,Vantaa,Handed to Kalott Freight
20338,3337,2025-10-08 02:44:24,HUB_SCAN,Vantaa hub,Arrived at terminal
20339,3337,2025-10-08 07:26:00,OUT_FOR_DELIVERY,Turku,
20340,3337,2025-10-08 13:50:45,DELIVERED,Turku,Left at loading bay as instructed
20341,3338,2025-10-10 09:46:46,PICKED,Vantaa,140 units picked
20342,3338,2025-10-10 12:46:46,PACKED,Vantaa,24 parcel(s)
20343,3338,2025-10-13 16:46:42,DISPATCHED,Vantaa,Handed to Polarpost
20344,3338,2025-10-14 03:28:50,HUB_SCAN,Vantaa hub,Arrived at terminal
20345,3338,2025-10-14 07:50:00,OUT_FOR_DELIVERY,Kuusamo,
20346,3338,2025-10-14 14:22:59,DELIVERED,Kuusamo,Signed by T. Järvinen
20347,3339,2025-10-15 06:03:14,PICKED,Vantaa,2 units picked
20348,3339,2025-10-15 08:03:14,PACKED,Vantaa,1 parcel(s)
20349,3339,2025-10-15 17:03:25,DISPATCHED,Vantaa,Handed to Polarpost
20350,3339,2025-10-16 01:42:22,HUB_SCAN,Vantaa hub,Arrived at terminal
20351,3339,2025-10-17 07:53:00,OUT_FOR_DELIVERY,Turku,
20352,3339,2025-10-17 09:24:22,DELIVERED,Turku,Left at loading bay as instructed
20353,3340,2025-10-22 08:08:27,PICKED,Göteborg,50 units picked
20354,3340,2025-10-22 10:08:27,PACKED,Göteborg,1 pallet(s)
20355,3340,2025-10-23 09:34:56,DISPATCHED,Göteborg,Handed to Polarpost
20356,3340,2025-10-24 06:13:15,HUB_SCAN,Örebro terminal,Arrived at terminal
20357,3340,2025-10-27 07:13:00,OUT_FOR_DELIVERY,Östersund,
20358,3340,2025-10-27 11:18:08,DELIVERED,Östersund,Left at loading bay as instructed
20359,3341,2025-10-09 07:04:06,PICKED,Göteborg,11 units picked
20360,3341,2025-10-09 08:04:06,PACKED,Göteborg,2 parcel(s)
20361,3341,2025-10-10 15:30:35,DISPATCHED,Göteborg,Handed to Nordfrakt
20362,3341,2025-10-13 05:57:05,HUB_SCAN,Hamburg hub,Arrived at terminal
20363,3341,2025-10-15 07:32:00,OUT_FOR_DELIVERY,Berlin,
20364,3341,2025-10-15 11:50:49,DELIVERED,Berlin,Left at loading bay as instructed
20365,3342,2025-10-07 08:40:25,PICKED,Göteborg,18 units picked
20366,3342,2025-10-07 11:40:25,PACKED,Göteborg,3 parcel(s)
20367,3342,2025-10-08 18:53:35,DISPATCHED,Göteborg,Handed to Nordfrakt
20368,3342,2025-10-09 02:08:48,HUB_SCAN,Örebro terminal,Arrived at terminal
20369,3342,2025-10-10 07:38:00,OUT_FOR_DELIVERY,Örebro,
20370,3342,2025-10-10 08:55:05,DELIVERED,Örebro,Signed at goods entrance
20371,3343,2025-10-27 08:26:52,PICKED,Göteborg,6 units picked
20372,3343,2025-10-27 12:26:52,PACKED,Göteborg,1 parcel(s)
20373,3343,2025-10-28 17:09:26,DISPATCHED,Göteborg,Handed to Nordfrakt
20374,3343,2025-10-29 05:48:45,HUB_SCAN,Taulov terminal,Arrived at terminal
20375,3343,2025-10-31 07:28:00,OUT_FOR_DELIVERY,Kolding,
20376,3343,2025-10-31 10:56:26,DELIVERED,Kolding,Signed by Camilla Rasmussen
20377,3344,2025-10-06 09:56:28,PICKED,Oslo,145 units picked
20378,3344,2025-10-06 10:56:28,PACKED,Oslo,1 pallet(s)
20379,3344,2025-10-06 09:06:28,DISPATCHED,Oslo,Handed to Nordfrakt
20380,3344,2025-10-07 05:38:42,HUB_SCAN,"Alnabru terminal, Oslo",Arrived at terminal
20381,3344,2025-10-09 07:16:00,OUT_FOR_DELIVERY,Hamar,
20382,3344,2025-10-09 14:26:09,DELIVERED,Hamar,Signed by H. Olsen
20383,3345,2025-10-23 08:04:51,PICKED,Oslo,11 units picked
20384,3345,2025-10-23 09:04:51,PACKED,Oslo,2 parcel(s)
20385,3345,2025-10-23 10:13:32,DISPATCHED,Oslo,Handed to Polarpost
20386,3345,2025-10-24 05:01:41,HUB_SCAN,"Alnabru terminal, Oslo",Arrived at terminal
20387,3345,2025-10-27 07:49:00,OUT_FOR_DELIVERY,Stavanger,
20388,3345,2025-10-27 08:54:52,DELIVERED,Stavanger,Signed by Ingrid Bakke
20389,3346,2025-10-06 06:49:33,PICKED,Göteborg,101 units picked
20390,3346,2025-10-06 10:49:33,PACKED,Göteborg,17 parcel(s)
20391,3346,2025-10-07 12:43:53,DISPATCHED,Göteborg,Handed to Kalott Freight
20392,3346,2025-10-08 01:06:49,HUB_SCAN,"Alnabru terminal, Oslo",Arrived at terminal
20393,3346,2025-10-13 07:05:00,OUT_FOR_DELIVERY,Trondheim,
20394,3346,2025-10-13 09:31:21,DELIVERED,Trondheim,Signed by Mathias Hansen
20395,3347,2025-10-27 07:31:24,PICKED,Göteborg,31 units picked
20396,3347,2025-10-27 11:31:24,PACKED,Göteborg,6 parcel(s)
20397,3347,2025-10-27 14:33:35,DISPATCHED,Göteborg,Handed to Kalott Freight
20398,3347,2025-10-28 06:55:32,HUB_SCAN,Örebro terminal,Arrived at terminal
20399,3347,2025-10-29 19:31:55,DELAYED,Örebro terminal,Capacity shortage at terminal
20400,3347,2025-10-31 07:26:00,OUT_FOR_DELIVERY,Östersund,
20401,3347,2025-10-31 09:37:02,DELIVERED,Östersund,Signed by Lars Larsson
20402,3348,2025-10-31 11:24:17,PICKED,Göteborg,12 units picked
20403,3348,2025-10-31 15:24:17,PACKED,Göteborg,2 parcel(s)
20404,3348,2025-10-31 12:37:02,DISPATCHED,Göteborg,Handed to Nordfrakt
20405,3348,2025-11-03 06:21:12,HUB_SCAN,Örebro terminal,Arrived at terminal
20406,3348,2025-11-03 07:11:00,OUT_FOR_DELIVERY,Sundsvall,
20407,3348,2025-11-03 15:01:29,DELIVERED,Sundsvall,Signed by Sara Lundqvist
20408,3349,2025-10-15 06:44:38,PICKED,Vantaa,19 units picked
20409,3349,2025-10-15 07:44:38,PACKED,Vantaa,4 parcel(s)
20410,3349,2025-10-15 09:28:27,DISPATCHED,Vantaa,Handed to Kalott Freight
20411,3349,2025-10-16 06:21:02,HUB_SCAN,Vantaa hub,Arrived at terminal
20412,3349,2025-10-17 07:46:00,OUT_FOR_DELIVERY,Espoo,
20413,3349,2025-10-17 14:14:41,DELIVERED,Espoo,Left at loading bay as instructed
20414,3350,2025-10-20 08:04:52,PICKED,Vantaa,169 units picked
20415,3350,2025-10-20 11:04:52,PACKED,Vantaa,1 pallet(s)
20416,3350,2025-10-20 12:26:57,DISPATCHED,Vantaa,Handed to Botnia Cargo
20417,3350,2025-10-21 01:06:33,HUB_SCAN,Vantaa hub,Arrived at terminal
20418,3350,2025-10-21 07:46:00,OUT_FOR_DELIVERY,Hämeenlinna,
20419,3350,2025-10-21 13:36:02,DELIVERED,Hämeenlinna,Left at loading bay as instructed
20420,3351,2025-10-08 07:26:54,PICKED,Göteborg,52 units picked
20421,3351,2025-10-08 08:26:54,PACKED,Göteborg,1 pallet(s)
20422,3351,2025-10-08 17:09:48,DISPATCHED,Göteborg,Handed to Nordfrakt
20423,3351,2025-10-09 05:29:54,HUB_SCAN,Örebro terminal,Arrived at terminal
20424,3351,2025-10-10 07:00:00,OUT_FOR_DELIVERY,Umeå,
20425,3351,2025-10-10 08:13:07,DELIVERED,Umeå,Left at loading bay as instructed
20426,3352,2025-10-30 08:45:31,PICKED,Göteborg,92 units picked
20427,3352,2025-10-30 12:45:31,PACKED,Göteborg,1 pallet(s)
20428,3352,2025-10-31 13:16:52,DISPATCHED,Göteborg,Handed to Havnelast
20429,3352,2025-11-03 06:59:37,HUB_SCAN,Örebro terminal,Arrived at terminal
20430,3352,2025-11-03 07:18:00,OUT_FOR_DELIVERY,Kiruna,
20431,3352,2025-11-03 12:21:58,DELIVERED,Kiruna,Signed by S. Andersson
20432,3353,2025-10-10 09:08:36,PICKED,Oslo,76 units picked
20433,3353,2025-10-10 10:08:36,PACKED,Oslo,13 parcel(s)
20434,3353,2025-10-10 12:38:59,DISPATCHED,Oslo,Handed to Polarpost
20435,3353,2025-10-13 05:09:58,HUB_SCAN,"Alnabru terminal, Oslo",Arrived at terminal
20436,3353,2025-10-13 07:06:00,OUT_FOR_DELIVERY,Ålesund,
20437,3353,2025-10-13 15:49:39,DELIVERED,Ålesund,Signed at goods entrance
20438,3354,2025-10-27 06:14:42,PICKED,Vantaa,52 units picked
20439,3354,2025-10-27 07:14:42,PACKED,Vantaa,9 parcel(s)
20440,3354,2025-10-27 10:44:25,DISPATCHED,Vantaa,Handed to Kalott Freight
20441,3354,2025-10-28 02:40:39,HUB_SCAN,Vantaa hub,Arrived at terminal
20442,3354,2025-10-28 07:38:00,OUT_FOR_DELIVERY,Rovaniemi,
20443,3354,2025-10-28 11:59:26,DELIVERED,Rovaniemi,Signed by Aino Hämäläinen
20444,3355,2025-10-07 07:04:36,PICKED,Göteborg,46 units picked
20445,3355,2025-10-07 11:04:36,PACKED,Göteborg,8 parcel(s)
20446,3355,2025-10-07 09:56:08,DISPATCHED,Göteborg,Handed to Nordfrakt
20447,3355,2025-10-08 03:00:21,HUB_SCAN,"Alnabru terminal, Oslo",Arrived at terminal
20448,3355,2025-10-13 07:21:00,OUT_FOR_DELIVERY,Bergen,
20449,3355,2025-10-13 15:26:37,DELIVERED,Bergen,Signed by Vegard Andersen
20450,3356,2025-10-08 06:06:25,PICKED,Vantaa,2 units picked
20451,3356,2025-10-08 07:06:25,PACKED,Vantaa,1 parcel(s)
20452,3356,2025-10-08 13:38:18,DISPATCHED,Vantaa,Handed to Polarpost
20453,3356,2025-10-09 01:56:56,HUB_SCAN,Vantaa hub,Arrived at terminal
20454,3356,2025-10-10 07:51:00,OUT_FOR_DELIVERY,Vaasa,
20455,3356,2025-10-10 08:44:48,DELIVERED,Vaasa,Signed by N. Korhonen
20456,3357,2025-10-13 07:08:44,PICKED,Göteborg,143 units picked
20457,3357,2025-10-13 10:08:44,PACKED,Göteborg,1 pallet(s)
20458,3357,2025-10-14 10:19:32,DISPATCHED,Göteborg,Handed to Havnelast
20459,3357,2025-10-15 04:26:45,HUB_SCAN,Örebro terminal,Arrived at terminal
20460,3357,2025-10-16 07:42:00,OUT_FOR_DELIVERY,Åre,
20461,3357,2025-10-16 11:44:25,DELIVERED,Åre,Signed by M. Nilsson
20462,3358,2025-10-27 09:11:39,PICKED,Göteborg,51 units picked
20463,3358,2025-10-27 10:11:39,PACKED,Göteborg,9 parcel(s)
20464,3358,2025-10-27 10:07:31,DISPATCHED,Göteborg,Handed to Botnia Cargo
20465,3358,2025-10-28 02:51:09,HUB_SCAN,"Alnabru terminal, Oslo",Arrived at terminal
20466,3358,2025-10-28 14:45:51,DELIVERY_ATTEMPTED,Bodø,"Receiver closed, new attempt next working day"
20467,3358,2025-10-29 07:45:00,OUT_FOR_DELIVERY,Bodø,
20468,3358,2025-10-29 15:46:48,DELIVERED,Bodø,Signed at goods entrance
20469,3359,2025-10-22 09:50:16,PICKED,Göteborg,72 units picked
20470,3359,2025-10-22 10:50:16,PACKED,Göteborg,1 pallet(s)
20471,3359,2025-10-22 16:17:20,DISPATCHED,Göteborg,Handed to Havnelast
20472,3359,2025-10-23 05:15:00,HUB_SCAN,"Alnabru terminal, Oslo",Arrived at terminal
20473,3359,2025-10-27 07:56:00,OUT_FOR_DELIVERY,Trondheim,
20474,3359,2025-10-27 12:13:23,DELIVERED,Trondheim,Signed at goods entrance
20475,3360,2025-10-15 07:49:42,PICKED,Vantaa,38 units picked
20476,3360,2025-10-15 10:49:42,PACKED,Vantaa,1 pallet(s)
20477,3360,2025-10-15 14:57:47,DISPATCHED,Vantaa,Handed to Nordfrakt
20478,3360,2025-10-16 02:48:49,HUB_SCAN,Vantaa hub,Arrived at terminal
20479,3360,2025-10-16 07:57:00,OUT_FOR_DELIVERY,Kuusamo,
20480,3360,2025-10-16 11:36:39,DELIVERED,Kuusamo,Signed at goods entrance
20481,3361,2025-10-07 11:32:51,PICKED,Göteborg,120 units picked
20482,3361,2025-10-07 15:32:51,PACKED,Göteborg,20 parcel(s)
20483,3361,2025-10-07 13:32:45,DISPATCHED,Göteborg,Handed to Nordfrakt
20484,3361,2025-10-08 03:08:04,HUB_SCAN,Örebro terminal,Arrived at terminal
20485,3361,2025-10-10 07:31:00,OUT_FOR_DELIVERY,Karlstad,
20486,3361,2025-10-10 13:11:52,DELIVERED,Karlstad,Signed at goods entrance
20487,3362,2025-10-20 08:28:24,PICKED,Vantaa,21 units picked
20488,3362,2025-10-20 10:28:24,PACKED,Vantaa,4 parcel(s)
20489,3362,2025-10-20 12:06:25,DISPATCHED,Vantaa,Handed to Polarpost
20490,3362,2025-10-21 05:28:55,HUB_SCAN,Vantaa hub,Arrived at terminal
20491,3362,2025-10-21 07:31:00,OUT_FOR_DELIVERY,Tampere,
20492,3362,2025-10-21 12:23:33,DELIVERED,Tampere,Signed by L. Virtanen
20493,3363,2025-10-13 07:24:47,PICKED,Vantaa,78 units picked
20494,3363,2025-10-13 09:24:47,PACKED,Vantaa,13 parcel(s)
20495,3363,2025-10-14 11:01:07,DISPATCHED,Vantaa,Handed to Kalott Freight
20496,3363,2025-10-15 04:08:51,HUB_SCAN,Vantaa hub,Arrived at terminal
20497,3363,2025-10-16 07:55:00,OUT_FOR_DELIVERY,Tampere,
20498,3363,2025-10-16 15:39:45,DELIVERED,Tampere,Signed at goods entrance
20499,3364,2025-11-03 06:23:13,PICKED,Vantaa,50 units picked
20500,3364,2025-11-03 08:23:13,PACKED,Vantaa,9 parcel(s)
20501,3364,2025-11-04 17:41:14,DISPATCHED,Vantaa,Handed to Havnelast
20502,3364,2025-11-05 01:32:39,HUB_SCAN,Vantaa hub,Arrived at terminal
20503,3364,2025-11-06 07:13:00,OUT_FOR_DELIVERY,Oulu,
20504,3364,2025-11-06 11:00:28,DELIVERED,Oulu,Left at loading bay as instructed
20505,3365,2025-10-28 06:42:02,PICKED,Oslo,32 units picked
20506,3365,2025-10-28 09:42:02,PACKED,Oslo,6 parcel(s)
20507,3365,2025-10-28 14:09:22,DISPATCHED,Oslo,Handed to Nordfrakt
20508,3365,2025-10-29 02:34:42,HUB_SCAN,"Alnabru terminal, Oslo",Arrived at terminal
20509,3365,2025-10-30 07:35:00,OUT_FOR_DELIVERY,Bergen,
20510,3365,2025-10-30 10:14:49,DELIVERED,Bergen,Signed by H. Moen
20511,3366,2025-10-03 09:17:30,PICKED,Vantaa,2 units picked
20512,3366,2025-10-03 10:17:30,PACKED,Vantaa,1 parcel(s)
20513,3366,2025-10-03 10:10:39,DISPATCHED,Vantaa,Handed to Kalott Freight
20514,3366,2025-10-06 02:58:13,HUB_SCAN,Vantaa hub,Arrived at terminal
20515,3366,2025-10-06 07:15:00,OUT_FOR_DELIVERY,Joensuu,
20516,3366,2025-10-06 14:33:52,DELIVERED,Joensuu,Left at loading bay as instructed
20517,3367,2025-10-14 06:32:03,PICKED,Göteborg,36 units picked
20518,3367,2025-10-14 07:32:03,PACKED,Göteborg,6 parcel(s)
20519,3367,2025-10-15 14:07:04,DISPATCHED,Göteborg,Handed to Nordfrakt
20520,3367,2025-10-16 06:45:19,HUB_SCAN,Örebro terminal,Arrived at terminal
20521,3367,2025-10-16 07:42:00,OUT_FOR_DELIVERY,Malmö,
20522,3367,2025-10-16 09:43:54,DELIVERED,Malmö,Signed by L. Åberg
20523,3368,2025-10-07 11:55:36,PICKED,Oslo,66 units picked
20524,3368,2025-10-07 15:55:36,PACKED,Oslo,11 parcel(s)
20525,3368,2025-10-07 17:30:27,DISPATCHED,Oslo,Handed to Polarpost
20526,3368,2025-10-08 00:25:49,HUB_SCAN,"Alnabru terminal, Oslo",Arrived at terminal
20527,3368,2025-10-10 07:00:00,OUT_FOR_DELIVERY,Alta,
20528,3368,2025-10-10 11:12:39,DELIVERED,Alta,Signed by Vegard Dahl
20529,3369,2025-10-13 10:29:47,PICKED,Vantaa,5 units picked
20530,3369,2025-10-13 14:29:47,PACKED,Vantaa,1 parcel(s)
20531,3369,2025-10-14 10:26:05,DISPATCHED,Vantaa,Handed to Nordfrakt
20532,3369,2025-10-15 06:03:31,HUB_SCAN,Vantaa hub,Arrived at terminal
20533,3369,2025-10-16 07:38:00,OUT_FOR_DELIVERY,Lahti,
20534,3369,2025-10-16 09:08:49,DELIVERED,Lahti,Signed by K. Lehtonen
20535,3370,2025-10-21 11:54:31,PICKED,Vantaa,26 units picked
20536,3370,2025-10-21 13:54:31,PACKED,Vantaa,5 parcel(s)
20537,3370,2025-10-21 18:12:43,DISPATCHED,Vantaa,Handed to Kalott Freight
20538,3370,2025-10-22 01:05:03,HUB_SCAN,Vantaa hub,Arrived at terminal
20539,3370,2025-10-23 07:18:00,OUT_FOR_DELIVERY,Espoo,
20540,3370,2025-10-23 09:54:55,DELIVERED,Espoo,Signed at goods entrance
20541,3371,2025-11-04 07:33:59,PICKED,Göteborg,12 units picked
20542,3371,2025-11-04 11:33:59,PACKED,Göteborg,2 parcel(s)
20543,3371,2025-11-04 16:15:52,DISPATCHED,Göteborg,Handed to Baltic Freight Line
20544,3371,2025-11-05 01:57:29,HUB_SCAN,Örebro terminal,Arrived at terminal
20545,3371,2025-11-06 07:30:00,OUT_FOR_DELIVERY,Umeå,
20546,3371,2025-11-06 08:57:02,DELIVERED,Umeå,Signed at goods entrance
20547,3372,2025-10-22 07:24:43,PICKED,Vantaa,21 units picked
20548,3372,2025-10-22 11:24:43,PACKED,Vantaa,4 parcel(s)
20549,3372,2025-10-23 12:44:27,DISPATCHED,Vantaa,Handed to Polarpost
20550,3372,2025-10-24 04:36:08,HUB_SCAN,Vantaa hub,Arrived at terminal
20551,3372,2025-10-24 07:49:00,OUT_FOR_DELIVERY,Rovaniemi,
20552,3372,2025-10-24 13:18:03,DELIVERED,Rovaniemi,Signed by Laura Salminen
20553,3373,2025-10-02 09:25:04,PICKED,Göteborg,30 units picked
20554,3373,2025-10-02 11:25:04,PACKED,Göteborg,5 parcel(s)
20555,3373,2025-10-02 12:11:36,DISPATCHED,Göteborg,Handed to Polarpost
20556,3373,2025-10-03 05:28:00,HUB_SCAN,Taulov terminal,Arrived at terminal
20557,3373,2025-10-06 07:48:00,OUT_FOR_DELIVERY,Odense,
20558,3373,2025-10-06 10:21:42,DELIVERED,Odense,Left at loading bay as instructed
20559,3374,2025-10-10 06:13:46,PICKED,Vantaa,151 units picked
20560,3374,2025-10-10 09:13:46,PACKED,Vantaa,1 pallet(s)
20561,3374,2025-10-13 09:40:47,DISPATCHED,Vantaa,Handed to Nordfrakt
20562,3374,2025-10-14 01:03:01,HUB_SCAN,Vantaa hub,Arrived at terminal
20563,3374,2025-10-14 07:03:00,OUT_FOR_DELIVERY,Kuopio,
20564,3374,2025-10-14 10:42:18,DELIVERED,Kuopio,Signed by M. Aho
20565,3375,2025-10-02 08:33:27,PICKED,Göteborg,36 units picked
20566,3375,2025-10-02 10:33:27,PACKED,Göteborg,6 parcel(s)
20567,3375,2025-10-02 09:02:01,DISPATCHED,Göteborg,Handed to Polarpost
20568,3375,2025-10-03 01:48:05,HUB_SCAN,Taulov terminal,Arrived at terminal
20569,3375,2025-10-06 07:57:00,OUT_FOR_DELIVERY,Esbjerg,
20570,3375,2025-10-06 10:52:01,DELIVERED,Esbjerg,Signed by Søren Jensen
20571,3376,2025-10-03 11:09:33,PICKED,Oslo,4 units picked
20572,3376,2025-10-03 14:09:33,PACKED,Oslo,1 parcel(s)
20573,3376,2025-10-06 18:56:08,DISPATCHED,Oslo,Handed to Nordfrakt
20574,3376,2025-10-07 01:07:38,HUB_SCAN,"Alnabru terminal, Oslo",Arrived at terminal
20575,3376,2025-10-08 07:38:00,OUT_FOR_DELIVERY,Kristiansand,
20576,3376,2025-10-08 14:33:22,DELIVERED,Kristiansand,Signed at goods entrance
20577,3377,2025-10-20 11:39:29,PICKED,Göteborg,86 units picked
20578,3377,2025-10-20 13:39:29,PACKED,Göteborg,1 pallet(s)
20579,3377,2025-10-21 10:32:52,DISPATCHED,Göteborg,Handed to Nordfrakt
20580,3377,2025-10-22 04:53:56,HUB_SCAN,Taulov terminal,Arrived at terminal
20581,3377,2025-10-23 07:42:00,OUT_FOR_DELIVERY,Kolding,
20582,3377,2025-10-23 15:46:50,DELIVERED,Kolding,Signed by L. Rasmussen
20583,3378,2025-10-06 10:25:30,PICKED,Göteborg,179 units picked
20584,3378,2025-10-06 13:25:30,PACKED,Göteborg,1 pallet(s)
20585,3378,2025-10-06 10:21:35,DISPATCHED,Göteborg,Handed to Kalott Freight
20586,3378,2025-10-07 03:46:54,HUB_SCAN,Örebro terminal,Arrived at terminal
20587,3378,2025-10-09 07:54:00,OUT_FOR_DELIVERY,Göteborg,
20588,3378,2025-10-09 10:21:26,DELIVERED,Göteborg,Signed by Sara Nilsson
20589,3379,2025-10-16 09:11:32,PICKED,Göteborg,133 units picked
20590,3379,2025-10-16 12:11:32,PACKED,Göteborg,1 pallet(s)
20591,3379,2025-10-16 11:18:43,DISPATCHED,Göteborg,Handed to Nordfrakt
20592,3379,2025-10-17 03:35:31,HUB_SCAN,"Alnabru terminal, Oslo",Arrived at terminal
20593,3379,2025-10-20 07:48:00,OUT_FOR_DELIVERY,Bergen,
20594,3379,2025-10-20 13:22:31,DELIVERED,Bergen,Left at loading bay as instructed
20595,3380,2025-11-03 10:29:14,PICKED,Oslo,72 units picked
20596,3380,2025-11-03 14:29:14,PACKED,Oslo,1 pallet(s)
20597,3380,2025-11-03 13:17:42,DISPATCHED,Oslo,Handed to Polarpost
20598,3380,2025-11-04 03:50:24,HUB_SCAN,"Alnabru terminal, Oslo",Arrived at terminal
20599,3380,2025-11-07 07:31:00,OUT_FOR_DELIVERY,Bergen,
20600,3380,2025-11-07 14:20:39,DELIVERED,Bergen,Signed at goods entrance
20601,3381,2025-10-31 08:35:24,PICKED,Oslo,81 units picked
20602,3381,2025-10-31 10:35:24,PACKED,Oslo,1 pallet(s)
20603,3381,2025-10-31 15:50:02,DISPATCHED,Oslo,Handed to Polarpost
20604,3381,2025-11-03 03:03:25,HUB_SCAN,"Alnabru terminal, Oslo",Arrived at terminal
20605,3381,2025-11-03 14:18:02,DELIVERY_ATTEMPTED,Kristiansand,"Receiver closed, new attempt next working day"
20606,3381,2025-11-04 07:07:00,OUT_FOR_DELIVERY,Kristiansand,
20607,3381,2025-11-04 13:09:50,DELIVERED,Kristiansand,Signed at goods entrance
20608,3382,2025-10-28 09:55:54,PICKED,Oslo,115 units picked
20609,3382,2025-10-28 10:55:54,PACKED,Oslo,1 pallet(s)
