id,claim_id,order_line_id,product_id,quantity_affected,pallet_number,amount,issue_note
553,485,30165,593,48,,1295.52,Short against packing list
554,486,30166,710,24,,358.08,buckle cracked in the cold
555,487,30291,673,4,,239.60,Wet packaging
556,487,30292,343,5,,111.90,Wet packaging
557,489,30488,3157,1,1,22.16,Contents leaked
558,490,30526,1118,24,1,1519.20,Unit price disputed
559,491,30615,1368,2,1,9.50,Wrong colour
560,492,30716,1485,3,,642.00,Inner pack incomplete
561,493,30724,560,10,,63.10,Wrong size
562,493,30726,1728,18,,714.96,Wrong size
563,494,30762,805,2,,61.76,Unsold stock
564,498,31141,2586,2,1,411.80,Wrong size
565,501,31373,1171,96,,3618.24,Product surface scratched
566,502,31411,1493,6,,3.49,Unit price disputed
567,503,31426,235,18,,1618.20,Short against packing list
568,503,31427,832,1,,112.50,Inner pack incomplete
569,505,31567,733,1,,19.56,Contents leaked
570,506,31568,1499,1,,11.58,zip slider broke after a few uses
571,507,31571,2277,9,1,666.00,Carton missing
572,507,31572,205,24,1,3708.00,Short against packing list
573,508,31587,183,12,,439.20,Inner pack incomplete
574,509,31673,2954,2,,1.24,Unit price disputed
575,510,31698,1609,8,,77.84,Wrong colour
576,510,31697,1902,24,,317.76,Wrong colour
577,511,31711,1602,1,,2.04,Carton crushed
578,511,31709,1373,9,,95.85,Contents leaked
579,512,31868,2669,12,,826.80,Carton crushed
580,513,31944,2272,6,1,16.32,seam tape peeling on the inside
581,513,31942,2922,6,1,413.40,buckle cracked in the cold
582,514,31988,1398,5,,56.60,Product surface scratched
583,515,32158,224,12,,798.00,"valve leaks, mat deflates overnight"
584,516,32237,115,12,,3570.00,Wrong colour
585,517,32238,2697,1,,2.63,Unsold stock
586,518,32255,2023,12,1,1092.00,Contents leaked
587,518,32259,1957,18,1,499.86,Contents leaked
588,518,32260,2891,1,1,60.00,Product surface scratched
589,520,32442,177,4,,538.00,seam tape peeling on the inside
590,520,32445,1504,1,,18.21,sole separating from the upper
591,520,32443,459,1,,6.80,"valve leaks, mat deflates overnight"
592,521,32481,2768,48,,1205.76,Contents leaked
593,522,32491,2738,3,1,31.92,Wrong model
594,523,32502,779,5,,20.35,Wrong model
595,524,32504,1715,4,1,52.20,sole separating from the upper
596,524,32507,2257,2,1,58.54,zip slider broke after a few uses
597,526,32645,1986,12,,1810.80,Carton missing
598,526,32644,839,4,,46.24,Carton missing
599,527,32717,1555,2,,319.80,Contents leaked
600,527,32719,1303,5,,770.00,Torn outer wrap
601,529,32830,386,1,1,3.73,Short against packing list
602,529,32828,2037,4,1,823.60,Short against packing list
603,531,32871,1479,1,,11.53,Torn outer wrap
604,532,32884,224,2,,133.00,Carton crushed
605,536,33155,58,3,,1397.70,Product surface scratched
606,536,33154,2944,3,,213.00,Product surface scratched
607,536,33156,601,24,,136.56,Carton crushed
608,537,33173,2974,5,,51.45,Wrong colour
609,538,33233,846,1,,135.50,Carton crushed
610,538,33234,368,10,,86.10,Wet packaging
611,539,33290,2720,1,,8.95,Wrong size
612,540,33319,852,24,1,1797.60,seam tape peeling on the inside
613,540,33320,1096,24,1,7056.00,seam tape peeling on the inside
614,541,33454,2021,2,,164.00,Wet packaging
615,542,33505,1807,1,1,347.50,Inner pack incomplete
616,543,33511,1353,6,,127.56,Unsold stock
617,544,33537,1517,8,1,431.20,Wrong model
618,545,33567,1485,3,,642.00,Short against packing list
619,548,33914,1559,4,,436.00,Wet packaging
620,549,33941,1227,1,,248.90,Carton crushed
621,550,33973,2070,4,,86.20,Carton missing
622,551,34002,1997,3,,148.11,Carton crushed
623,551,34001,779,2,,8.14,Wet packaging
624,551,34003,660,12,,1884.00,Torn outer wrap
625,552,34109,1313,1,1,81.90,Wet packaging
626,552,34113,1199,12,1,2076.00,Wet packaging
627,554,34229,2672,6,,151.56,Unit price disputed
628,555,34232,1916,1,,14.31,Inner pack incomplete
629,556,34240,876,24,,122.40,Product surface scratched
630,557,34269,2132,1,,32.61,Inner pack incomplete
631,558,34336,839,2,,23.12,Inner pack incomplete
632,559,34382,2954,1,1,5.15,Carton crushed
633,560,34428,409,5,,885.00,Product surface scratched
634,560,34430,2846,6,,55.44,Carton crushed
635,561,34442,1380,3,,138.27,Carton crushed
636,561,34441,513,1,,11.49,Contents leaked
637,562,34486,585,1,,8.01,Product surface scratched
638,563,34594,577,12,,298.44,Inner pack incomplete
639,565,34740,1216,9,1,1773.00,Short against packing list
640,565,34739,488,12,1,1182.00,Short against packing list
641,566,34754,2089,5,,249.75,Unsold stock
642,566,34756,520,2,,37.22,Unsold stock
643,567,34812,1367,12,,61.56,Short against packing list
644,567,34811,1374,1,,11.39,Carton missing
645,568,34877,100,36,,1179.00,Carton missing
646,568,34878,1520,1,,2.28,Inner pack incomplete
647,570,35009,2251,1,,8.08,Torn outer wrap
648,571,35074,488,10,,118.20,Unit price disputed
649,572,35207,148,1,,73.90,Inner pack incomplete
650,572,35205,2194,5,,522.50,Inner pack incomplete
651,573,35322,3128,12,,115.06,Unit price disputed
652,574,35414,1220,1,,208.00,Unsold stock
653,574,35416,1371,1,,13.62,Unsold stock
654,574,35415,1853,6,,71.46,Unsold stock
655,575,35440,2272,24,,65.28,stitching failed on the shoulder strap
656,576,35447,3088,6,,2369.40,"valve leaks, mat deflates overnight"
657,577,35678,2114,15,,266.85,Wet packaging
658,578,35775,726,4,,22.32,Unit price disputed
659,581,36044,1443,9,,103.86,buckle cracked in the cold
660,582,36059,42,10,,580.00,stitching failed on the shoulder strap
661,583,36079,1307,2,,475.00,Contents leaked
662,583,36080,2442,2,,118.00,Product surface scratched
663,583,36078,520,1,,18.61,Wet packaging
664,586,36248,552,18,,205.56,Carton missing
665,587,36309,1691,24,1,513.12,Contents leaked
666,588,36464,2837,1,,10.02,Wet packaging
667,588,36465,1912,5,,159.25,Carton crushed
668,588,36468,2638,12,,1338.00,Contents leaked
669,590,36716,2964,1,,12.66,Short against packing list
670,591,36757,2766,12,,527.76,Wrong size
671,591,36756,1475,2,,16.14,Wrong colour
672,592,36821,720,20,,1318.00,Wrong model
673,593,36854,1553,2,1,252.00,Wrong colour
674,593,36856,2389,12,1,68.04,Wrong colour
675,594,36882,1157,1,,36.76,Product surface scratched
676,594,36881,1170,1,,38.85,Product surface scratched
677,595,36895,2500,5,1,19.80,Wrong model
678,595,36902,2661,12,1,912.00,Wrong colour
679,595,36894,1021,6,1,231.96,Wrong model
680,596,37002,585,1,,8.01,Contents leaked
681,597,37014,2267,4,,41.64,stitching failed on the shoulder strap
682,599,37089,1940,15,,1020.00,Carton crushed
683,599,37088,1543,24,,234.96,Carton crushed
684,600,37118,3051,10,,610.00,Wet packaging
685,601,37271,676,6,,873.00,zip slider broke after a few uses
686,601,37272,963,10,,759.00,zip slider broke after a few uses
687,602,37276,3019,20,,486.00,pole segment split at the joint
688,603,37325,710,2,1,29.84,Product surface scratched
689,603,37323,2474,10,1,4880.00,Product surface scratched
690,603,37324,1911,2,1,189.80,Wet packaging
691,605,37408,462,2,,114.00,Inner pack incomplete
692,607,37583,3131,2,,305.80,Torn outer wrap
693,608,37616,200,2,1,377.80,buckle cracked in the cold
694,609,37622,1896,6,,801.00,Product surface scratched
695,609,37620,2888,1,,69.90,Product surface scratched
696,610,37662,2195,1,1,109.90,Contents leaked
697,610,37658,1652,1,1,574.90,Carton crushed
698,610,37659,2718,24,1,196.56,Carton crushed
699,611,37707,1362,9,,24.03,colour bleeding after first wash
700,612,37854,1504,1,,18.21,Product surface scratched
701,612,37855,1406,6,,124.74,Wet packaging
702,613,37882,465,1,,13.31,Contents leaked
703,614,38021,2026,2,1,1670.00,Wrong model
704,615,38030,1373,7,,74.55,Carton missing
705,616,38050,2964,4,,50.64,"valve leaks, mat deflates overnight"
706,616,38044,551,1,,10.60,stitching failed on the shoulder strap
707,616,38047,41,1,,60.90,sole separating from the upper
708,617,38076,480,12,,564.00,Product surface scratched
709,617,38075,2838,1,,10.66,Carton crushed
710,619,38189,1482,8,,88.80,Carton missing
711,620,38192,2902,24,1,559.68,Carton crushed
712,620,38194,1165,12,1,730.80,Torn outer wrap
713,621,38279,1946,20,1,81.60,Wrong size
714,623,38364,3070,6,,1617.00,Short against packing list
715,623,38365,2128,1,,132.00,Inner pack incomplete
716,623,38363,2860,1,,44.65,Inner pack incomplete
717,624,38368,2500,6,,23.76,Wrong colour
718,627,38427,1311,1,1,225.50,Inner pack incomplete
719,628,38499,713,1,,97.50,Wet packaging
720,629,38508,1407,6,,128.70,Wrong colour
721,630,38571,1634,6,,282.78,Inner pack incomplete
722,631,38640,524,1,,12.04,Short against packing list
723,632,38707,949,12,1,5382.00,Wrong size
724,632,38706,1299,10,1,1719.00,Wrong model
725,632,38703,381,20,1,45.20,Wrong colour
726,633,38714,1156,30,1,2205.00,Unsold stock
727,634,38718,1605,2,,9.14,Unsold stock
728,635,38720,292,5,,425.00,stitching failed on the shoulder strap
729,636,38758,3065,5,1,934.50,Wrong model
730,637,38807,2087,10,,434.50,seam tape peeling on the inside
731,637,38809,1181,1,,18.30,zip slider broke after a few uses
732,637,38808,122,3,,220.50,seam tape peeling on the inside
733,638,38828,1318,6,,465.00,Wet packaging
734,640,38926,1057,48,,639.36,Unit price disputed
735,641,38931,1919,1,1,23.83,seam tape peeling on the inside
736,641,38935,1485,1,1,214.00,buckle cracked in the cold
737,641,38932,2664,1,1,102.50,colour bleeding after first wash
738,643,38955,883,5,,287.50,sole separating from the upper
739,645,39106,2242,12,1,660.00,Wrong model
740,645,39108,2272,96,1,261.12,Wrong size
741,645,39111,412,24,1,7437.60,Wrong size
742,646,39144,468,48,,2167.68,Product surface scratched
743,647,39161,1162,24,,218.59,Unit price disputed
744,648,39342,2527,4,2,39.24,Wrong size
745,648,39343,2272,60,2,163.20,Wrong size
746,649,39370,295,2,1,205.80,Carton crushed
747,651,39448,3008,12,1,477.00,Carton missing
748,651,39451,539,5,1,241.75,Carton missing
749,651,39454,3088,12,1,4738.80,Inner pack incomplete
750,652,39464,35,1,,33.95,Inner pack incomplete
751,653,39483,3058,48,1,5232.00,Inner pack incomplete
752,653,39474,3088,1,1,394.90,Short against packing list
753,655,39804,1946,1,,4.08,Short against packing list
754,657,39832,1254,4,,32.59,Unit price disputed
755,658,39842,2177,3,,974.70,Product surface scratched
756,659,39904,2401,6,1,519.00,Product surface scratched
757,660,40048,209,2,,110.00,Carton missing
758,661,40124,2072,10,1,589.00,Wrong size
759,661,40122,337,5,1,44.40,Wrong colour
760,661,40125,1164,10,1,679.00,Wrong colour
761,663,40238,1693,1,,6.66,Product surface scratched
762,664,40270,930,6,,146.81,Unit price disputed
763,665,40316,1863,10,,519.00,Wet packaging
764,666,40416,1363,12,1,31.08,Wrong colour
765,667,40436,812,6,,56.58,Wrong model
766,668,40460,2226,9,,70.47,sole separating from the upper
767,670,40510,2042,1,1,574.90,Carton crushed
768,674,40764,731,48,1,5328.00,Wrong size
769,674,40765,2415,60,1,2848.80,Wrong size
770,674,40766,3134,1,1,76.90,Wrong colour
771,675,40844,1164,2,1,135.80,Inner pack incomplete
772,676,40858,1918,1,,23.29,Contents leaked
773,676,40857,1945,3,,13.14,Carton crushed
774,677,40893,2534,12,,3.54,Unit price disputed
775,679,40965,1738,30,1,2847.00,Wrong colour
776,682,41146,2885,1,,19.39,Carton missing
777,683,41174,2057,6,,4727.40,Product surface scratched
778,683,41175,3190,2,,81.90,Product surface scratched
779,684,41230,41,2,,121.80,colour bleeding after first wash
780,685,41256,2482,1,,16.96,Carton missing
781,688,41491,731,30,1,399.60,Unit price disputed
782,689,41496,563,2,,12.14,Carton crushed
783,691,41629,2777,6,,603.00,Contents leaked
784,694,41705,1365,18,1,1647.00,Product surface scratched
785,694,41704,1218,48,1,9624.00,Contents leaked
786,695,41839,1373,6,,7.67,Unit price disputed
787,697,41987,1413,3,,253.50,colour bleeding after first wash
788,700,42103,2683,10,,56.00,Carton missing
789,701,42154,2623,4,1,278.00,Carton crushed
790,701,42153,60,1,1,424.00,Product surface scratched
791,702,42201,2750,12,,75.96,Wet packaging
792,703,42340,2400,48,,4392.00,Wrong colour
793,705,42505,542,3,,147.24,Inner pack incomplete
794,706,42516,198,2,,218.00,Torn outer wrap
795,706,42515,385,1,,4.07,Contents leaked
796,707,42533,790,30,,122.40,stitching failed on the shoulder strap
797,708,42612,271,1,,7.64,pole segment split at the joint
798,711,42768,1256,5,,784.50,Inner pack incomplete
799,711,42770,293,8,,807.20,Short against packing list
800,712,42789,365,9,,20.61,Product surface scratched
801,712,42790,299,1,,24.20,Torn outer wrap
802,713,42802,2954,3,,15.45,Inner pack incomplete
803,714,42852,2900,12,,242.40,Wrong size
804,715,42900,1440,10,,284.20,Wrong size
805,716,42903,133,9,,1754.10,sole separating from the upper
806,717,42914,1175,5,1,384.50,Carton missing
807,719,43050,1797,1,,418.90,Carton missing
808,720,43100,2527,20,,196.20,colour bleeding after first wash
809,721,43159,2764,1,1,45.74,Carton missing
810,722,43207,665,48,1,17275.20,Wet packaging
811,723,43227,2680,1,,77.00,Short against packing list
812,723,43225,1414,1,,81.50,Carton missing
813,726,43581,2996,8,,19.06,Unit price disputed
814,727,43791,253,2,,49.66,Wrong model
815,727,43792,938,3,,563.70,Wrong model
816,728,43837,1967,30,,3567.00,Torn outer wrap
817,729,43866,2645,2,,311.80,Wrong model
818,730,43986,520,1,,18.05,Inner pack incomplete
819,730,43988,2698,24,,61.92,Carton missing
820,731,44074,271,2,,15.28,Short against packing list
821,734,44304,520,12,,216.60,Wrong model
822,734,44303,2766,5,,219.90,Wrong colour
823,735,44305,3116,1,,286.00,Unsold stock
824,735,44306,44,1,,202.50,Unsold stock
825,736,44329,1896,1,,133.50,buckle cracked in the cold
826,737,44361,3131,2,,315.80,Unsold stock
827,737,44360,2836,1,,10.70,Unsold stock
828,740,44621,1763,30,,5070.00,Wrong model
829,740,44622,779,6,,24.42,Wrong colour
830,742,44766,1539,3,,78.45,seam tape peeling on the inside
831,743,44824,2698,2,,5.16,Short against packing list
832,744,45077,530,5,1,54.75,Inner pack incomplete
833,745,45095,647,12,,76.32,Unit price disputed
834,746,45174,94,1,,26.52,Carton crushed
835,746,45177,2545,1,,11.43,Contents leaked
836,746,45176,481,1,,33.99,Product surface scratched
837,747,45211,1876,10,1,267.20,Wet packaging
838,748,45215,2320,1,,46.05,zip slider broke after a few uses
839,749,45244,2256,1,,26.67,Torn outer wrap
840,750,45298,2279,1,1,76.90,Torn outer wrap
841,751,45313,801,1,,7.63,Carton missing
842,751,45311,259,18,,494.10,Inner pack incomplete
843,751,45310,2977,1,,12.31,Carton missing
844,753,45453,2974,2,,19.96,Wrong model
845,753,45452,2269,2,,23.22,Wrong colour
846,754,45457,2738,1,1,10.11,Product surface scratched
847,754,45456,2050,10,1,1795.00,Torn outer wrap
848,756,45491,832,2,1,225.00,Torn outer wrap
849,756,45496,535,1,1,46.40,Wet packaging
850,757,45577,488,2,,23.64,Unit price disputed
851,758,45633,652,3,,545.70,pole segment split at the joint
852,759,45761,1288,1,1,198.90,Contents leaked
853,759,45762,1485,6,1,1311.00,Product surface scratched
854,760,45785,1397,8,,16.48,Carton missing
855,762,45856,671,24,1,1184.64,Unsold stock
856,763,45881,488,3,,295.50,Wet packaging
857,766,46022,3017,4,,89.64,Inner pack incomplete
858,768,46205,2031,10,1,959.00,Wrong size
859,768,46207,737,6,1,153.72,Wrong model
860,769,46208,2964,1,,13.04,Product surface scratched
861,771,46307,1834,12,,850.80,Wrong size
862,772,46308,901,30,,273.30,Wrong model
863,772,46310,964,4,,335.60,Wrong model
864,774,46391,1094,1,,274.50,Contents leaked
865,774,46389,2281,6,,395.40,Contents leaked
866,775,46393,1758,1,,73.50,Contents leaked
867,776,46395,944,3,1,70.92,Carton missing
868,776,46400,2002,1,1,104.90,Short against packing list
869,776,46394,629,6,1,2349.00,Carton missing
870,777,46443,737,12,,307.44,Wrong model
871,777,46442,2087,20,,890.80,Wrong colour
872,778,46468,2536,48,,639.36,Torn outer wrap
873,778,46471,2888,1,,69.90,Product surface scratched
874,779,46515,3003,5,,645.00,Short against packing list
875,779,46516,3085,2,,135.80,Inner pack incomplete
876,780,46519,1371,20,,272.40,Inner pack incomplete
877,782,46548,2813,2,,145.00,Torn outer wrap
878,782,46544,1834,1,,70.90,Contents leaked
879,786,46748,2079,60,,2538.00,Wrong colour
880,787,46773,455,1,,90.90,Product surface scratched
881,788,46777,1775,1,1,231.50,colour bleeding after first wash
882,788,46778,510,3,1,161.70,"valve leaks, mat deflates overnight"
883,790,46873,846,1,,135.50,Inner pack incomplete
884,790,46872,1707,3,,68.16,Carton missing
885,792,47050,1599,1,,82.90,Unsold stock
886,792,47049,927,1,,25.12,Unsold stock
887,793,47096,2299,5,1,17.80,Short against packing list
888,793,47098,2246,1,1,53.90,Inner pack incomplete
889,795,47238,1775,10,1,2315.00,Wrong model
890,795,47240,2309,1,1,12.58,Wrong size
891,797,47627,2964,5,1,7.82,Unit price disputed
892,798,47895,2069,12,,216.48,Carton crushed
893,798,47896,2850,2,,495.80,Carton crushed
894,800,48112,163,12,1,1446.00,seam tape peeling on the inside
895,801,48122,1937,1,,4.30,Unsold stock
896,805,48492,2651,4,,379.60,Contents leaked
897,806,48502,2926,1,1,7.97,Short against packing list
898,806,48498,485,2,1,108.00,Carton missing
899,807,48542,2976,2,1,20.56,Carton crushed
900,807,48540,665,48,1,17275.20,Torn outer wrap
901,807,48541,193,6,1,629.40,Product surface scratched
902,808,48555,2132,5,,158.15,Carton missing
903,809,48597,3088,1,,394.90,Torn outer wrap
904,810,48611,2272,24,1,67.68,Unsold stock
905,810,48618,510,12,1,646.80,Unsold stock
906,811,48628,1199,30,,5505.00,Wrong model
907,812,48631,907,48,,112.32,Wrong size
908,813,48636,911,20,,66.22,Unit price disputed
909,815,48731,1752,2,,249.80,Torn outer wrap
910,817,48777,2616,12,,110.74,Unit price disputed
911,820,49082,276,2,1,439.00,Carton missing
912,822,49249,253,5,1,124.15,Unsold stock
913,822,49247,1503,12,1,209.64,Unsold stock
914,823,49270,2112,1,1,18.35,Inner pack incomplete
915,825,49391,3017,1,1,22.41,Contents leaked
916,825,49392,2538,1,1,64.00,Torn outer wrap
917,826,49535,3141,6,1,1311.00,Carton crushed
918,828,49595,3079,12,1,8412.00,Torn outer wrap
919,830,49648,1230,6,,617.40,Contents leaked
920,831,49679,759,1,,21.25,Product surface scratched
921,831,49677,241,9,,2209.50,Carton crushed
922,832,49777,437,1,1,254.90,Short against packing list
923,832,49774,774,48,1,619.68,Carton missing
924,833,49797,481,1,,33.99,Product surface scratched
925,834,49972,2174,1,1,151.50,Torn outer wrap
926,837,50198,2691,60,,3780.00,Torn outer wrap
927,837,50196,582,1,,14.80,Product surface scratched
928,838,50201,632,6,1,1127.40,Inner pack incomplete
929,838,50199,1803,4,1,764.00,Inner pack incomplete
930,838,50200,1263,3,1,354.00,Inner pack incomplete
931,839,50230,1111,1,1,61.90,Inner pack incomplete
932,840,50345,174,4,,35.44,Torn outer wrap
933,842,50680,1625,6,,389.40,Product surface scratched
934,842,50681,193,6,,629.40,Wet packaging
935,842,50682,3003,1,,129.00,Product surface scratched
936,844,50748,3134,10,1,749.00,Carton crushed
